jogo,liga,odd_lay,p,ev,liga_0x0,mkt_prob,stake_pct_banca,link,home,away,ko,over05_back,under05_lay
Hradec Kralove x Plzen,CZECH 1,16.5,0.944,0.029,0.04,0.091,0.76,https://www.betfair.bet.br/exchange/plus/football/event/36040827,Hradec Kralove,Plzen,14:00:00,1.06,16.5
