jogo,liga,odd_lay,p,ev,liga_0x0,mkt_prob,stake_pct_banca,link,home,away,ko,over05_back,under05_lay
Brondby x FC Copenhagen,DENMARK 1,19.0,0.953,0.06,0.05,0.077,1.58,https://www.betfair.bet.br/exchange/plus/football/event/36068271,Brondby,FC Copenhagen,09:00:00,1.05,20.0
