jogo,liga,odd_lay,p,ev,liga_0x0,mkt_prob,stake_pct_banca,link,home,away,ko,over05_back,under05_lay
Tottenham x Aston Villa,ENGLAND 1,17.0,0.949,0.08,0.06,0.077,2.11,https://www.betfair.bet.br/exchange/plus/football/event/36036329,Tottenham,Aston Villa,08:30:00,1.06,17.5
