Data,Liga,Home,Away,ID_Evento,Odd_H_Back,Odd_A_Back,Odd_Under25_FT_Back,Odd_Over35_FT_Back,Metodo,Odd_Lay,passa_filtro,kh,ka,Green,Placar,Fonte
2026-08-30,AUSTRIA 1,Red Bull Salzburg,Austria Wien,35965456,1.4,8.6,2.9,2.28,Lay_Draw,5.9,0,redbullsalzburg,austriawien,True,4x1,placar
2026-08-30,CYPRUS 1,Karmiotissa Polemidion,Pafos FC,35971860,14.0,1.28,2.56,2.54,Lay_Draw,6.6,1,karmiotissapolemidion,pafosfc,True,0x3,manual_user
2026-08-30,GREECE 1,Atromitos,PAOK,35967894,5.8,1.65,2.12,3.2,Lay_Home,6.2,1,atromitos,paok,True,1x2,placar
2026-08-30,ARGENTINA 1,Banfield,River Plate,35949499,7.2,1.62,1.69,4.8,Lay_Home,7.6,1,banfield,riverplate,True,2x3,placar
2026-08-30,NETHERLANDS 1,Cambuur Leeuwarden,FC Twente,35965458,10.0,1.32,3.6,1.93,Lay_Draw,6.6,0,cambuurleeuwarden,fctwente,True,1x4,manual_user
2026-08-30,GREECE 1,Asteras Tripolis,Olympiakos,35967856,9.2,1.5,1.83,4.0,Lay_Home,9.4,0,asterastripolis,olympiakos,True,0x2,placar
2026-08-30,GREECE 1,Kifisia,AEK Athens,35967864,12.5,1.34,2.18,3.05,Lay_Draw,5.7,1,kifisia,aekathens,False,1x1,manual_user
2026-08-30,SAUDI ARABIA 1,Al-Quadisiya (KSA),Al Faisaly ( KSA ),35989889,1.2,15.0,4.1,1.76,Lay_Draw,9.8,0,alquadisiyaksa,alfaisalyksa,True,2x0,placar
2026-08-30,SLOVENIA 1,Nafta Lendava,NK Maribor,35976908,7.4,1.47,2.38,2.62,Lay_Home,8.0,0,naftalendava,nkmaribor,True,0x1,placar
2026-08-30,TURKEY 1,Samsunspor,Fenerbahce,35976837,6.2,1.62,2.32,2.82,Lay_Home,6.6,1,samsunspor,fenerbahce,True,0x2,placar
2026-08-30,ITALY 1,Cagliari,Inter,35974484,9.4,1.44,2.24,3.05,Lay_Home,9.6,0,cagliari,inter,True,0x1,placar
2026-08-30,BOSNIA 1,Radnik Bijeljina,Borac Banja Luka,35997943,10.5,1.29,1.92,3.3,Lay_Draw,6.4,1,radnikbijeljina,boracbanjaluka,False,2x2,manual_user
2026-08-30,BRAZIL 1,Flamengo,Botafogo FR,35953415,1.36,10.0,2.44,2.68,Lay_Draw,5.8,1,flamengo,botafogofr,True,3x0,placar
2026-08-30,BRAZIL 2,America MG,Ponte Preta,35980998,1.16,27.0,2.88,2.28,Lay_Draw,9.2,0,americamg,pontepreta,True,2x0,placar
2026-08-30,VENEZUELA 1,Carabobo FC,Zamora FC,35996196,1.4,9.8,2.0,3.3,Lay_Draw,5.6,1,carabobofc,zamorafc,False,0x0,placar
2026-08-30,MEXICO 1,Toluca,FC Juarez,35970044,1.32,10.0,3.0,2.2,Lay_Draw,6.6,0,toluca,fcjuarez,True,2x0,placar
2026-08-31,WALES 1,Flint Town United,Connahs Quay,35997203,5.6,1.64,2.32,2.82,Lay_Home,6.0,1,flinttownunited,connahsquay,True,?,sinais1/0
2026-08-31,EGYPT 1,Asyut Petroleum,National Bank,36009906,7.2,1.62,1.66,4.9,Lay_Home,7.8,1,asyutpetroleum,nationalbank,True,?,sinais1/0
2026-08-31,ENGLAND 5,Worthing,Boreham Wood,35998771,6.4,1.47,3.35,1.96,Lay_Home,7.0,0,worthing,borehamwood,True,?,sinais1/0
2026-08-31,GREECE 1,Levadiakos,Panathinaikos,35967852,6.2,1.65,1.96,3.55,Lay_Home,6.6,1,levadiakos,panathinaikos,True,?,sinais1/0
2026-08-31,ITALY 1,Lecce,Roma,35974457,8.2,1.5,1.94,3.7,Lay_Home,8.4,0,lecce,roma,True,?,sinais1/0
2026-08-31,CYPRUS 1,Omonia,Omonia FC Aradippou,35962496,1.2,20.0,2.84,2.26,Lay_Draw,9.0,0,omonia,omoniafcaradippou,False,?,sinais1/0
2026-08-31,DENMARK 1,FC Copenhagen,SonderjyskE,35978634,1.36,9.8,2.88,2.28,Lay_Draw,6.0,0,fccopenhagen,sonderjyske,True,?,sinais1/0
2026-08-31,ENGLAND 1,Aston Villa,Arsenal,35965583,7.0,1.54,2.24,3.0,Lay_Home,7.2,1,astonvilla,arsenal,True,?,sinais1/0
2026-08-31,ARGENTINA 2,Los Andes,Acassuso,35961642,1.6,7.2,1.5,5.6,Lay_Over45,18.5,1,losandes,acassuso,True,?,sinais1/0
2026-08-31,VENEZUELA 1,Puerto Cabello,Academia Anzoategui FC,35996231,1.4,9.8,2.02,3.15,Lay_Draw,5.5,1,puertocabello,academiaanzoateguifc,True,?,sinais1/0
2026-09-01,TURKEY 2,Boluspor,Keciorengucu,35992417,6.6,1.53,2.56,2.5,Lay_Home,7.4,0,boluspor,keciorengucu,True,?,sinais1/0
2026-09-01,AUSTRIA 1,RZ Pellets WAC,Lask Linz,35974330,7.2,1.45,3.45,2.02,Lay_Home,7.4,0,rzpelletswac,lasklinz,True,?,sinais1/0
2026-09-01,SOUTH AFRICA 1,Kruger United FC,Orlando Pirates (SA),36017199,11.5,1.38,1.93,3.5,Lay_Draw,5.2,1,krugerunitedfc,orlandopiratessa,True,?,sinais1/0
2026-09-01,SWITZERLAND 1,FC Zurich,Young Boys,36001167,5.1,1.63,4.0,1.79,Lay_Home,5.3,1,fczurich,youngboys,True,?,sinais1/0
2026-09-01,BOSNIA 1,Zrinjski,FK BSK Banja Luka,36016228,1.18,22.0,2.4,2.56,Lay_Draw,8.8,1,zrinjski,fkbskbanjaluka,True,?,sinais1/0
2026-09-02,BULGARIA 1,Slavia Sofia,PFC Levski Sofia,35940566,9.4,1.44,1.98,3.5,Lay_Home,10.0,0,slaviasofia,pfclevskisofia,True,1x2,manual_user
2026-09-02,SOUTH AFRICA 1,Mamelodi Sundowns,Milford,36019277,1.24,22.0,2.4,2.62,Lay_Draw,7.2,1,mamelodisundowns,milford,True,2x0,manual_user
2026-09-02,SLOVENIA 1,NK Aluminij,NK Celje,36008891,5.0,1.64,2.6,2.4,Lay_Home,5.9,1,nkaluminij,nkcelje,True,0x2,manual_user
2026-09-02,BOSNIA 1,Borac Banja Luka,Zeljeznicar,36020433,1.31,12.0,2.06,2.94,Lay_Draw,6.4,1,boracbanjaluka,zeljeznicar,True,2x0,manual_user
2026-09-02,SCOTLAND 1,Celtic,Aberdeen,36004311,1.26,13.5,3.2,2.12,Lay_Draw,7.2,0,celtic,aberdeen,True,3x0,manual_user
2026-09-02,BRAZIL 1,Flamengo,Mirassol,35983136,1.23,16.5,2.66,2.46,Lay_Draw,7.6,0,flamengo,mirassol,True,2x0,manual_user
