Data,Liga,Home,Away,ID_Evento,Metodo,Odd_Lay,Odd_H_Back,Odd_A_Back,Odd_Under25_FT_Back,Odd_Over35_FT_Back,passa_filtro,capturado_em,Green,PnL_liab,Placar,Status
2026-08-30,GREECE 1,Kifisia,AEK Athens,35967864,Lay_Draw,5.7,12.5,1.34,2.18,3.05,1,gap-retro,0,-4.7,1x1,RED
2026-08-30,SAUDI ARABIA 1,Al-Quadisiya (KSA),Al Faisaly ( KSA ),35989889,Lay_Draw,9.8,1.2,15.0,4.1,1.76,0,gap-retro,1,0.95,2x0,GREEN
2026-08-30,SLOVENIA 1,Nafta Lendava,NK Maribor,35976908,Lay_Home,8.0,7.4,1.47,2.38,2.62,0,gap-retro,1,0.95,0x1,GREEN
2026-08-30,TURKEY 1,Samsunspor,Fenerbahce,35976837,Lay_Home,6.6,6.2,1.62,2.32,2.82,1,gap-retro,1,0.95,0x2,GREEN
2026-08-30,ITALY 1,Cagliari,Inter,35974484,Lay_Home,9.6,9.4,1.44,2.24,3.05,0,gap-retro,1,0.95,0x1,GREEN
2026-08-30,BOSNIA 1,Radnik Bijeljina,Borac Banja Luka,35997943,Lay_Draw,6.4,10.5,1.29,1.92,3.3,1,gap-retro,0,-5.4,2x2,RED
2026-08-30,BRAZIL 1,Flamengo,Botafogo FR,35953415,Lay_Draw,5.8,1.36,10.0,2.44,2.68,1,gap-retro,1,0.95,3x0,GREEN
2026-08-30,BRAZIL 2,America MG,Ponte Preta,35980998,Lay_Draw,9.2,1.16,27.0,2.88,2.28,0,gap-retro,1,0.95,2x0,GREEN
2026-08-30,VENEZUELA 1,Carabobo FC,Zamora FC,35996196,Lay_Draw,5.6,1.4,9.8,2.0,3.3,1,gap-retro,0,-4.6,0x0,RED
2026-08-30,MEXICO 1,Toluca,FC Juarez,35970044,Lay_Draw,6.6,1.32,10.0,3.0,2.2,0,gap-retro,1,0.95,2x0,GREEN
2026-08-31,WALES 1,Flint Town United,Connahs Quay,35997203,Lay_Home,6.0,5.6,1.64,2.32,2.82,1,gap-retro,1,0.95,?,GREEN
2026-08-31,EGYPT 1,Asyut Petroleum,National Bank,36009906,Lay_Home,7.8,7.2,1.62,1.66,4.9,1,gap-retro,1,0.95,?,GREEN
2026-08-31,ENGLAND 5,Worthing,Boreham Wood,35998771,Lay_Home,7.0,6.4,1.47,3.35,1.96,0,gap-retro,1,0.95,?,GREEN
2026-08-31,GREECE 1,Levadiakos,Panathinaikos,35967852,Lay_Home,6.6,6.2,1.65,1.96,3.55,1,gap-retro,1,0.95,?,GREEN
2026-08-31,ITALY 1,Lecce,Roma,35974457,Lay_Home,8.4,8.2,1.5,1.94,3.7,0,gap-retro,1,0.95,?,GREEN
2026-08-31,CYPRUS 1,Omonia,Omonia FC Aradippou,35962496,Lay_Draw,9.0,1.2,20.0,2.84,2.26,0,gap-retro,0,-8.0,?,RED
2026-08-31,DENMARK 1,FC Copenhagen,SonderjyskE,35978634,Lay_Draw,6.0,1.36,9.8,2.88,2.28,0,gap-retro,1,0.95,?,GREEN
2026-08-31,ENGLAND 1,Aston Villa,Arsenal,35965583,Lay_Home,7.2,7.0,1.54,2.24,3.0,1,gap-retro,1,0.95,?,GREEN
2026-08-31,ARGENTINA 2,Los Andes,Acassuso,35961642,Lay_Over45,18.5,1.6,7.2,1.5,5.6,1,gap-retro,1,0.95,?,GREEN
2026-08-31,VENEZUELA 1,Puerto Cabello,Academia Anzoategui FC,35996231,Lay_Draw,5.5,1.4,9.8,2.02,3.15,1,gap-retro,1,0.95,?,GREEN
2026-09-01,TURKEY 2,Boluspor,Keciorengucu,35992417,Lay_Home,7.4,6.6,1.53,2.56,2.5,0,gap-retro,1,0.95,?,GREEN
2026-09-01,AUSTRIA 1,RZ Pellets WAC,Lask Linz,35974330,Lay_Home,7.4,7.2,1.45,3.45,2.02,0,gap-retro,1,0.95,?,GREEN
2026-09-01,SOUTH AFRICA 1,Kruger United FC,Orlando Pirates (SA),36017199,Lay_Draw,5.2,11.5,1.38,1.93,3.5,1,gap-retro,1,0.95,?,GREEN
2026-09-01,SWITZERLAND 1,FC Zurich,Young Boys,36001167,Lay_Home,5.3,5.1,1.63,4.0,1.79,1,gap-retro,1,0.95,?,GREEN
2026-09-01,BOSNIA 1,Zrinjski,FK BSK Banja Luka,36016228,Lay_Draw,8.8,1.18,22.0,2.4,2.56,1,gap-retro,1,0.95,?,GREEN
2026-09-02,BULGARIA 1,Slavia Sofia,PFC Levski Sofia,35940566,Lay_Home,10.0,9.4,1.44,1.98,3.5,0,gap-retro,1,0.95,1x2,GREEN
2026-09-02,SOUTH AFRICA 1,Mamelodi Sundowns,Milford,36019277,Lay_Draw,7.2,1.24,22.0,2.4,2.62,1,gap-retro,1,0.95,2x0,GREEN
2026-09-02,SLOVENIA 1,NK Aluminij,NK Celje,36008891,Lay_Home,5.9,5.0,1.64,2.6,2.4,1,gap-retro,1,0.95,0x2,GREEN
2026-09-02,BOSNIA 1,Borac Banja Luka,Zeljeznicar,36020433,Lay_Draw,6.4,1.31,12.0,2.06,2.94,1,gap-retro,1,0.95,2x0,GREEN
2026-09-02,SCOTLAND 1,Celtic,Aberdeen,36004311,Lay_Draw,7.2,1.26,13.5,3.2,2.12,0,gap-retro,1,0.95,3x0,GREEN
2026-09-02,BRAZIL 1,Flamengo,Mirassol,35983136,Lay_Draw,7.6,1.23,16.5,2.66,2.46,0,gap-retro,1,0.95,2x0,GREEN
2026-09-02,ISRAEL 1,Hapoel Be'er Sheva,Hapoel Haifa,36021374,Lay_Away,8.6,1.44,7.0,2.72,2.36,1,2026-09-02T23:23:24,,,,PENDENTE
2026-09-02,BOSNIA 1,Borac Banja Luka,Zeljeznicar,36020433,Lay_Away,15.0,1.31,12.0,2.06,2.94,1,2026-09-02T23:23:24,,,,PENDENTE
2026-09-02,SCOTLAND 1,Celtic,Aberdeen,36004311,Lay_Away,14.0,1.26,13.5,3.2,2.12,1,2026-09-02T23:23:24,,,,PENDENTE
2026-09-03,TURKEY 2,Bursaspor,Istanbulspor,36000046,Lay_Away,9.6,1.4,8.6,2.52,2.6,1,2026-09-03T10:30:05,,,,PENDENTE
2026-09-03,TURKEY 2,Bursaspor,Istanbulspor,36000046,Lay_Draw,5.9,1.4,8.6,2.52,2.6,1,2026-09-03T10:30:05,,,,PENDENTE
2026-09-03,SAUDI ARABIA 1,Al Draih,Al-Quadisiya (KSA),36020509,Lay_Home,6.6,5.8,1.52,2.64,2.28,0,2026-09-03T10:30:05,,,,PENDENTE
2026-09-03,COLOMBIA 1,America de Cali S.A,Alianza FC Valledupar,36013507,Lay_Away,13.0,1.41,10.0,1.84,3.6,1,2026-09-03T10:30:05,,,,PENDENTE
