Data,Metodo,Home,Away,Odd,placar_gravado,placar_verificado,fonte,resultado_gravado,resultado_verificado,pnl_gravado,pnl_verificado,placar_bate,resultado_bate
2026-08-26,Lay Draw (Fav <= 1.40),Newcastle,West Brom,6.0,?,3-2,betfair:exato,GREEN,GREEN,0.19,0.19,,True
2026-08-26,Lay Draw (Fav <= 1.40),Tottenham,Charlton,7.0,?,5-1,betfair:exato,GREEN,GREEN,0.1583,0.15833333333333333,,True
2026-08-26,Lay Draw (Fav <= 1.40),Real Madrid,Real Sociedad,6.8,?,4-1,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,,True
2026-08-26,Lay Draw (Fav <= 1.40),Real Potosi,Real Tomayapo,5.9,?,0-1,betfair:fuzzy0.90,GREEN,GREEN,0.1939,0.19387755102040813,,True
2026-08-26,Lay Draw (Fav <= 1.40),CA Colegiales,FC Midland,6.6,nan,,,PENDENTE,SEM_PLACAR,,,,
2026-08-26,Lay Draw (Fav <= 1.40),Blooming Santa Cruz,CDT Real Oruro,7.2,?,,,RED,SEM_PLACAR,-1.0,,,
2026-08-26,Lay Draw (Fav <= 1.40),River Plate,Santa Fe,5.2,?,1-1,b365:fuzzy0.85,RED,RED,-1.0,-1.0,,True
2026-08-26,Lay Home / DC X2 (Fav Visitante <= 1.65),Preston,Everton,7.2,0x4,0-4,betfair:exato,GREEN,GREEN,0.1532,0.15322580645161288,True,True
2026-08-26,Lay Over 4.5 FT (Under Pesado),Patronato,CA Atlanta,19.5,2x0,2-0,betfair:fuzzy0.83,GREEN,GREEN,0.0514,0.05135135135135135,True,True
2026-08-27,Lay Draw (Fav <= 1.40),Freiburg,Motherwell,9.2,?,4-1,b365:fuzzy0.86,GREEN,GREEN,0.1159,0.11585365853658537,,True
2026-08-27,Lay Draw (Fav <= 1.40),FC Copenhagen,FC Inter Turku,6.4,?,4-1,b365:fuzzy0.84,GREEN,GREEN,0.1759,0.1759259259259259,,True
2026-08-27,Lay Draw (Fav <= 1.40),Pafos FC,Dinamo Tirana,6.2,?,,,GREEN,SEM_PLACAR,0.1827,,,
2026-08-27,Lay Draw (Fav <= 1.40),FK Kauno Zalgiris,Besiktas,5.4,1x0,1-0,b365:fuzzy0.84,GREEN,GREEN,0.2159,0.21590909090909088,True,True
2026-08-27,Lay Draw (Fav <= 1.40),Red Bull Salzburg,Mjallby,7.6,?,,,GREEN,SEM_PLACAR,0.1439,,,
2026-08-27,Lay Draw (Fav <= 1.40),Ajax,Sion,6.6,?,,,GREEN,SEM_PLACAR,0.1696,,,
2026-08-27,Lay Draw (Fav <= 1.40),Chelsea,Luton,10.0,2x0,2-0,betfair:exato,GREEN,GREEN,0.1056,0.10555555555555556,True,True
2026-08-27,Lay Draw (Fav <= 1.40),Brighton,Tromso,7.6,?,4-0,b365:fuzzy0.82,GREEN,GREEN,0.1439,0.14393939393939395,,True
2026-08-27,Lay Draw (Fav <= 1.40),Anderlecht,Kairat Almaty,5.6,?,3-0,b365:fuzzy0.88,GREEN,GREEN,0.2065,0.20652173913043478,,True
2026-08-27,Lay Draw (Fav <= 1.40),Always Ready,Aurora,7.2,?,2-2,betfair:exato,RED,RED,-1.0,-1.0,,True
2026-08-27,Lay Draw (Fav <= 1.40),Fulham,AFC Wimbledon,7.8,?,3-0,betfair:exato,GREEN,GREEN,0.1397,0.13970588235294118,,True
2026-08-27,Lay Draw (Fav <= 1.40),Barcelona,Athletic Bilbao,7.8,?,2-0,betfair:fuzzy0.89,GREEN,GREEN,0.1397,0.13970588235294118,,True
2026-08-27,Lay Home / DC X2 (Fav Visitante <= 1.65),FK Kauno Zalgiris,Besiktas,10.0,1x0,1-0,b365:fuzzy0.84,RED,RED,-1.0,-1.0,True,True
2026-08-27,Lay Home / DC X2 (Fav Visitante <= 1.65),Hapoel Tel Aviv,Atalanta,7.6,0x1,0-1,b365:fuzzy0.87,GREEN,GREEN,0.1439,0.14393939393939395,True,True
2026-08-27,Lay Home / DC X2 (Fav Visitante <= 1.65),AGF,Benfica,8.0,1x3,,,GREEN,SEM_PLACAR,0.1357,,,
2026-08-27,Lay Home / DC X2 (Fav Visitante <= 1.65),Resistencia SC,Cerro Porteno,10.0,0x1,,,GREEN,SEM_PLACAR,0.1056,,,
2026-08-27,Lay Over 4.5 FT (Under Pesado),CA Platense,Instituto,18.0,1x1,,,GREEN,SEM_PLACAR,0.0559,,,
2026-08-28,Lay Draw (Fav <= 1.40),Al-Khaleej Saihat,Al-Hilal,6.6,1x5,1-5,betfair:fuzzy0.88,GREEN,GREEN,0.1696,0.16964285714285715,True,True
2026-08-28,Lay Draw (Fav <= 1.40),Al Nassr,Al-Taawoun Buraidah,6.8,?,2-1,betfair:fuzzy0.82,GREEN,GREEN,0.1638,0.16379310344827586,,True
2026-08-28,Lay Draw (Fav <= 1.40),Bayern Munich,Stuttgart,8.4,?,5-1,betfair:exato,GREEN,GREEN,0.1284,0.12837837837837837,,True
2026-08-28,Lay Draw (Fav <= 1.40),Cork City,Wexford F.C,6.6,?,2-0,betfair:fuzzy0.94,GREEN,GREEN,0.1696,0.16964285714285715,,True
2026-08-28,Lay Draw (Fav <= 1.40),UCD,Finn Harps,8.0,?,,,GREEN,SEM_PLACAR,0.1357,,,
2026-08-28,Lay Draw (Fav <= 1.40),Bohemians,Sligo Rovers,6.8,?,3-0,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,,True
2026-08-28,Lay Draw (Fav <= 1.40),St Patricks,Waterford,5.7,?,0-2,betfair:exato,GREEN,GREEN,0.2021,0.20212765957446807,,True
2026-08-28,Lay Draw (Fav <= 1.40),Holywell Town,Caernarfon Town,8.6,3x5,3-5,b365:fuzzy0.82,GREEN,GREEN,0.125,0.125,True,True
2026-08-28,Lay Draw (Fav <= 1.40),The New Saints,Colwyn Bay,7.0,?,,,GREEN,SEM_PLACAR,0.1583,,,
2026-08-28,Lay Draw (Fav <= 1.40),Fylkir,Grotta,6.8,?,3-1,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,,True
2026-08-28,Lay Draw (Fav <= 1.40),Rio Ave,Sporting Lisbon,5.8,0x4,0-4,betfair:fuzzy0.83,GREEN,GREEN,0.1979,0.19791666666666666,True,True
2026-08-28,Lay Home / DC X2 (Fav Visitante <= 1.65),Ansan Greeners FC,Daegu Fc,8.2,1x2,1-2,b365:fuzzy0.88,GREEN,GREEN,0.1319,0.13194444444444445,True,True
2026-08-28,Lay Home / DC X2 (Fav Visitante <= 1.65),Al-Anwar Club,Al-Ula FC,6.8,0x1,0-1,b365:fuzzy0.81,GREEN,GREEN,0.1638,0.16379310344827586,True,True
2026-08-28,Lay Over 4.5 FT (Under Pesado),Al Ittihad (EGY),Ceramica Cleopatra,20.0,1x3,1-3,betfair:fuzzy0.93,GREEN,GREEN,0.05,0.049999999999999996,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Bihor Oradea,CSL Stefanestii de Jos,7.0,2x0,,,GREEN,SEM_PLACAR,0.1583,,,
2026-08-29,Lay Draw (Fav <= 1.40),Chengdu Rongcheng,Liaoning Tieren FC,6.2,2x1,2-1,b365:fuzzy0.97,GREEN,GREEN,0.1827,0.18269230769230768,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Afturelding,IF Vestri,9.8,1x0,2-0,b365:fuzzy0.93,GREEN,GREEN,0.108,0.10795454545454544,False,True
2026-08-29,Lay Draw (Fav <= 1.40),Partick,Queens Park,5.9,0x0,0-0,betfair:fuzzy0.83,RED,RED,-1.0,-1.0,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Celtic,Falkirk,7.0,3x1,2-1,betfair:exato,GREEN,GREEN,0.1583,0.15833333333333333,False,True
2026-08-29,Lay Draw (Fav <= 1.40),AZ Alkmaar,Go Ahead Eagles,6.0,5x2,5-2,betfair:fuzzy0.88,GREEN,GREEN,0.19,0.19,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Academico de Viseu,Porto,6.4,0x3,0-3,b365:fuzzy0.88,GREEN,GREEN,0.1759,0.1759259259259259,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Galatasaray,Goztepe,6.4,3x1,3-2,betfair:exato,GREEN,GREEN,0.1759,0.1759259259259259,False,True
2026-08-29,Lay Draw (Fav <= 1.40),Juventus,Parma,6.8,2x0,2-0,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,True,True
2026-08-29,Lay Draw (Fav <= 1.40),Varazdin,Rudes,6.8,1x0,2-0,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,False,True
2026-08-29,Lay Draw (Fav <= 1.40),Real Cartagena,Tigres FC Zipaquira,6.8,1x0,,,GREEN,SEM_PLACAR,0.1638,,,
2026-08-29,Lay Draw (Fav <= 1.40),Alianza Lima,Deportivo Garcilaso,5.5,3x4,0-1,betfair:exato,GREEN,GREEN,0.2111,0.2111111111111111,False,True
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),Nagasaki,FC Tokyo,6.2,0x1,0-3,b365:fuzzy0.86,GREEN,GREEN,0.1827,0.18269230769230768,False,True
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),Elversberg,Leverkusen,5.8,1x2,3-2,betfair:fuzzy0.90,GREEN,RED,0.1979,-1.0,False,False
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),Al-Kholood Club,Al Ahli,9.0,0x1,3-1,betfair:fuzzy0.84,GREEN,RED,0.1188,-1.0,False,False
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),NK Istra,Dinamo Zagreb,8.0,0x2,,,GREEN,SEM_PLACAR,0.1357,,,
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),Hapoel Ramat Gan,Hapoel Be'er Sheva,8.4,0x2,1-2,b365:fuzzy0.84,GREEN,GREEN,0.1284,0.12837837837837837,False,True
2026-08-29,Lay Home / DC X2 (Fav Visitante <= 1.65),Kansas City,Vancouver Whitecaps,7.6,1x1,0-3,betfair:fuzzy0.86,GREEN,GREEN,0.1439,0.14393939393939395,False,True
2026-08-29,Lay Over 4.5 FT (Under Pesado),Tokushima,Oita,18.0,1x0,,,GREEN,SEM_PLACAR,0.0559,,,
2026-08-29,Lay Over 4.5 FT (Under Pesado),Arsenal CL,FC Sellier,10.5,2x1,,,GREEN,SEM_PLACAR,0.1,,,
2026-08-29,Lay Over 4.5 FT (Under Pesado),Atl Tucuman,Belgrano,18.5,0x0,0-0,betfair:exato,GREEN,GREEN,0.0543,0.054285714285714284,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Guangdong GZ-Power FC,Changchun Yatai,6.0,2x1,3-0,b365:fuzzy0.97,GREEN,GREEN,0.19,0.19,False,True
2026-08-30,Lay Draw (Fav <= 1.40),Feyenoord,ADO Den Haag,9.2,2x2,2-2,betfair:fuzzy0.91,RED,RED,-1.0,-1.0,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Bodo Glimt,Rosenborg,6.8,4x1,4-2,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,False,True
2026-08-30,Lay Draw (Fav <= 1.40),Plzen,Slovacko,6.0,2x0,1-1,betfair:exato,GREEN,RED,0.19,-1.0,False,False
2026-08-30,Lay Draw (Fav <= 1.40),Viking,Aalesunds,6.8,0x1,2-1,b365:fuzzy0.97,GREEN,GREEN,0.1638,0.16379310344827586,False,True
2026-08-30,Lay Draw (Fav <= 1.40),Slovan Bratislava,Zemplin,7.0,3x0,,,GREEN,SEM_PLACAR,0.1583,,,
2026-08-30,Lay Draw (Fav <= 1.40),Man Utd,Ipswich,5.8,5x2,5-2,betfair:fuzzy0.82,GREEN,GREEN,0.1979,0.19791666666666666,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Red Bull Salzburg,Austria Wien,5.9,4x1,,,GREEN,SEM_PLACAR,0.1939,,,
2026-08-30,Lay Draw (Fav <= 1.40),Karmiotissa Polemidion,Pafos FC,6.6,0x3,,,GREEN,SEM_PLACAR,0.1696,,,
2026-08-30,Lay Draw (Fav <= 1.40),Cambuur Leeuwarden,FC Twente,6.6,1x4,,,GREEN,SEM_PLACAR,0.1696,,,
2026-08-30,Lay Draw (Fav <= 1.40),Kifisia,AEK Athens,5.7,1x1,1-1,b365:exato,RED,RED,-1.0,-1.0,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Al-Quadisiya (KSA),Al Faisaly ( KSA ),9.8,2x0,,,GREEN,SEM_PLACAR,0.108,,,
2026-08-30,Lay Draw (Fav <= 1.40),Radnik Bijeljina,Borac Banja Luka,6.4,2x2,2-2,betfair:exato,RED,RED,-1.0,-1.0,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Flamengo,Botafogo FR,5.8,3x0,3-0,betfair:fuzzy0.89,GREEN,GREEN,0.1979,0.19791666666666666,True,True
2026-08-30,Lay Draw (Fav <= 1.40),America MG,Ponte Preta,9.2,2x0,2-0,betfair:exato,GREEN,GREEN,0.1159,0.11585365853658537,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Carabobo FC,Zamora FC,5.6,0x0,0-0,betfair:fuzzy0.87,RED,RED,-1.0,-1.0,True,True
2026-08-30,Lay Draw (Fav <= 1.40),Toluca,FC Juarez,6.6,2x0,4-0,betfair:fuzzy0.93,GREEN,GREEN,0.1696,0.16964285714285715,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),FC Utrecht,PSV,5.8,1x2,1-6,betfair:fuzzy0.94,GREEN,GREEN,0.1979,0.19791666666666666,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Gwangju FC,FC Seoul,8.0,0x1,2-5,betfair:fuzzy0.92,GREEN,GREEN,0.1357,0.1357142857142857,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Nomme Kalju,Fci Tallinn,7.4,1x1,,,GREEN,SEM_PLACAR,0.1484,,,
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Silkeborg,Midtjylland,6.8,1x1,1-1,betfair:exato,GREEN,GREEN,0.1638,0.16379310344827586,True,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),AIK,Hammarby,6.8,0x0,3-2,betfair:exato,GREEN,RED,0.1638,-1.0,False,False
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),SC Telstar,Ajax,6.4,0x2,0-4,betfair:fuzzy0.94,GREEN,GREEN,0.1759,0.1759259259259259,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Hodd,Stabaek,5.7,1x2,2-1,betfair:exato,GREEN,RED,0.2021,-1.0,False,False
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Sogndal,Stromsgodset,5.2,1x1,2-3,betfair:exato,GREEN,GREEN,0.2262,0.22619047619047616,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Botev Plovdiv,PFC Levski Sofia,6.8,0x1,1-3,betfair:fuzzy0.94,GREEN,GREEN,0.1638,0.16379310344827586,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Spartak Varna,Ludogorets,7.0,1x1,1-1,betfair:exato,GREEN,GREEN,0.1583,0.15833333333333333,True,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Atromitos,PAOK,6.2,1x2,1-2,betfair:exato,GREEN,GREEN,0.1827,0.18269230769230768,True,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Banfield,River Plate,7.6,2x3,2-3,betfair:exato,GREEN,GREEN,0.1439,0.14393939393939395,True,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Asteras Tripolis,Olympiakos,9.4,0x2,0-1,betfair:fuzzy0.83,GREEN,GREEN,0.1131,0.11309523809523808,False,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Nafta Lendava,NK Maribor,8.0,0x1,,,GREEN,SEM_PLACAR,0.1357,,,
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Samsunspor,Fenerbahce,6.6,0x2,0-2,betfair:exato,GREEN,GREEN,0.1696,0.16964285714285715,True,True
2026-08-30,Lay Home / DC X2 (Fav Visitante <= 1.65),Cagliari,Inter,9.6,0x1,0-1,betfair:exato,GREEN,GREEN,0.1105,0.11046511627906977,True,True
2026-08-31,Lay Draw (Fav <= 1.40),Omonia,Omonia FC Aradippou,9.0,?,0-0,betfair:fuzzy0.97,RED,RED,-1.0,-1.0,,True
2026-08-31,Lay Draw (Fav <= 1.40),FC Copenhagen,SonderjyskE,6.0,?,3-1,betfair:exato,GREEN,GREEN,0.19,0.19,,True
2026-08-31,Lay Draw (Fav <= 1.40),Puerto Cabello,Academia Anzoategui FC,5.5,?,3-0,betfair:fuzzy0.88,GREEN,GREEN,0.2111,0.2111111111111111,,True
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Flint Town United,Connahs Quay,6.0,?,,,GREEN,SEM_PLACAR,0.19,,,
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Asyut Petroleum,National Bank,7.8,?,0-1,betfair:fuzzy0.91,GREEN,GREEN,0.1397,0.13970588235294118,,True
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Worthing,Boreham Wood,7.0,?,2-3,betfair:exato,GREEN,GREEN,0.1583,0.15833333333333333,,True
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Levadiakos,Panathinaikos,6.6,?,0-2,betfair:exato,GREEN,GREEN,0.1696,0.16964285714285715,,True
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Lecce,Roma,8.4,?,0-4,betfair:fuzzy0.90,GREEN,GREEN,0.1284,0.12837837837837837,,True
2026-08-31,Lay Home / DC X2 (Fav Visitante <= 1.65),Aston Villa,Arsenal,7.2,?,0-1,betfair:exato,GREEN,GREEN,0.1532,0.15322580645161288,,True
2026-08-31,Lay Over 4.5 FT (Under Pesado),Los Andes,Acassuso,18.5,?,0-0,betfair:exato,GREEN,GREEN,0.0543,0.054285714285714284,,True
2026-09-01,Lay Draw (Fav <= 1.40),Kruger United FC,Orlando Pirates (SA),5.2,?,0-4,b365:fuzzy0.93,GREEN,GREEN,0.2262,0.22619047619047616,,True
2026-09-01,Lay Draw (Fav <= 1.40),Zrinjski,FK BSK Banja Luka,8.8,?,3-1,b365:fuzzy0.96,GREEN,GREEN,0.1218,0.12179487179487178,,True
2026-09-01,Lay Home / DC X2 (Fav Visitante <= 1.65),Boluspor,Keciorengucu,7.4,?,0-2,betfair:exato,GREEN,GREEN,0.1484,0.14843749999999997,,True
