Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Odd_Base,Odd_Real_Pega,1/0,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,PnL_Linha,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Profile_Mode,Mult_Metodo,Mult_Odd_Band,Mult_Intradia,Stake_Final_Aplicada
2026-04-24,00:00,FRANCE 3,Le Puy x Versailles 78 FC,Lay_CS_0x1_B365,13.0,13.0,1.0,13.0,1.0,13.0,,2026-04-24,EXECUTED,,37.33298325883277,-213.66578905931513,500.0,763.3025167315167,-213.66578905931513,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,479.1398920919714
2026-04-24,00:00,NETHERLANDS 2,Den Bosch x ADO Den Haag,Lay_CS_0x1_B365,12.5,12.5,1.0,12.5,1.0,12.5,,2026-04-24,EXECUTED,,40.95947678913209,-172.70631227018305,500.0,804.2619935206487,-172.70631227018305,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,503.7796610428011
2026-04-24,00:00,NETHERLANDS 2,RKC Waalwijk x Jong PSV Eindhoven,Lay_CS_0x1_B365,38.0,20.0,1.0,38.0,1.0,38.0,,2026-04-24,EXECUTED,,13.41378584328628,-159.29252642689676,500.0,817.675779363935,-159.29252642689676,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,530.8129157236282
2026-04-25,00:00,GERMANY 2,Preussen Munster x Arminia Bielefeld,Lay_CS_0x1_B365,12.5,12.5,1.0,12.5,1.0,12.5,,2026-04-25,EXECUTED,,43.877193343085594,-115.41533308381116,500.0,861.5529727070207,-115.41533308381116,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,539.6660143801971
2026-04-25,00:00,SCOTLAND 2,Airdrieonians x Ayr,Lay_CS_0x1_B365,12.5,12.5,1.0,12.5,1.0,12.5,,2026-04-25,EXECUTED,,46.23168169195673,-69.18365139185443,500.0,907.7846543989774,-69.18365139185443,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,568.6249619866336
2026-04-25,00:00,ITALY 1,Bologna x Roma,Lay_CS_0x1_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-25,EXECUTED,,77.02666265657123,7.843011264716807,500.0,984.8113170555487,7.843011264716807,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,659.0516590936576
2026-04-25,00:00,SWITZERLAND 1,Grasshoppers Zurich x Luzern,Lay_CS_0x1_B365,26.0,26.0,1.0,26.0,1.0,26.0,,2026-04-25,EXECUTED,,24.309082550199165,32.15209381491597,500.0,500.0,32.15209381491597,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,649.9754692566621
2026-04-25,00:00,SLOVAKIA 1,KFC Komarno x MFk Skalica,Lay_CS_0x1_B365,17.5,17.5,1.0,17.5,1.0,17.5,,2026-04-25,EXECUTED,,18.700000000000003,50.852093814915975,500.0,518.7,50.852093814915975,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,330.0
2026-04-25,00:00,SLOVAKIA 1,Zemplin x Podbrezova,Lay_CS_0x1_B365,18.0,18.0,1.0,18.0,1.0,18.0,,2026-04-25,EXECUTED,,18.82881,69.68090381491598,500.0,537.52881,69.68090381491598,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,342.34200000000004
2026-04-25,00:00,SPAIN 2,Burgos x Deportivo,Lay_CS_0x1_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-25,EXECUTED,,45.60999143951251,115.29089525442849,500.0,583.1388014395126,115.29089525442849,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,390.24591606000007
2026-04-25,00:00,SWITZERLAND 1,Thun x Lugano,Lay_CS_0x1_B365,20.0,20.0,0.0,20.0,0.0,20.0,,2026-04-25,EXECUTED,,-384.87160895007827,-269.58071369564976,500.0,500.0,-269.58071369564976,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,384.87160895007827
2026-04-25,00:00,ITALY 1,Verona x Lecce,Lay_CS_0x1_B365,8.6,8.6,1.0,8.6,1.0,8.6,,2026-04-25,EXECUTED,,44.65855263157896,-224.9221610640708,500.0,544.6585526315789,-224.9221610640708,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,363.00000000000006
2026-04-25,00:00,SPAIN 2,Burgos x Deportivo,Lay_CS_1x0_B365,8.2,8.2,1.0,8.2,1.0,8.2,,2026-04-25,EXECUTED,,42.01359910361843,-182.90856196045235,500.0,586.6721517351973,-182.90856196045235,0.6,Fase_3_Bloqueada_60pct,moderado,0.9,1.1,1.0,323.5271802631579
