runner,lado,fav,gols,lado_fav,corte,N_rec,perdas_rec,ROI_rec,IC_lo,IC_hi,p_ic,dias,N_antes,ROI_antes,P_perm,odd_med,aprovado,BH_ic,BH_perm,fam
CS_3x2,back,fav1.40-1.80,Todos,Todos,Todos,517,491,18.900386847195357,-16.92217499796715,61.362560063659785,0.1605,36,1627,-39.89459127228027,0.0025,25.0,False,False,False,CS
Under15_HT,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,84,27,8.367857142857142,-8.734469173299821,24.99780325052852,0.1605,33,415,-1.7566265060240966,0.1675,1.6,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,Todos,fav casa,TOP 3,105,5,2.4748346947626443,-3.208364042240823,6.669838908324624,0.161,36,598,-3.953486181780145,0.02,13.0,False,False,False,CS
Under25_FT,lay,fav1.40-1.80,U25>2.20,Todos,Todos,333,107,3.6488689086512407,-3.9486604564241667,11.116585915811768,0.1615,33,1245,-3.3908557268683435,0.0575,2.74,False,False,False,nao-CS
Under15_HT,back,Todos,U25 1.60-2.20,Todos,TOP 3,104,22,5.327403846153849,-5.240595990566035,14.725920138888887,0.162,36,603,-5.988888888888887,0.0425,1.35,False,False,False,nao-CS
CS_2x1,lay,Todos,Todos,fav casa,TOP 3,106,8,2.3969907319629895,-2.8498081824246806,6.766072108221103,0.162,36,622,-3.739137675539416,0.055,9.6,False,False,False,CS
Over45_FT,back,fav<=1.40,U25>2.20,Todos,Todos,165,111,13.71333333333333,-12.421901128069017,36.36076066979782,0.1625,29,703,-15.431081081081082,0.01,3.85,False,False,False,nao-CS
CS_3x2,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,73,1,1.422373183386181,-1.7090542805029485,2.8797513197748255,0.1625,28,366,-1.0869181876101375,0.2325,34.0,False,False,False,CS
CS_1x1,lay,fav>1.80,U25>2.20,fav casa,TOP 3,88,7,2.8316214844606558,-2.842432590698183,8.199228367362313,0.163,35,394,-7.621687048926169,0.005,8.8,False,False,False,CS
CS_0x1,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,5,2.441440812706604,-3.080894219113669,6.845091642936277,0.1635,31,469,-2.3925292648203818,0.095,16.25,False,False,False,CS
Under15_HT,lay,Todos,U25>2.20,fav casa,Todos,694,371,3.8401627583151132,-3.862651629675118,11.1643459290143,0.164,35,2376,-5.15268802263676,0.0475,1.73,False,False,False,nao-CS
Under25_FT,lay,Todos,U25<=1.60,fav casa,Todos,207,128,9.622257506105024,-9.308272968917857,26.858164577732595,0.1645,33,1141,-4.617724997975071,0.0875,1.53,False,False,False,nao-CS
Over05_HT,back,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,19,6.265476190476191,-5.370728802447553,17.208175064599455,0.1645,31,478,-1.5234309623430975,0.15,1.37,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,56,4,3.031223545590037,-4.071720766905241,8.974292169422442,0.165,19,107,-3.5331123228577925,0.1425,9.5,False,False,False,CS
CS_1x0,lay,Todos,U25<=1.60,fav fora,Todos,61,4,3.6172583803415335,-4.820977369698723,9.256366220525377,0.1655,24,377,-3.0379092097672804,0.0575,9.6,False,False,False,CS
BTTS_No,lay,fav>1.80,U25>2.20,fav fora,TOP 3,80,25,7.428127523025305,-7.905441026888734,22.350926730082126,0.1665,30,326,-2.450508655534118,0.125,2.6,False,False,False,nao-CS
CS_3x0,back,Todos,U25>2.20,Todos,TOP 3,100,86,42.25,-32.74077540106951,135.8323177538341,0.1665,35,478,-30.88912133891213,0.0175,9.0,False,False,False,CS
CS_2x0,back,fav<=1.40,U25>2.20,Todos,TOP 3,71,57,38.936619718309856,-27.90826074870274,123.18676409618574,0.167,29,377,-10.018567639257299,0.1175,7.6,False,False,False,CS
CS_2x2,lay,Todos,U25>2.20,fav fora,Todos,309,14,1.3403306568740865,-1.5706676705691918,4.010387940846254,0.1675,30,1058,0.05722213806771323,0.2025,16.0,False,False,False,CS
Under25_FT,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,38,13.858251198518623,-11.712839034348685,40.01694251815827,0.1675,30,449,2.0255907233041306,0.17,1.82,False,False,False,nao-CS
CS_1x3,lay,Todos,Todos,Todos,TOP 3,103,4,1.914470854212013,-2.2435662265177276,5.228604686024521,0.168,36,588,2.5383003497784746,0.66,15.5,False,False,False,CS
X2,back,Todos,U25>2.20,Todos,TOP 3,100,34,8.103999999999997,-8.13278291868932,24.20301212121212,0.168,35,530,-0.7861320754717013,0.2325,1.58,False,False,False,nao-CS
Over25_FT,back,Todos,U25>2.20,Todos,TOP 3,100,23,5.480999999999999,-5.669004854368934,16.365464472917875,0.1685,35,557,-7.036355475763018,0.0325,1.37,False,False,False,nao-CS
Under05_HT,back,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,59,10.340499999999999,-9.420990721649483,30.91529105392155,0.169,35,581,-0.7473321858864038,0.2025,2.72,False,False,False,nao-CS
Under15_HT,lay,fav1.40-1.80,Todos,fav casa,Todos,481,281,6.358329660234982,-7.401917007427025,18.363547308750533,0.1695,35,1980,-3.8675151490147774,0.0475,1.61,False,False,False,nao-CS
CS_Goleada_H,lay,Todos,U25>2.20,Todos,TOP 3,91,5,2.3690433688733004,-2.6462318716851714,6.650214149061116,0.1695,33,442,-1.2394571015409805,0.12,11.5,False,False,False,CS
CS_0x3,lay,fav>1.80,U25>2.20,fav fora,Todos,179,4,1.1202448988342983,-1.4524188860817875,2.952013309495388,0.1695,30,232,-1.610936469427575,0.0375,30.0,False,False,False,CS
CS_1x1,lay,fav1.40-1.80,Todos,fav fora,Todos,145,10,2.1550408390761135,-2.1341613930914916,7.270161047948366,0.17,26,249,-1.7524779331044373,0.1125,10.5,False,False,False,CS
Over15_HT,back,fav>1.80,U25>2.20,fav casa,Todos,312,170,5.658173076923076,-6.220976640769424,17.870916825625144,0.1705,35,945,-4.3426984126984145,0.07,2.46,False,False,False,nao-CS
CS_1x2,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,84,75,69.61309523809524,-46.52949297188756,221.65066964285705,0.171,33,410,13.749999999999996,0.13,17.25,False,False,False,CS
Over25_FT,back,Todos,U25<=1.60,Todos,TOP 3,91,52,13.731318681318678,-14.872605412679427,41.320924305144864,0.171,34,480,4.383645833333332,0.2475,2.68,False,False,False,nao-CS
Under45_FT,lay,fav1.40-1.80,Todos,Todos,TOP 3,77,53,13.823873915110548,-13.404011823111167,42.5927997647553,0.1715,31,321,-15.820904725305343,0.0925,1.32,False,False,False,nao-CS
Over35_FT,back,Todos,U25 1.60-2.20,Todos,TOP 3,104,65,14.002403846153843,-13.508541666666671,42.99761497641507,0.172,36,605,-15.160578512396697,0.015,3.05,False,False,False,nao-CS
CS_3x2,back,fav1.40-1.80,Todos,fav casa,Todos,463,439,20.845572354211654,-19.728596580885444,67.80809026409138,0.1735,35,1114,-28.89003590664273,0.0275,25.0,False,False,False,CS
CS_1x1,lay,fav1.40-1.80,Todos,Todos,Todos,631,51,1.0239422663664068,-1.1094460659047247,3.1023373424858995,0.174,36,2163,-0.8313428269018122,0.13,10.5,False,False,False,CS
Under15_HT,lay,fav<=1.40,Todos,Todos,TOP 3,81,42,14.95911412816619,-17.698787421760777,46.038005460983975,0.1745,30,429,-10.723374816533592,0.05,1.66,False,False,False,nao-CS
X2,lay,Todos,U25<=1.60,Todos,Todos,211,108,7.030081295860331,-5.470014773585358,23.5239164981403,0.175,33,1210,-6.441977535959101,0.0675,1.75,False,False,False,nao-CS
CS_2x0,lay,fav>1.80,Todos,fav fora,TOP 3,96,3,1.4548777089331282,-2.293658039156236,4.625039840041225,0.1755,36,524,4.778759295505534,0.8725,20.0,False,False,False,CS
CS_2x0,lay,Todos,Todos,fav fora,TOP 3,96,3,1.4548777089331282,-2.293658039156236,4.625039840041225,0.1755,36,532,4.998233367910832,0.895,20.0,False,False,False,CS
CS_0x1,lay,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,7,2.8649802606676538,-3.980768192034839,8.920041138879315,0.176,33,477,-1.4792145407462074,0.155,8.6,False,False,False,CS
CS_0x2,back,Todos,U25>2.20,fav fora,TOP 3,85,73,29.794117647058822,-29.02698105081826,99.66622847919652,0.1765,30,429,12.973193473193467,0.315,10.5,False,False,False,CS
CS_3x2,lay,fav>1.80,U25 1.60-2.20,fav casa,Todos,222,4,0.8238072857620105,-1.0154226041316559,2.243120919373869,0.177,28,727,-0.24845930265688276,0.285,36.0,False,False,False,CS
A,back,Todos,Todos,Todos,TOP 3,108,42,8.004166666666663,-9.285844907407409,24.504525462962953,0.1775,36,623,-2.056019261637241,0.14,1.72,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,U25>2.20,Todos,TOP 3,89,5,2.3106931243276616,-2.7699715338529742,6.729743420743086,0.1775,33,412,-1.10954870708521,0.1275,11.5,False,False,False,CS
Under35_FT,lay,fav>1.80,U25>2.20,Todos,TOP 3,96,56,11.630184894141378,-12.383009430600302,36.127293512641415,0.1775,35,448,0.9881868508323057,0.2325,1.53,False,False,False,nao-CS
CS_2x3,back,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,51,48,77.2549019607843,-100.0,280.640197568389,0.178,19,143,-52.86013986013987,0.0975,30.0,False,False,False,CS
Over15_HT,back,Todos,U25>2.20,fav casa,Todos,695,372,3.711294964028775,-3.8929077553114353,11.111850672147895,0.178,35,2365,-5.123551797040172,0.035,2.38,False,False,False,nao-CS
CS_1x0,lay,fav>1.80,U25<=1.60,fav fora,Todos,59,4,3.544085373947501,-5.312293237550105,9.47172805179053,0.178,23,356,-3.5595789782245353,0.05,9.6,False,False,False,CS
A,back,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,60,13.796874999999996,-16.470463917525777,43.92325757575756,0.178,33,549,-14.369216757741354,0.0375,2.98,False,False,False,nao-CS
CS_2x0,back,Todos,U25 1.60-2.20,fav casa,TOP 3,99,80,35.974747474747474,-30.27723814486712,118.921535204991,0.178,34,588,-40.676020408163275,0.0,7.2,False,False,True,CS
CS_2x0,lay,fav1.40-1.80,Todos,Todos,TOP 3,98,8,2.9167435204146406,-3.8934243910807194,8.591704460787785,0.1785,35,554,2.3865514140889963,0.4525,8.6,False,False,False,CS
CS_2x0,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,8,2.9167435204146406,-3.8934243910807194,8.591704460787785,0.1785,35,545,0.08061665242536803,0.2375,8.6,False,False,False,CS
CS_0x1,lay,fav1.40-1.80,Todos,fav casa,Todos,448,15,0.6917597896103218,-0.8784081812144864,2.069311479557763,0.1785,34,1745,-0.42121552006132246,0.155,24.0,False,False,False,CS
X2,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,59,16,8.852542372881352,-9.15169992997199,28.64021142547928,0.1785,23,229,-2.2351528384279495,0.1525,1.52,False,False,False,nao-CS
X2,back,Todos,U25 1.60-2.20,fav fora,Todos,59,16,8.852542372881352,-9.15169992997199,28.64021142547928,0.1785,23,235,-3.4031914893617046,0.105,1.52,False,False,False,nao-CS
CS_0x0,lay,fav<=1.40,U25>2.20,Todos,Todos,97,2,1.439281087146662,-1.9370936963376157,3.6435019348295996,0.179,27,385,-0.06101242976497689,0.2,28.0,False,False,False,CS
D,lay,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,16,3.901213305263729,-4.625386019959653,12.255055010767297,0.179,33,462,-0.8206968176059238,0.185,4.5,False,False,False,nao-CS
CS_1x1,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,70,3,2.2276247970760625,-3.2068519724499964,6.640323658204542,0.179,29,337,2.947519643475639,0.565,14.0,False,False,False,CS
Over05_HT,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,84,45,12.232857400748857,-12.424356951965166,38.655077032014944,0.18,33,424,-1.3774356327159982,0.1875,1.65,False,False,False,nao-CS
Under25_FT,lay,Todos,U25<=1.60,Todos,Todos,274,171,6.907340322311476,-9.307637711013527,20.980231449241174,0.18,34,1600,-2.901823557381269,0.1075,1.5350000000000001,False,False,False,nao-CS
D,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,17,4.660697345755613,-5.531404036583478,13.584827078798442,0.181,31,484,0.5809571854131923,0.235,4.0,False,False,False,nao-CS
CS_2x0,back,Todos,Todos,Todos,TOP 3,108,87,22.361111111111107,-24.408564814814817,72.61319444444443,0.181,36,623,-51.513643659711086,0.0,6.8,False,False,True,CS
CS_2x0,back,fav>1.80,U25<=1.60,fav casa,Todos,181,158,28.544198895027627,-26.400620620872306,94.67557103700307,0.183,33,891,-46.634118967452295,0.0,11.5,False,False,True,CS
CS_2x3,lay,Todos,U25 1.60-2.20,fav fora,Todos,126,2,1.0500882482449305,-2.1560416254138843,2.6943036018906987,0.1835,25,239,0.9381616388983943,0.3925,36.0,False,False,False,CS
CS_1x1,lay,Todos,Todos,Todos,TOP 3,108,12,2.6979731026762632,-3.6212581207911403,8.243513566771629,0.1845,36,623,1.4661441569571523,0.4275,7.0,False,False,False,CS
CS_1x1,lay,Todos,U25<=1.60,fav fora,Todos,61,6,3.651509531007356,-5.738016557823089,11.80721158776348,0.1845,24,328,-11.23395697803958,0.0,7.2,False,False,True,CS
X2,back,Todos,U25>2.20,fav fora,Todos,54,15,8.709259259259259,-9.545400943396228,26.751012931034474,0.1845,27,155,-7.322903225806451,0.1025,1.52,False,False,False,nao-CS
X2,back,fav>1.80,U25>2.20,fav fora,Todos,54,15,8.709259259259259,-9.545400943396228,26.751012931034474,0.1845,27,153,-7.131372549019607,0.1125,1.52,False,False,False,nao-CS
CS_1x1,back,Todos,Todos,fav fora,TOP 3,99,82,23.01515151515151,-22.400227506868138,73.77772177419351,0.185,36,568,14.998239436619713,0.46,6.4,False,False,False,CS
CS_2x1,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,80,4,2.844390486554092,-4.422737771088045,8.161387724180411,0.1855,33,406,-3.6900512105095435,0.06,12.5,False,False,False,CS
X2,back,Todos,U25 1.60-2.20,Todos,TOP 3,101,32,7.125742574257424,-7.95009900990099,22.29581331294893,0.1855,34,589,-3.879541595925298,0.0975,1.56,False,False,False,nao-CS
Under35_FT,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,27,8.126666666666665,-9.880841651542653,24.875639880952377,0.186,33,462,-0.20746753246753455,0.18,1.52,False,False,False,nao-CS
Under05_HT,back,Todos,U25<=1.60,fav fora,Todos,63,33,13.45555555555555,-18.17809877622378,40.010457851946896,0.187,26,413,-4.226029055690075,0.1275,2.5,False,False,False,nao-CS
CS_Goleada_A,back,Todos,Todos,fav fora,Todos,474,433,19.282700421940923,-20.17920939286496,59.946098244903276,0.187,35,2119,-14.771118452100051,0.025,15.5,False,False,False,CS
BTTS_No,back,fav<=1.40,U25>2.20,fav casa,TOP 3,70,27,8.114285714285712,-9.597137079831935,27.757867187499997,0.1875,29,344,2.4353197674418583,0.3225,1.82,False,False,False,nao-CS
Under15_HT,back,Todos,Todos,Todos,TOP 3,106,22,4.4830188679245335,-5.089801056953176,13.826921296296296,0.188,36,620,-5.677177419354836,0.05,1.32,False,False,False,nao-CS
Under25_FT,back,fav<=1.40,U25>2.20,fav casa,TOP 3,70,39,14.097142857142849,-13.736247553816053,44.260383657495225,0.1885,29,342,0.3776315789473661,0.255,2.64,False,False,False,nao-CS
H,lay,fav>1.80,U25>2.20,fav fora,TOP 3,80,22,6.237094969685309,-8.38712406270472,20.11205363461423,0.1885,30,326,-4.10327170589104,0.095,2.9699999999999998,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,Todos,fav fora,Todos,458,12,0.5619536190006017,-0.7146975443696527,2.0795524911432075,0.1885,35,1801,-0.35456875771741175,0.1625,32.0,False,False,False,CS
CS_0x1,lay,Todos,Todos,fav fora,Todos,746,60,0.8756216224044534,-1.1684971355078626,2.925501461085033,0.1885,36,3295,-0.6415848136358658,0.1,11.0,False,False,False,CS
CS_0x0,lay,fav>1.80,U25<=1.60,fav casa,Todos,178,18,2.336430865342822,-3.028216322221608,6.582502686276198,0.1885,33,905,-2.743433862469704,0.06,8.0,False,False,False,CS
Under15_HT,lay,fav<=1.40,Todos,fav casa,TOP 3,77,40,14.44870118800799,-18.964687925863515,46.02722332953831,0.189,30,381,-10.296269597296327,0.0425,1.66,False,False,False,nao-CS
Under35_FT,back,fav<=1.40,Todos,fav casa,TOP 3,77,24,7.966233766233762,-11.176118303571426,26.92543256072527,0.189,30,380,1.8843421052631562,0.3025,1.53,False,False,False,nao-CS
Under15_FT,back,fav1.40-1.80,U25>2.20,fav fora,Todos,44,33,26.477272727272723,-32.31205216844752,85.47066326530606,0.1895,21,232,-3.7342672413793117,0.1725,5.3,False,False,False,nao-CS
CS_2x2,lay,fav1.40-1.80,U25>2.20,fav fora,Todos,87,3,1.88711612607075,-3.2120273766219434,5.48005540327946,0.19,23,327,2.3192916135302464,0.6925,18.0,False,False,False,CS
CS_2x3,back,fav1.40-1.80,Todos,fav fora,Todos,139,130,49.65827338129495,-56.49021317829457,159.5377520505809,0.1905,26,377,-28.28779840848807,0.0625,24.0,False,False,False,CS
BTTS_Yes,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,217,101,5.198387096774191,-8.080812583556153,16.1021064309294,0.1905,30,1014,1.6627712031558166,0.335,2.02,False,False,False,nao-CS
BTTS_No,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,217,101,5.167023192576053,-8.160351503340184,16.087767185323624,0.191,30,1010,1.8137219860750504,0.295,1.98,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,Todos,Todos,TOP 3,106,6,1.9014866643040949,-2.3971209295605442,5.94362213203323,0.1915,36,611,0.6066547808632444,0.3125,12.0,False,False,False,CS
H,lay,Todos,U25 1.60-2.20,fav fora,TOP 3,86,22,6.785174647339434,-8.764959455071752,21.517984227628453,0.192,34,507,1.0346820169701607,0.185,3.05,False,False,False,nao-CS
Over45_FT,back,Todos,Todos,Todos,Todos,1140,851,6.155043859649116,-7.1448363472144605,19.187229635384558,0.192,35,4486,-16.308259028087388,0.0,4.7,False,False,True,nao-CS
Over35_FT,back,Todos,U25 1.60-2.20,fav fora,TOP 3,86,54,16.468023255813954,-18.980077252419953,52.41074763957304,0.192,34,509,-4.488506876227902,0.1425,3.2,False,False,False,nao-CS
A,back,Todos,U25>2.20,fav fora,TOP 3,85,32,8.902941176470588,-12.177218750000002,29.496924836601274,0.193,30,380,-2.1618421052631605,0.1475,1.72,False,False,False,nao-CS
CS_1x1,back,fav>1.80,U25>2.20,fav fora,Todos,202,174,21.23019801980198,-25.446536217792904,73.03603511235947,0.1935,30,608,73.28453947368419,0.9175,8.6,False,False,False,CS
Over15_HT,back,Todos,U25 1.60-2.20,fav fora,Todos,381,242,7.473622047244094,-9.13095812484807,24.304844829951794,0.194,34,1900,-3.5165789473684255,0.1025,3.05,False,False,False,nao-CS
BTTS_Yes,back,fav1.40-1.80,Todos,fav casa,Todos,483,207,3.79710144927536,-5.628773757463629,11.447607968091953,0.194,35,1967,-0.09334011184545266,0.215,1.84,False,False,False,nao-CS
CS_1x3,lay,fav>1.80,U25>2.20,Todos,TOP 3,92,3,1.5320088048435292,-2.4500926207485514,4.907373593276699,0.195,34,429,1.0727986250305577,0.5,19.5,False,False,False,CS
CS_3x1,lay,fav<=1.40,Todos,Todos,Todos,157,8,1.5669086761823097,-2.3677562114929067,4.862184271758026,0.1955,30,253,0.25467820217174775,0.2975,14.5,False,False,False,CS
CS_0x1,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,316,26,1.6081781320560176,-2.2934085621602858,4.929706147427244,0.1955,33,1527,0.061027748591251874,0.2425,10.0,False,False,False,CS
CS_3x1,lay,fav<=1.40,Todos,fav casa,Todos,157,8,1.5669086761823097,-2.3677562114929067,4.862184271758026,0.1955,30,197,-0.07161394784930647,0.2375,14.5,False,False,False,CS
X2,back,fav>1.80,U25>2.20,Todos,TOP 3,93,30,6.5182795698924725,-8.356259296338674,20.495305268261145,0.196,35,418,1.1815789473684195,0.2725,1.58,False,False,False,nao-CS
CS_2x2,lay,fav>1.80,U25>2.20,fav fora,Todos,201,10,1.3617998133700748,-1.9112034482686784,4.528760945260095,0.1965,30,600,-1.7301727441429933,0.1,15.0,False,False,False,CS
BTTS_No,lay,fav1.40-1.80,Todos,fav casa,Todos,484,207,3.7775999570271326,-5.689649804501227,11.395257966280255,0.197,35,1962,-0.09344988979953185,0.205,2.2,False,False,False,nao-CS
CS_1x1,back,fav>1.80,U25>2.20,fav fora,TOP 3,80,68,38.14374999999999,-35.6702143869596,129.84425237341767,0.197,30,324,56.072530864197525,0.585,8.0,False,False,False,CS
CS_1x2,back,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,34,49.146341463414636,-46.57532467532468,162.30649709302304,0.1975,19,225,7.697777777777773,0.22,9.0,False,False,False,CS
CS_1x1,lay,fav>1.80,U25>2.20,Todos,TOP 3,96,8,2.587823693697954,-3.466675421231058,7.583558405767392,0.198,35,446,-6.925386795733745,0.005,8.6,False,False,False,CS
CS_2x0,lay,fav>1.80,U25>2.20,Todos,Todos,488,20,0.7338080699779729,-1.0790711474107448,2.1767790925624966,0.198,35,1525,2.9559692461264158,0.9525,21.0,False,False,False,CS
CS_1x3,lay,Todos,Todos,fav fora,TOP 3,94,4,1.8047578067335497,-2.798156855028475,5.429532610917526,0.199,35,496,-2.726888226798544,0.0275,15.0,False,False,False,CS
D,lay,fav>1.80,U25<=1.60,Todos,Todos,251,73,2.946938316029245,-4.104296404416091,9.318930724281257,0.199,33,1484,-4.945444904342183,0.0375,3.1,False,False,False,nao-CS
Under15_FT,lay,Todos,Todos,Todos,TOP 3,108,37,7.011562331712113,-10.128507846813186,23.12815970541697,0.199,36,622,-4.359130951677846,0.08,2.46,False,False,False,nao-CS
X2,lay,fav>1.80,U25<=1.60,fav casa,Todos,181,94,8.180496470014925,-8.546989602836172,28.399817679081007,0.199,33,1043,-6.205180292053942,0.065,1.73,False,False,False,nao-CS
Under25_FT,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,47,9.858988212126322,-12.532693076453647,32.82795910346129,0.1995,35,548,-1.2632662151016008,0.135,1.8050000000000002,False,False,False,nao-CS
CS_0x1,lay,fav1.40-1.80,Todos,fav fora,Todos,143,11,1.439383078588784,-2.1588932610373788,5.283220326481929,0.201,26,624,-5.338434397803046,0.03,11.0,False,False,False,CS
H,back,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,32,30.85365853658536,-36.30705357142857,102.32156249999996,0.2015,19,234,-37.33504273504274,0.02,5.8,False,False,False,nao-CS
CS_0x1,lay,fav<=1.40,Todos,Todos,TOP 3,53,2,2.3027306580199856,-4.572454844928025,6.770010600869421,0.202,25,270,-0.6353749110677775,0.255,19.5,False,False,False,CS
CS_1x1,lay,fav>1.80,U25<=1.60,fav fora,Todos,59,6,3.384517387049036,-5.587984208507003,11.509287609255646,0.202,23,324,-11.154896612697186,0.0,7.2,False,False,True,CS
CS_2x0,back,fav>1.80,U25<=1.60,Todos,Todos,238,212,19.775210084033606,-23.7327904214715,68.4288224637681,0.2025,33,1242,-52.3011272141707,0.0,12.5,False,False,True,CS
1X,lay,Todos,U25>2.20,fav casa,Todos,93,54,13.286050809833815,-18.332183680406576,44.87829461553721,0.2025,29,241,7.277034352318829,0.36,1.55,False,False,False,nao-CS
1X,lay,fav>1.80,U25>2.20,fav casa,Todos,93,54,13.286050809833815,-18.332183680406576,44.87829461553721,0.2025,29,238,8.629265877768223,0.4075,1.55,False,False,False,nao-CS
CS_Goleada_H,lay,fav1.40-1.80,U25>2.20,Todos,Todos,72,1,1.1380169401233442,-1.8524328733134947,2.9384039882315895,0.2035,24,230,-1.3822821533254845,0.18,46.0,False,False,False,CS
CS_0x0,lay,Todos,U25<=1.60,fav casa,Todos,200,20,2.313611079924965,-3.813552248115854,6.67988054499166,0.2035,33,979,-2.7621189302981235,0.035,8.2,False,False,False,CS
CS_1x1,back,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,67,23.66265060240963,-28.266879680885715,76.43772966867456,0.2035,33,476,81.10294117647058,0.8225,6.6,False,False,False,CS
CS_2x0,back,Todos,U25 1.60-2.20,Todos,TOP 3,104,85,29.437499999999993,-32.38054901960785,107.01474056603769,0.2045,36,601,-49.445923460898506,0.0,7.4,False,False,True,CS
CS_2x0,back,fav<=1.40,U25>2.20,Todos,Todos,149,126,23.57046979865771,-25.527225829725836,84.39544162576374,0.2045,29,646,6.830495356037149,0.285,8.8,False,False,False,CS
Over15_HT,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,218,137,7.691284403669722,-10.601780440234053,22.78199753419997,0.2055,30,1016,-4.191929133858271,0.1075,2.98,False,False,False,nao-CS
Over35_FT,back,fav>1.80,U25<=1.60,Todos,TOP 3,69,52,24.181159420289852,-31.05238211118322,79.8292692307692,0.2055,31,392,-14.297066326530617,0.0475,5.5,False,False,False,nao-CS
A,back,fav>1.80,U25>2.20,fav fora,TOP 3,80,37,9.241875,-13.408850496065682,31.887552332535872,0.2075,30,326,-10.069325153374235,0.065,1.98,False,False,False,nao-CS
CS_Goleada_A,back,fav>1.80,U25>2.20,fav fora,Todos,105,92,45.38095238095238,-47.408743795341735,135.76871060924344,0.208,27,334,-32.44760479041916,0.0175,12.0,False,False,False,CS
Under35_FT,lay,Todos,U25>2.20,fav casa,Todos,698,383,4.805220028723948,-6.229130888888612,14.238434062396482,0.208,35,2438,-9.897958957183452,0.0,1.66,False,False,True,nao-CS
Over25_FT,back,Todos,U25>2.20,fav casa,Todos,658,227,1.953799392097262,-2.751820618279572,6.168844829658627,0.208,35,2351,-3.433687792428756,0.0475,1.61,False,False,False,nao-CS
CS_0x3,lay,fav>1.80,Todos,Todos,Todos,427,11,0.6581884972895461,-1.3011316619983453,2.051678953521878,0.2085,33,3032,1.6718768872821306,0.9125,32.0,False,False,False,CS
CS_3x1,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,97,3,1.2705956298286254,-2.283398578940363,4.448705973089961,0.2085,34,457,0.16249928952465567,0.35,21.0,False,False,False,CS
Over35_FT,back,fav1.40-1.80,Todos,Todos,Todos,629,390,4.132829888712237,-6.368471501568453,13.819985557338226,0.2085,36,2694,-6.7455270972531585,0.0375,2.92,False,False,False,nao-CS
CS_1x2,lay,Todos,U25<=1.60,fav fora,TOP 3,43,2,2.799441281157905,-5.0518040284993715,7.879278183709886,0.209,23,293,-2.7905500308886353,0.1375,13.0,False,False,False,CS
Over35_FT,back,Todos,U25>2.20,fav casa,Todos,698,383,4.772063037249281,-6.274905015751224,14.23845803571428,0.209,35,2437,-9.730242100943787,0.0,2.5,False,False,True,nao-CS
Under15_HT,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,218,137,7.58697471618392,-10.652091356656825,22.66578267159859,0.209,30,1030,-4.84752082897738,0.09,1.505,False,False,False,nao-CS
Under15_FT,lay,fav<=1.40,Todos,fav casa,TOP 3,49,8,6.135833874219242,-9.614470084072298,21.190873274920584,0.2095,24,228,-1.8344014243840603,0.18,4.9,False,False,False,nao-CS
CS_1x0,lay,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,6,2.1789644716908194,-3.33379174769401,7.358018842869532,0.2095,33,447,-1.7756703430099612,0.145,10.5,False,False,False,CS
CS_1x0,lay,fav>1.80,U25 1.60-2.20,fav casa,Todos,641,58,1.0622672992956992,-1.7285140321417203,3.491064731429879,0.2095,33,2850,-1.9990920797055476,0.03,9.6,False,False,False,CS
