runner,lado,fav,gols,lado_fav,corte,N_rec,perdas_rec,ROI_rec,IC_lo,IC_hi,p_ic,dias,N_antes,ROI_antes,P_perm,odd_med,aprovado,BH_ic,BH_perm,fam
Under05_HT,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,228,48,0.7462023378359603,-6.127097511747429,7.676498878721541,0.392,32,818,-3.255137589527353,0.17,4.4,False,False,False,nao-CS
CS_1x2,lay,Todos,U25<=1.60,fav casa,TOP 3,78,4,0.5107584583407493,-6.528826295478832,5.888192351839218,0.3925,33,405,-2.0767936866395824,0.2,16.75,False,False,False,CS
BTTS_No,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,43,3.45589620808483,-21.64693586827841,25.621039582863002,0.3925,31,481,1.3716959077201436,0.415,1.85,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,78,4,0.5107584583407493,-6.528826295478832,5.888192351839218,0.3925,33,400,-2.140874056414494,0.1975,16.75,False,False,False,CS
CS_0x0,back,fav>1.80,U25>2.20,fav fora,Todos,198,186,14.015151515151508,-59.361413043478265,91.00912311395669,0.393,29,597,0.607202680066997,0.33,19.0,False,False,False,CS
CS_2x2,lay,Todos,U25>2.20,fav fora,TOP 3,85,5,0.691070474925931,-4.367579174933275,5.64808183003597,0.393,30,422,1.6183714804089515,0.585,14.5,False,False,False,CS
CS_2x3,lay,Todos,U25>2.20,fav casa,Todos,195,5,0.2437288335320835,-2.276267422565807,2.2482740052126746,0.3935,32,1495,1.102031172446688,0.6775,36.0,False,False,False,CS
Under15_FT,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,21,1.5648073448445476,-12.06146367572919,14.283624809398471,0.3935,30,447,0.36383181032876905,0.43,3.5,False,False,False,nao-CS
Under25_FT,back,Todos,U25 1.60-2.20,fav fora,TOP 3,86,34,2.607558139534879,-18.09932471264368,21.61813888888885,0.394,34,509,-6.339783889980355,0.155,1.71,False,False,False,nao-CS
CS_1x0,back,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,69,5.845238095238096,-35.244310381059115,51.89858449477348,0.3945,31,475,-12.575789473684212,0.235,6.0,False,False,False,CS
BTTS_Yes,back,Todos,U25 1.60-2.20,Todos,TOP 3,104,41,2.8245192307692273,-13.464916772496375,20.004460495283013,0.3945,36,605,1.8522314049586752,0.47,1.69,False,False,False,nao-CS
Under25_FT,back,fav<=1.40,Todos,fav casa,TOP 3,77,44,4.397402597402596,-24.928732767762465,35.93542488584474,0.3945,30,382,-4.434685863874348,0.285,2.32,False,False,False,nao-CS
Under35_FT,back,Todos,U25>2.20,fav fora,TOP 3,85,29,2.1723529411764675,-15.93252906976744,20.040817901234565,0.3945,30,431,-1.8825986078886316,0.3075,1.51,False,False,False,nao-CS
Under05_HT,lay,fav1.40-1.80,Todos,Todos,Todos,605,150,0.5985036382339899,-4.130430536562088,4.986014319238578,0.3945,36,2484,-1.954425797840969,0.18,3.85,False,False,False,nao-CS
CS_2x2,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,94,5,0.28600238677971435,-4.419338161051828,4.652528683353836,0.3955,33,539,-1.2825507287122953,0.31,17.0,False,False,False,CS
Under45_FT,lay,Todos,U25>2.20,fav casa,Todos,305,209,2.4461509451599297,-14.111502459857128,17.560284479891735,0.3955,33,1071,-14.153490109525082,0.0425,1.38,False,False,False,nao-CS
CS_3x2,back,fav<=1.40,Todos,fav casa,Todos,149,142,11.110738255033558,-59.74339438726935,89.69613721365121,0.3965,30,451,-62.07871396895788,0.0125,24.0,False,False,False,CS
Under25_FT,lay,Todos,U25>2.20,fav casa,TOP 3,98,38,2.1368302258688385,-13.444643125102166,18.607002963621827,0.397,35,527,1.0976403482884123,0.4325,2.32,False,False,False,nao-CS
Under35_FT,lay,fav>1.80,Todos,fav casa,TOP 3,101,72,3.9364249094417594,-24.966107047961547,32.26423345900902,0.397,35,555,-15.206252726048492,0.125,1.32,False,False,False,nao-CS
Over05_HT,back,fav1.40-1.80,Todos,Todos,Todos,443,119,0.6705417607223467,-5.676506857952121,6.159596903860207,0.3975,35,1963,-1.8789353031074891,0.2,1.38,False,False,False,nao-CS
Under15_HT,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,322,210,3.264651883552061,-16.68650668496582,21.096152379098797,0.3975,33,1585,0.22992716470627278,0.3975,1.48,False,False,False,nao-CS
CS_3x3,back,Todos,U25>2.20,Todos,TOP 3,89,84,17.056179775280892,-80.46666666666667,124.52456841432216,0.3975,32,492,-90.1321138211382,0.0,9.0,False,False,True,CS
Over05_HT,back,fav1.40-1.80,Todos,fav casa,TOP 3,93,22,1.401612903225809,-10.2175664893617,12.973172101449274,0.3985,34,501,-2.7078842315369247,0.27,1.32,False,False,False,nao-CS
BTTS_Yes,lay,Todos,U25<=1.60,fav casa,TOP 3,86,34,2.216793765944526,-14.874659875635455,19.83899837135504,0.3985,34,423,-6.700801596446042,0.19,2.28,False,False,False,nao-CS
Over25_HT,back,fav>1.80,U25>2.20,Todos,TOP 3,86,64,6.254069767441857,-32.771114982578396,45.40001612903223,0.399,33,373,3.294235924932972,0.415,4.5,False,False,False,nao-CS
CS_0x0,back,fav>1.80,Todos,Todos,TOP 3,107,90,6.448598130841115,-35.83211967808931,50.648571802935,0.399,36,613,-11.616639477977166,0.26,6.6,False,False,False,CS
Over15_HT,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,70,33,2.9635410450943565,-21.954656090309935,27.669300211977337,0.399,29,343,2.7417575064830944,0.4925,2.0300000000000002,False,False,False,nao-CS
Over05_HT,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,65,4.044894237221056,-26.276894950263973,39.99837989564937,0.4,33,546,-4.9657632211171086,0.25,1.41,False,False,False,nao-CS
CS_2x1,lay,fav1.40-1.80,Todos,Todos,TOP 3,102,9,0.8238580010421402,-6.560374023104535,7.181547252816251,0.4,36,566,-3.086428187212288,0.1125,9.6,False,False,False,CS
Over35_FT,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,28,4.374074074074072,-25.99786162314388,35.315364420062686,0.4,23,248,-10.363709677419356,0.21,2.25,False,False,False,nao-CS
CS_0x1,lay,fav>1.80,U25>2.20,Todos,TOP 3,96,6,0.5714665972316841,-4.334785389612305,5.034014196446829,0.4005,35,443,0.22731260542461293,0.415,13.25,False,False,False,CS
CS_1x3,back,fav>1.80,U25<=1.60,fav casa,TOP 3,67,63,21.955223880597018,-90.71875,177.81261047282368,0.401,30,363,-78.70798898071627,0.025,9.6,False,False,False,CS
CS_Goleada_A,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,299,277,8.235785953177254,-39.8971875,57.73249394444618,0.4015,32,1370,-0.6021897810219019,0.3425,17.5,False,False,False,CS
Over05_HT,back,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,21,1.7882716049382703,-12.63428315066379,15.323593950577658,0.4015,30,443,1.5836343115124136,0.4775,1.38,False,False,False,nao-CS
Under25_FT,lay,fav>1.80,U25<=1.60,Todos,TOP 3,88,59,4.109972643554156,-26.43990793511282,36.211191103217445,0.4015,33,475,-2.654477963933398,0.3675,1.42,False,False,False,nao-CS
Under15_HT,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,21,1.7500000000000002,-14.339210482804235,19.056424999999994,0.4015,23,246,2.525813008130079,0.565,1.6749999999999998,False,False,False,nao-CS
CS_3x0,lay,fav<=1.40,U25>2.20,fav casa,Todos,135,11,0.5899940928470551,-4.3179359021339705,4.740909742321959,0.4025,29,173,-4.809119714982297,0.0825,11.0,False,False,False,CS
CS_3x0,lay,fav<=1.40,U25>2.20,Todos,Todos,135,11,0.5899940928470551,-4.3179359021339705,4.740909742321959,0.4025,29,174,-4.7638689342695715,0.1075,11.0,False,False,False,CS
CS_1x0,back,fav1.40-1.80,U25>2.20,fav fora,Todos,86,82,16.220930232558132,-75.16879885197851,166.29225802327053,0.403,23,320,-7.898437500000003,0.3175,24.5,False,False,False,CS
CS_3x2,back,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,78,74,17.42307692307692,-92.48101265822784,148.81781103286377,0.403,31,384,-60.39713541666667,0.0525,24.0,False,False,False,CS
CS_1x3,back,fav>1.80,U25<=1.60,fav fora,Todos,52,50,18.94230769230769,-100.0,312.3333333333333,0.4035,22,227,-4.444933920704851,0.38,29.0,False,False,False,CS
1X,back,Todos,U25<=1.60,Todos,TOP 3,48,18,2.7364583333333328,-21.047980257320322,26.677235054347776,0.404,27,308,-2.8517857142857155,0.2975,1.565,False,False,False,nao-CS
CS_0x0,back,fav>1.80,Todos,fav fora,Todos,571,521,4.122591943957963,-27.75230208300557,35.26189735844586,0.404,36,2482,-9.482272360999197,0.2075,13.0,False,False,False,CS
CS_0x1,lay,fav>1.80,Todos,fav fora,Todos,573,49,0.3158672395152996,-2.4094626628255527,2.8176816653637435,0.4055,36,2493,0.5967189434746215,0.565,11.0,False,False,False,CS
Under45_FT,lay,Todos,Todos,fav casa,TOP 3,90,65,5.310797712696407,-33.4554888774991,45.48855575409339,0.4055,34,448,-20.46643454476607,0.0475,1.33,False,False,False,nao-CS
Under05_HT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,273,76,0.7807054510541143,-7.125327549822972,8.314605645346024,0.4055,31,1251,-0.09203444146821689,0.4075,3.45,False,False,False,nao-CS
X2,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,220,80,0.9754067938687663,-10.016850297486018,11.256574906004861,0.406,30,1064,-1.6599991084200725,0.305,2.55,False,False,False,nao-CS
X2,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,220,80,0.9754067938687663,-10.016850297486018,11.256574906004861,0.406,30,1061,-1.798127998360903,0.345,2.55,False,False,False,nao-CS
CS_2x1,back,fav>1.80,U25<=1.60,fav fora,Todos,58,53,12.629310344827582,-63.91891891891891,105.39215686274505,0.4065,22,357,-6.5266106442577065,0.325,14.0,False,False,False,CS
Under15_FT,lay,Todos,U25>2.20,fav casa,TOP 3,88,16,1.0970612451832265,-9.369580211225527,10.649163939209345,0.4065,32,443,1.2886351197243937,0.5175,5.0,False,False,False,nao-CS
CS_0x1,back,Todos,U25>2.20,fav casa,Todos,642,608,5.475077881619937,-30.761307559776558,49.35595703124999,0.4095,35,2154,-30.722841225626745,0.0225,20.0,False,False,False,CS
CS_2x3,back,Todos,Todos,fav fora,TOP 3,95,89,12.415789473684205,-67.63917410714286,109.41720588235285,0.4095,36,527,-63.99525616698292,0.0325,16.0,False,False,False,CS
Over15_FT,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,263,68,0.7950570342205313,-6.760129566283723,8.840016745614683,0.4095,33,1298,-2.7891756548536213,0.2025,1.37,False,False,False,nao-CS
CS_3x1,lay,fav1.40-1.80,Todos,Todos,TOP 3,98,6,0.26064369130499926,-4.402544478036962,4.651377285542012,0.41,35,410,-0.5328160963338144,0.3575,14.5,False,False,False,CS
CS_3x1,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,6,0.26064369130499926,-4.402544478036962,4.651377285542012,0.41,35,248,-2.008247798894923,0.2275,14.5,False,False,False,CS
Under15_FT,back,fav>1.80,U25>2.20,fav fora,TOP 3,67,52,6.0447761194029805,-35.09805843663041,45.970456069751826,0.4105,25,280,-12.845357142857145,0.21,4.8,False,False,False,nao-CS
Under45_FT,back,fav<=1.40,Todos,fav casa,TOP 3,55,15,1.4172727272727266,-15.62361659787736,18.50264174403183,0.411,24,248,-4.474193548387097,0.2875,1.38,False,False,False,nao-CS
CS_2x1,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,54,2,0.15979367494503696,-5.088248781008283,4.133898455484242,0.411,18,245,-0.30562386104054173,0.385,24.5,False,False,False,CS
Under45_FT,back,fav<=1.40,U25>2.20,fav casa,TOP 3,55,15,1.4172727272727266,-15.62361659787736,18.50264174403183,0.411,24,248,-4.301814516129032,0.28,1.38,False,False,False,nao-CS
D,lay,Todos,U25>2.20,fav casa,Todos,685,136,0.2656655951833096,-2.4899760408211655,3.287867985301745,0.411,35,2340,-2.1253822971922585,0.1475,4.6,False,False,False,nao-CS
Under15_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,22,1.3603939659248248,-12.781769562289707,13.489854168931126,0.412,31,482,-1.7330097021533282,0.33,3.475,False,False,False,nao-CS
CS_3x2,back,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,76,72,20.513157894736835,-91.8657626804887,164.9844298245613,0.412,30,332,-46.16716867469881,0.1075,26.5,False,False,False,CS
Over05_HT,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,272,76,0.7194852941176434,-7.255812794251988,8.33643210733054,0.4135,31,1245,-0.3250602409638585,0.36,1.41,False,False,False,nao-CS
Over35_FT,back,fav>1.80,U25<=1.60,fav casa,TOP 3,60,47,6.533333333333331,-44.366767241379314,61.37415079773545,0.4135,30,327,-24.37048929663609,0.14,5.5,False,False,False,nao-CS
Under45_FT,back,Todos,U25>2.20,fav casa,TOP 3,88,21,1.1602272727272747,-13.119166720154041,13.780125206384145,0.414,33,410,-3.6268292682926813,0.25,1.32,False,False,False,nao-CS
Under45_FT,back,Todos,Todos,fav casa,TOP 3,88,21,1.1602272727272747,-13.119166720154041,13.780125206384145,0.414,33,410,-3.9518292682926814,0.27,1.32,False,False,False,nao-CS
CS_2x3,back,Todos,U25>2.20,fav fora,Todos,313,297,8.003194888178914,-45.345321685904786,63.83941178551215,0.414,30,902,-23.996674057649674,0.1425,23.0,False,False,False,CS
CS_Goleada_H,back,fav>1.80,U25<=1.60,fav casa,TOP 3,75,71,16.166666666666664,-84.32142857142857,139.25735838578305,0.415,32,356,-52.12078651685393,0.0875,23.0,False,False,False,CS
CS_1x1,lay,fav>1.80,U25>2.20,fav casa,Todos,311,29,0.453989475289276,-4.050398748926889,4.578048383916606,0.4155,35,947,-6.315652668043639,0.0025,9.6,False,False,False,CS
X2,back,fav1.40-1.80,Todos,fav casa,TOP 3,97,52,2.3927835051546342,-19.03407178217822,24.17247499999999,0.4155,35,546,-5.463644688644691,0.265,2.26,False,False,False,nao-CS
X2,back,fav1.40-1.80,Todos,Todos,TOP 3,97,52,2.3927835051546342,-19.03407178217822,24.17247499999999,0.4155,35,546,-5.675915750915753,0.2425,2.26,False,False,False,nao-CS
BTTS_Yes,back,fav<=1.40,U25>2.20,fav casa,TOP 3,70,28,2.5599999999999983,-20.98709659090909,25.445274999999963,0.4155,29,340,-9.13544117647059,0.16,1.755,False,False,False,nao-CS
CS_2x0,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,317,298,4.140378548895898,-32.300228112728114,41.800731219910965,0.416,33,1525,-61.43213114754098,0.0,19.5,False,False,True,CS
Over05_HT,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,71,3.912853433210834,-28.49394913225252,38.35517450094795,0.416,36,604,-7.6970901256310436,0.22,1.4,False,False,False,nao-CS
H,lay,fav>1.80,U25>2.20,fav casa,TOP 3,88,41,2.6886639612211867,-17.57777583219443,21.832761783741304,0.416,35,395,-11.657664537098047,0.1225,1.9649999999999999,False,False,False,nao-CS
BTTS_No,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,50,2.9771210630745415,-20.357384333947586,26.93961582716411,0.416,35,547,1.6743310226855497,0.445,1.8450000000000002,False,False,False,nao-CS
CS_1x3,back,Todos,U25<=1.60,fav casa,TOP 3,70,66,16.72857142857142,-91.13432835820896,160.91671641791038,0.4165,30,371,-75.95283018867923,0.025,9.6,False,False,False,CS
CS_2x2,lay,fav>1.80,U25>2.20,fav fora,TOP 3,80,5,0.3755439277010114,-5.028060777175316,5.666814745910066,0.417,30,323,-2.922001708677856,0.1425,14.5,False,False,False,CS
Over05_HT,back,fav<=1.40,Todos,fav casa,Todos,65,16,0.9615384615384625,-13.966320993914808,13.893788363171355,0.417,24,261,-7.146168582375479,0.19,1.34,False,False,False,nao-CS
Over25_FT,lay,fav>1.80,U25>2.20,fav fora,Todos,201,119,1.8305530994991797,-15.43431551723004,22.310888810381787,0.417,29,627,-7.239290523202977,0.1725,1.68,False,False,False,nao-CS
A,back,Todos,U25 1.60-2.20,fav fora,TOP 3,86,39,2.6151162790697646,-18.281755110328955,23.09457571138211,0.417,34,507,0.8117357001972361,0.425,1.935,False,False,False,nao-CS
Over05_HT,lay,fav<=1.40,U25>2.20,Todos,TOP 3,52,38,3.0092888735787433,-35.57224151566173,41.81904695921377,0.4175,23,227,-5.634214845087643,0.3525,1.33,False,False,False,nao-CS
Over25_FT,back,fav>1.80,U25>2.20,fav casa,TOP 3,88,28,1.3022727272727246,-13.484630929791273,15.284531249999992,0.4175,35,394,-6.152030456852793,0.22,1.4849999999999999,False,False,False,nao-CS
Under35_FT,lay,Todos,Todos,fav fora,Todos,636,404,1.3618758996216802,-11.068357511243057,12.25916768027837,0.4175,35,2810,-4.5232306756538545,0.16,1.51,False,False,False,nao-CS
Over25_FT,lay,Todos,U25 1.60-2.20,fav casa,TOP 3,99,49,2.6450232408607457,-22.81609880757511,27.49160938915486,0.418,34,588,-4.329862458837876,0.275,1.87,False,False,False,nao-CS
Over25_HT,back,fav>1.80,Todos,Todos,TOP 3,87,65,5.032758620689652,-33.7221129959214,44.00057692307689,0.4185,33,385,-0.12272727272727739,0.4225,4.5,False,False,False,nao-CS
Under15_HT,lay,Todos,U25>2.20,Todos,Todos,1012,554,0.74387601095572,-6.4264965071422795,7.149131502779446,0.4185,35,3477,-6.344545916883641,0.0475,1.73,False,False,False,nao-CS
Under05_HT,back,fav>1.80,U25<=1.60,Todos,TOP 3,89,48,3.078089887640446,-23.50130986590038,29.1241551746782,0.419,33,469,-2.8660980810234555,0.3575,2.28,False,False,False,nao-CS
Over15_FT,lay,fav>1.80,U25<=1.60,Todos,TOP 3,90,54,2.1336001234570943,-23.1547987007564,28.130237909333466,0.4195,33,476,-13.148314119574362,0.1425,1.59,False,False,False,nao-CS
Under35_FT,back,fav<=1.40,U25>2.20,Todos,TOP 3,76,29,1.5546052631578915,-17.431315322171493,20.78343080905579,0.42,29,398,0.7605527638190943,0.4425,1.625,False,False,False,nao-CS
Over25_FT,back,fav>1.80,U25>2.20,fav casa,Todos,304,111,0.9368421052631551,-6.9553982521102125,8.573222128378378,0.42,35,975,-2.5150256410256437,0.23,1.66,False,False,False,nao-CS
Under05_HT,back,Todos,U25>2.20,Todos,TOP 3,100,70,4.479999999999993,-35.30714441747574,44.403317747001694,0.421,35,558,-5.0047491039426575,0.315,3.6,False,False,False,nao-CS
CS_0x1,lay,Todos,U25>2.20,fav fora,Todos,310,20,0.3033630245130974,-2.2313893670162175,2.8361219232146624,0.4215,30,1076,-0.5347023005027326,0.3325,14.0,False,False,False,CS
Over25_FT,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,67,44,3.876679597502159,-31.985501265289635,37.7970721776278,0.4215,27,326,-0.39828197387933895,0.3775,1.45,False,False,False,nao-CS
CS_0x1,back,fav1.40-1.80,U25>2.20,Todos,Todos,323,304,7.411764705882347,-39.81639877528299,66.20303625171843,0.422,33,1177,-16.968564146134245,0.1575,21.0,False,False,False,CS
CS_0x2,lay,fav>1.80,U25<=1.60,Todos,TOP 3,79,4,0.43502964458847276,-4.7277336965533445,4.691898349582945,0.4225,33,438,-0.4895875438381715,0.45,17.5,False,False,False,CS
CS_1x3,back,fav>1.80,U25<=1.60,Todos,Todos,159,152,13.025157232704398,-73.04148958776028,130.0648047796118,0.4225,31,975,-48.01743589743591,0.0425,20.0,False,False,False,CS
CS_2x2,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,5,0.18075764957322188,-4.465282910695654,4.277237793383371,0.4225,35,304,1.0427011405420878,0.7075,17.5,False,False,False,CS
Over25_FT,lay,fav>1.80,Todos,fav fora,TOP 3,96,56,2.850953924559894,-27.5912833452772,31.682837205530568,0.423,36,536,-5.94488045556391,0.225,1.59,False,False,False,nao-CS
CS_2x1,lay,Todos,U25<=1.60,fav casa,TOP 3,81,6,0.3426358951753654,-5.801506862456036,5.786221302170472,0.423,33,415,-3.3444470812525253,0.1825,12.0,False,False,False,CS
Over45_FT,back,Todos,Todos,fav casa,TOP 3,101,63,2.599999999999995,-22.23394776982958,29.47346052631578,0.423,35,550,-22.02609090909091,0.055,2.9,False,False,False,nao-CS
CS_0x2,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,316,19,0.3050489362122862,-3.039920426540157,3.1154648359220625,0.4235,33,1463,-1.4370277692903644,0.1275,15.5,False,False,False,CS
CS_0x1,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,99,10,0.47389685507354545,-6.004803268569068,6.217754006973382,0.424,35,582,-1.30503629908649,0.3175,8.8,False,False,False,CS
CS_1x0,lay,fav<=1.40,Todos,Todos,Todos,164,13,0.31974578176512064,-5.949415403728644,5.059381999225062,0.4245,30,720,-3.4243648303748278,0.1175,12.0,False,False,False,CS
H,back,Todos,U25 1.60-2.20,fav casa,TOP 3,99,38,0.997979797979798,-12.274987244897961,13.27108881578947,0.4245,34,577,0.9356152512998246,0.545,1.63,False,False,False,nao-CS
CS_3x2,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,84,79,11.69642857142857,-72.99089687194527,112.29227253842957,0.425,33,314,-21.221337579617835,0.24,19.5,False,False,False,CS
Over25_FT,back,fav>1.80,U25<=1.60,Todos,Todos,250,162,1.646799999999997,-14.44376728818769,16.019919451842938,0.425,33,1482,-3.660323886639679,0.2825,2.9,False,False,False,nao-CS
Over15_FT,lay,fav>1.80,U25<=1.60,fav fora,TOP 3,46,27,4.228073448945602,-35.23745477578613,49.37999556132547,0.425,24,316,-13.241212122218046,0.155,1.62,False,False,False,nao-CS
CS_Goleada_A,lay,fav1.40-1.80,U25>2.20,Todos,TOP 3,77,2,0.04865474854679824,-3.993577538314821,2.755706537772203,0.4255,31,316,-1.0897863883848333,0.3025,40.0,False,False,False,CS
CS_0x1,back,fav>1.80,U25>2.20,fav casa,TOP 3,88,81,12.130681818181815,-71.71726525381345,110.1648800157356,0.426,35,395,-11.430379746835447,0.2725,14.0,False,False,False,CS
CS_Goleada_A,lay,fav1.40-1.80,Todos,fav casa,TOP 3,78,2,0.04786600917089283,-3.96697502667799,2.715785803166268,0.4265,31,330,-0.8636136857151495,0.3,40.0,False,False,False,CS
CS_1x0,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,216,182,3.3078703703703645,-25.644635722679197,36.072106811871876,0.4275,30,977,0.4048106448311111,0.42,7.0,False,False,False,CS
CS_0x0,lay,fav<=1.40,Todos,Todos,TOP 3,73,3,0.13586539819688492,-4.30569074767975,4.375635897409748,0.4275,29,345,0.12126823115953529,0.54,23.0,False,False,False,CS
CS_1x3,back,Todos,U25<=1.60,fav fora,Todos,54,52,14.537037037037035,-100.0,331.5116279069767,0.4275,23,240,-5.958333333333337,0.3925,29.0,False,False,False,CS
Under05_HT,back,fav>1.80,Todos,fav fora,Todos,578,392,1.518425605536327,-13.100841317843805,15.77077095598542,0.428,36,2517,-7.260607866507753,0.0725,3.25,False,False,False,nao-CS
CS_Goleada_A,back,fav>1.80,U25>2.20,Todos,Todos,398,371,5.961055276381902,-43.9244183108272,57.76230367406837,0.428,35,1226,-44.443311582381725,0.0125,17.5,False,False,False,CS
Under25_HT,back,Todos,U25>2.20,Todos,TOP 3,62,15,0.8588709677419368,-15.433824486301367,15.184184194246825,0.4285,29,194,-7.67242268041237,0.1575,1.33,False,False,False,nao-CS
Under25_HT,back,Todos,Todos,Todos,TOP 3,62,15,0.8588709677419368,-15.433824486301367,15.184184194246825,0.4285,29,196,-6.964030612244897,0.2025,1.33,False,False,False,nao-CS
CS_0x2,back,fav>1.80,U25 1.60-2.20,fav casa,Todos,636,602,3.856132075471693,-28.873338023441942,36.52596805165547,0.429,33,2838,-35.06536293164201,0.02,21.0,False,False,False,CS
CS_0x0,lay,fav1.40-1.80,Todos,fav casa,TOP 3,95,7,0.3807021792623314,-6.485270970153527,6.132447061724059,0.429,34,530,-0.11574095462860158,0.3975,12.5,False,False,False,CS
D,back,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,67,2.5399999999999956,-26.64612845138055,33.109837009803904,0.429,35,584,-0.08407534246575793,0.47,3.175,False,False,False,nao-CS
Under35_FT,lay,Todos,Todos,Todos,TOP 3,105,77,3.1562558486847503,-29.86489241827502,39.36995882360821,0.429,35,619,-11.492783714792095,0.2075,1.31,False,False,False,nao-CS
Over25_HT,back,fav1.40-1.80,Todos,fav casa,TOP 3,76,57,2.874999999999992,-36.755003048780495,46.74454925348908,0.4295,31,323,-2.7120743034055783,0.4025,4.5,False,False,False,nao-CS
Over25_HT,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,76,57,2.874999999999992,-36.755003048780495,46.74454925348908,0.4295,31,319,-9.998432601880882,0.2825,4.5,False,False,False,nao-CS
Over15_HT,back,Todos,U25>2.20,Todos,Todos,1013,555,0.6564165844027615,-6.407100515626422,7.0381836865145475,0.43,35,3463,-6.31321108865146,0.0525,2.36,False,False,False,nao-CS
CS_Goleada_A,lay,fav>1.80,U25>2.20,fav fora,TOP 3,66,5,0.3625615053489298,-6.491870915317624,5.817849847215693,0.43,28,279,2.090944873516118,0.6225,12.0,False,False,False,CS
CS_Goleada_A,lay,Todos,U25>2.20,fav fora,TOP 3,66,5,0.3625615053489298,-6.491870915317624,5.817849847215693,0.43,28,281,2.5562595238147887,0.675,12.0,False,False,False,CS
D,lay,fav>1.80,U25>2.20,fav casa,Todos,313,71,0.6191127622238961,-6.378525599467055,7.271450274371576,0.431,35,982,-2.359590935863911,0.2175,4.1,False,False,False,nao-CS
Under15_FT,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,121,21,0.7296083300780049,-9.022797159397488,9.843238890045082,0.431,28,471,-1.7991126291451287,0.3175,5.4,False,False,False,nao-CS
CS_3x2,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,85,80,10.382352941176467,-73.28718134589826,110.75823863636359,0.4315,33,394,-36.48096446700508,0.1525,19.5,False,False,False,CS
Under25_FT,lay,Todos,U25 1.60-2.20,fav fora,Todos,384,190,0.6323391725633416,-9.826391034216165,10.384002723326088,0.4315,34,1991,1.1363123895106657,0.5525,1.9649999999999999,False,False,False,nao-CS
CS_0x0,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,9,0.38782554863782936,-5.489622578684875,5.31905495377405,0.4325,36,604,-0.9613477388828296,0.345,10.5,False,False,False,CS
Under25_FT,lay,fav>1.80,U25>2.20,fav casa,Todos,313,113,0.7903823246584899,-6.939144314555032,8.416170951952259,0.4325,35,979,-2.4874014653049494,0.2675,2.52,False,False,False,nao-CS
Over05_HT,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,48,35,3.125654344226436,-35.02225676568165,44.34552324649571,0.4325,22,195,1.9806305954313386,0.4325,1.335,False,False,False,nao-CS
Over25_FT,lay,fav<=1.40,Todos,Todos,TOP 3,77,50,2.9483687365040114,-28.61641236833962,34.21850679624628,0.4325,29,418,-3.0865545479158825,0.365,1.44,False,False,False,nao-CS
BTTS_Yes,back,fav>1.80,U25>2.20,Todos,Todos,514,177,0.7105058365758736,-6.521403918769571,7.304848472850674,0.4325,35,1588,-1.010862720403024,0.32,1.59,False,False,False,nao-CS
Over25_FT,back,Todos,U25 1.60-2.20,fav fora,Todos,384,190,0.6209635416666637,-9.838971628656065,10.34599564970353,0.4325,34,1992,1.1741465863453786,0.5625,2.04,False,False,False,nao-CS
CS_3x2,lay,fav>1.80,Todos,Todos,Todos,662,19,0.07652968371536092,-1.196035312182171,1.205803442078106,0.4325,35,3082,0.29337499404368916,0.6,34.0,False,False,False,CS
