runner,lado,fav,gols,lado_fav,corte,N,perdas,WR,BE,edge_pp,odd_med,ROI,IC_lo,IC_hi,p,dias,N_janabr,ROI_janabr,N_maijul,ROI_maijul,N_agoset,ROI_agoset,BH_passa,decisao
BTTS_No,lay,Todos,Todos,fav fora,Todos,749,312,58.344459279038716,58.175524092030884,0.16893518700783483,2.32,0.17402508511056683,-5.925666735963333,5.993572464062991,0.4995,36,0,,0,,749,0.17402508511056683,False,INCONCLUSIVO
Under35_FT,lay,fav<=1.40,Todos,fav casa,Todos,162,88,45.67901234567901,45.38626726168746,0.29274508399155796,1.745,0.2922961866348972,-20.031714471648055,19.392868347475915,0.5005,30,0,,0,,162,0.2922961866348972,False,INCONCLUSIVO
CS_2x0,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,219,22,89.95433789954338,89.91116531018837,0.04317258935501167,9.4,0.03789126241260519,-3.901631277341432,3.9884583667625604,0.5005,30,0,,0,,219,0.03789126241260519,False,INCONCLUSIVO
Under35_FT,back,Todos,U25>2.20,Todos,TOP 3,100,33,67.0,67.14009742521755,-0.14009742521755575,1.48,0.031499999999998196,-11.262808433174968,11.170519380432575,0.5035,35,0,,0,,100,0.031499999999998196,False,INCONCLUSIVO
Over35_FT,back,fav1.40-1.80,U25>2.20,fav casa,Todos,247,140,43.31983805668016,43.04394591971246,0.2758921369676981,2.46,0.2890688259109285,-16.88138811585712,15.875143182840526,0.5035,33,0,,0,,247,0.2890688259109285,False,INCONCLUSIVO
Under35_FT,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,247,140,43.31983805668016,43.032807602939926,0.2870304537402335,1.68,0.2723511850288243,-16.877125995437048,15.775064211058998,0.5035,33,0,,0,,247,0.2723511850288243,False,INCONCLUSIVO
Under35_FT,lay,fav1.40-1.80,U25>2.20,Todos,Todos,335,189,43.5820895522388,43.41244433388315,0.16964521835564628,1.69,0.15915847410896714,-11.931991188017259,11.814554407838406,0.504,33,0,,0,,335,0.15915847410896714,False,INCONCLUSIVO
Over35_FT,back,fav<=1.40,Todos,Todos,Todos,193,105,45.59585492227979,45.670460536220055,-0.0746056139402651,2.32,0.10025906735751124,-18.657490205303684,18.08677958934611,0.5075,30,0,,0,,193,0.10025906735751124,False,INCONCLUSIVO
Over35_FT,back,fav1.40-1.80,U25>2.20,Todos,Todos,335,189,43.5820895522388,43.43773209259792,0.14435745964088142,2.44,0.11134328358208723,-11.9829875168691,11.749933517404441,0.508,33,0,,0,,335,0.11134328358208723,False,INCONCLUSIVO
Over15_HT,back,Todos,Todos,fav fora,Todos,760,473,37.76315789473684,37.735259315369554,0.027898579367285903,2.7699999999999996,0.06815789473683985,-11.039346081827874,12.65714378470047,0.508,36,0,,0,,760,0.06815789473683985,False,INCONCLUSIVO
CS_2x2,back,fav>1.80,U25<=1.60,fav casa,Todos,176,165,6.25,5.930061900441104,0.319938099558896,21.0,1.8977272727272727,-55.469984662576685,67.93114706851117,0.5105,33,0,,0,,176,1.8977272727272727,False,INCONCLUSIVO
CS_1x3,back,Todos,U25<=1.60,Todos,Todos,177,170,3.9548022598870025,7.59617641098687,-3.641374151099867,18.0,1.531073446327676,-77.13196091644204,103.18822091498056,0.513,32,0,,0,,177,1.531073446327676,False,INCONCLUSIVO
CS_3x3,back,fav>1.80,U25>2.20,Todos,Todos,216,212,1.851851851851849,5.969309094889488,-4.11745724303764,28.0,-55.486111111111114,-95.15350228298854,-8.540902172124424,1.0,31,0,,0,,216,-55.486111111111114,False,REPROVA
CS_3x3,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,145,144,0.6896551724137945,8.884905897845256,-8.19525072543146,11.0,-90.79310344827587,-100.0,-73.47240066225169,1.0,28,0,,0,,145,-90.79310344827587,False,REPROVA
CS_3x3,back,fav>1.80,U25 1.60-2.20,fav casa,Todos,259,256,1.158301158301156,8.923269374369243,-7.764968216068087,12.5,-79.03474903474903,-100.0,-48.98780184989758,1.0,26,0,,0,,259,-79.03474903474903,False,REPROVA
CS_3x3,back,fav>1.80,U25 1.60-2.20,Todos,Todos,404,400,0.990099009900991,8.909500304824745,-7.919401294923753,11.5,-83.25495049504951,-97.34881795340338,-64.2166449384442,1.0,31,0,,0,,404,-83.25495049504951,False,REPROVA
CS_3x3,back,fav>1.80,U25<=1.60,Todos,Todos,126,124,1.5873015873015928,10.481785780887433,-8.894484193585841,10.0,-88.76190476190476,-100.0,-68.60437853107346,1.0,30,0,,0,,126,-88.76190476190476,False,REPROVA
CS_3x3,back,fav>1.80,Todos,fav fora,Todos,258,255,1.1627906976744207,8.231894184633951,-7.06910348695953,13.5,-81.89922480620156,-100.0,-55.619438159879344,1.0,34,0,,0,,258,-81.89922480620156,False,REPROVA
CS_3x3,back,fav>1.80,Todos,fav casa,Todos,488,481,1.434426229508201,8.372305730331114,-6.937879500822912,13.0,-73.10245901639344,-90.21492782839051,-50.202783094098905,1.0,35,0,,0,,488,-73.10245901639344,False,REPROVA
CS_3x3,back,fav>1.80,Todos,Todos,TOP 3,101,98,2.970297029702973,13.502876978198044,-10.532579948495071,7.2,-76.52475247524752,-100.0,-48.76996601941753,1.0,35,0,,0,,101,-76.52475247524752,False,REPROVA
CS_3x3,back,fav>1.80,Todos,Todos,Todos,746,736,1.3404825737265424,8.323745168950593,-6.98326259522405,13.0,-76.14477211796246,-88.90853035924692,-59.12184056817472,1.0,35,0,,0,,746,-76.14477211796246,False,REPROVA
CS_3x3,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,105,104,0.952380952380949,8.766517528093278,-7.814136575712329,12.0,-90.0,-100.0,-67.85714285714286,1.0,28,0,,0,,105,-90.0,False,REPROVA
CS_3x3,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,129,128,0.7751937984496138,8.629843222167832,-7.854649423718218,12.5,-91.86046511627907,-100.0,-74.8,1.0,29,0,,0,,129,-91.86046511627907,False,REPROVA
CS_3x3,back,fav1.40-1.80,Todos,fav casa,Todos,204,197,3.4313725490196068,7.9023469762087375,-4.470974427189131,14.0,-20.475490196078432,-77.57074894514768,40.87930429397185,1.0,31,0,,0,,204,-20.475490196078432,False,INCONCLUSIVO
CS_3x3,back,fav1.40-1.80,Todos,Todos,Todos,255,248,2.7450980392156876,7.798213658301344,-5.053115619085656,14.5,-36.380392156862754,-82.26344024747638,11.23843320779791,1.0,32,0,,0,,255,-36.380392156862754,False,INCONCLUSIVO
CS_3x3,back,fav<=1.40,Todos,Todos,Todos,109,108,0.917431192660545,8.33158134867743,-7.414150156016886,12.0,-70.3211009174312,-100.0,4.383196002804887,1.0,27,0,,0,,109,-70.3211009174312,False,INCONCLUSIVO
CS_3x3,back,Todos,U25>2.20,fav fora,Todos,120,117,2.500000000000002,6.506633077266629,-4.006633077266628,25.0,-45.25,-100.0,40.55821332133204,1.0,27,0,,0,,120,-45.25,False,INCONCLUSIVO
H,lay,fav1.40-1.80,Todos,Todos,TOP 3,101,62,38.613861386138616,40.014005764749015,-1.4001443786104018,1.55,-4.019192909310672,-27.374163250968557,19.016032416464515,1.0,36,0,,0,,101,-4.019192909310672,False,INCONCLUSIVO
H,lay,fav1.40-1.80,Todos,Todos,Todos,568,276,51.40845070422535,52.2211185835867,-0.8126678793613507,1.72,-1.8859200596107406,-12.159408166089833,7.589008278981757,1.0,36,0,,0,,568,-1.8859200596107406,False,INCONCLUSIVO
H,lay,Todos,U25>2.20,fav casa,Todos,512,264,48.4375,49.88188705821543,-1.444387058215435,1.96,-2.560334406747318,-11.695225996386778,7.1133707650321805,1.0,35,0,,0,,512,-2.560334406747318,False,INCONCLUSIVO
H,lay,Todos,U25>2.20,Todos,Todos,808,331,59.03465346534653,59.216228109611244,-0.1815746442647148,2.34,-0.5556595546518817,-5.499228864165409,4.5217113715702135,1.0,35,0,,0,,808,-0.5556595546518817,False,INCONCLUSIVO
H,lay,Todos,U25 1.60-2.20,fav fora,Todos,377,107,71.61803713527853,74.56662552958274,-2.948588394304219,3.65,-3.940522200465442,-8.503375794961338,1.3438938695990914,1.0,34,0,,0,,377,-3.940522200465442,False,INCONCLUSIVO
H,lay,Todos,U25 1.60-2.20,fav casa,Todos,855,396,53.68421052631579,53.711803601869704,-0.027593075553911106,2.14,-0.6545891807354074,-7.1591164551485456,5.3606846580301255,1.0,34,0,,0,,855,-0.6545891807354074,False,INCONCLUSIVO
H,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,64,38.46153846153846,43.93304094371677,-5.471502482178309,1.64,-15.029571517960793,-36.18565431258897,7.6678815951341655,1.0,36,0,,0,,104,-15.029571517960793,False,INCONCLUSIVO
H,lay,Todos,U25 1.60-2.20,Todos,Todos,1232,503,59.172077922077925,60.09351453267151,-0.9214366105935845,2.42,-1.6601060220001986,-6.705848310421351,3.115971388546069,1.0,36,0,,0,,1232,-1.6601060220001986,False,INCONCLUSIVO
H,lay,Todos,U25<=1.60,fav casa,Todos,210,101,51.9047619047619,58.481335048335936,-6.576573143574038,2.4299999999999997,-11.658535039340746,-22.30073196965068,-1.8714725019763936,1.0,34,0,,0,,210,-11.658535039340746,False,REPROVA
H,lay,Todos,U25<=1.60,Todos,Todos,275,116,57.81818181818181,62.05992565765223,-4.241743839470413,2.6,-7.900153701512299,-16.425011917715576,-0.29549533225562097,1.0,35,0,,0,,275,-7.900153701512299,False,REPROVA
H,lay,Todos,Todos,fav fora,Todos,738,189,74.39024390243902,74.80244330503537,-0.41219940259634713,3.7,-0.47142070885351106,-4.031935054310506,3.585143393862553,1.0,36,0,,0,,738,-0.47142070885351106,False,INCONCLUSIVO
H,lay,Todos,Todos,fav casa,TOP 3,106,66,37.735849056603776,39.61102159604268,-1.8751725394389074,1.56,-5.794862615441348,-29.216500879269823,17.391734473362032,1.0,36,0,,0,,106,-5.794862615441348,False,INCONCLUSIVO
H,lay,Todos,Todos,fav casa,Todos,1577,761,51.743817374762216,53.103486755583674,-1.35966938082146,2.12,-2.738653978468584,-8.293718632118987,2.36513203387075,1.0,36,0,,0,,1577,-2.738653978468584,False,INCONCLUSIVO
H,lay,Todos,Todos,Todos,TOP 3,108,66,38.888888888888886,40.401720143697425,-1.5128312548085388,1.56,-5.271636463423991,-28.25954068532971,17.44384220189307,1.0,36,0,,0,,108,-5.271636463423991,False,INCONCLUSIVO
CS_3x3,back,fav>1.80,U25>2.20,fav casa,Todos,130,128,1.538461538461533,5.63966686116044,-4.101205322698907,29.0,-51.69230769230769,-100.0,16.736152801600703,1.0,28,0,,0,,130,-51.69230769230769,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25>2.20,fav casa,Todos,313,200,36.102236421725244,40.29086846589637,-4.188632044171126,2.44,-10.20607028753994,-23.070822732674337,3.1134898195174947,1.0,35,0,,0,,313,-10.20607028753994,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25>2.20,Todos,Todos,517,321,37.9110251450677,40.189550946571,-2.2785258015033003,2.46,-5.167988394584142,-14.951629277060313,6.319015953947364,1.0,35,0,,0,,517,-5.167988394584142,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,323,153,52.63157894736843,54.36186300342807,-1.7302840560596389,1.89,-3.227244582043346,-13.172390547988908,8.140912755102036,1.0,33,0,,0,,323,-3.227244582043346,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25 1.60-2.20,fav casa,Todos,653,302,53.751914241960186,54.639715551143006,-0.887801309182823,1.88,-1.2169218989280268,-6.50341757357356,5.078086902006168,1.0,33,0,,0,,653,-1.2169218989280268,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25 1.60-2.20,Todos,Todos,976,455,53.38114754098361,54.54776230020866,-1.1666147592250486,1.89,-1.8822233606557393,-6.79904744560947,3.555471355279537,1.0,35,0,,0,,976,-1.8822233606557393,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25<=1.60,fav casa,Todos,183,67,63.387978142076506,69.10407575401771,-5.716097611941207,1.48,-8.096448087431694,-16.73738917963225,1.2835013231402492,1.0,33,0,,0,,183,-8.096448087431694,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,U25<=1.60,Todos,Todos,247,88,64.37246963562752,68.88344928297117,-4.510979647343638,1.5,-6.389068825910932,-14.000705359529539,1.5228091866376166,1.0,33,0,,0,,247,-6.389068825910932,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,Todos,fav fora,Todos,591,295,50.08460236886633,50.92048032075726,-0.8358779518909287,2.0,-1.0426395939086317,-8.83918421052632,8.22334972923096,1.0,36,0,,0,,591,-1.0426395939086317,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,Todos,fav casa,TOP 3,105,35,66.66666666666667,67.7920627258354,-1.125396059168715,1.47,-0.3457142857142878,-15.46114662317052,16.337252021563344,1.0,36,0,,0,,105,-0.3457142857142878,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,Todos,fav casa,Todos,1149,569,50.47867711053089,53.034657917934894,-2.5559808074040014,1.92,-4.761357702349872,-9.74574539852514,1.3909968361706833,1.0,36,0,,0,,1149,-4.761357702349872,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,Todos,Todos,TOP 3,107,36,66.35514018691589,68.97095006051953,-2.615809873603636,1.44,-3.591121495327105,-15.379053738317754,7.670501254759429,1.0,36,0,,0,,107,-3.591121495327105,False,INCONCLUSIVO
Under25_FT,back,fav>1.80,Todos,Todos,Todos,1740,864,50.3448275862069,52.31656656165213,-1.9717389754452364,1.95,-3.498275862068968,-8.021852812155055,1.7683107697801312,1.0,36,0,,0,,1740,-3.498275862068968,False,INCONCLUSIVO
Under25_FT,back,fav1.40-1.80,U25>2.20,fav casa,Todos,246,170,30.89430894308943,38.540645749894544,-7.64633680680511,2.6,-20.02235772357724,-34.02166256002904,-5.715912253694586,1.0,33,0,,0,,246,-20.02235772357724,False,REPROVA
Under25_FT,back,fav1.40-1.80,U25>2.20,Todos,Todos,333,226,32.13213213213213,38.24821219086902,-6.116080058736889,2.62,-16.92732732732733,-29.94014711830132,-4.218797245917292,1.0,33,0,,0,,333,-16.92732732732733,False,REPROVA
Under25_FT,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,220,123,44.09090909090909,53.121642112716295,-9.030733021807203,1.9449999999999998,-16.83386363636363,-26.857200349572214,-5.81577379679145,1.0,30,0,,0,,220,-16.83386363636363,False,REPROVA
Over35_FT,lay,fav<=1.40,Todos,fav casa,Todos,161,73,54.658385093167695,58.84110611115929,-4.1827210179915975,2.42,-7.811269147977798,-20.901437676494638,7.160309129228745,1.0,30,0,,0,,161,-7.811269147977798,False,INCONCLUSIVO
Over35_FT,lay,fav<=1.40,Todos,Todos,Todos,192,88,54.16666666666667,58.569067458510105,-4.40240079184343,2.38,-8.31936236044266,-21.004993288435305,5.607303762200265,1.0,30,0,,0,,192,-8.31936236044266,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25>2.20,fav fora,Todos,319,132,58.62068965517242,60.78984849975338,-2.169158844580965,2.6,-3.547765008685406,-13.68266259229252,8.748961669016305,1.0,30,0,,0,,319,-3.547765008685406,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25>2.20,fav casa,Todos,698,315,54.87106017191977,60.73965751553756,-5.868597343617788,2.6,-10.009112761516722,-16.803099759735517,-2.198219940906448,1.0,35,0,,0,,698,-10.009112761516722,False,REPROVA
Over35_FT,lay,Todos,U25>2.20,Todos,TOP 3,100,58,42.00000000000001,46.93370474510746,-4.933704745107459,1.81,-12.630815935882053,-34.01980526770604,9.081050265427852,1.0,35,0,,0,,100,-12.630815935882053,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25>2.20,Todos,Todos,1017,447,56.04719764011799,60.755400803605255,-4.708203163487257,2.6,-7.982396996371009,-14.280347565480675,-0.5393755937265535,1.0,35,0,,0,,1017,-7.982396996371009,False,REPROVA
Over35_FT,lay,Todos,U25 1.60-2.20,fav fora,Todos,383,109,71.54046997389034,75.5188636557275,-3.9783936818371557,3.9,-5.597147308943718,-12.200317058989093,1.9461672030767148,1.0,34,0,,0,,383,-5.597147308943718,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25 1.60-2.20,fav casa,Todos,893,228,74.46808510638299,75.70928222051124,-1.2411971141282563,3.95,-1.7358697361847124,-4.236336638753229,0.6477583003642075,1.0,34,0,,0,,893,-1.7358697361847124,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,37,64.42307692307692,71.40705855220136,-6.983981629124447,3.2,-9.948696518369884,-23.45444592552587,2.943739229119684,1.0,36,0,,0,,104,-9.948696518369884,False,INCONCLUSIVO
Over35_FT,lay,Todos,U25 1.60-2.20,Todos,Todos,1276,337,73.58934169278997,75.65212680490609,-2.0627851121161167,3.95,-2.8948582239329093,-5.536966031655922,-0.0013764684295956054,1.0,36,0,,0,,1276,-2.8948582239329093,False,REPROVA
Over35_FT,lay,Todos,Todos,fav fora,Todos,715,244,65.87412587412587,69.09316299976665,-3.219037125640778,3.25,-4.7264741356944295,-10.769102788598625,1.5398215108971534,1.0,36,0,,0,,715,-4.7264741356944295,False,INCONCLUSIVO
Over35_FT,lay,Todos,Todos,fav casa,TOP 3,103,56,45.63106796116505,50.11978918352654,-4.488721222361491,1.9,-10.372808477198026,-31.575960246346423,9.986136429449113,1.0,35,0,,0,,103,-10.372808477198026,False,INCONCLUSIVO
Over35_FT,lay,Todos,Todos,fav casa,Todos,1635,554,66.11620795107034,69.53048100163328,-3.4142730505629326,3.35,-5.496729306916855,-9.094665213072538,-1.5262353322568016,1.0,35,0,,0,,1635,-5.496729306916855,False,REPROVA
Over35_FT,lay,Todos,Todos,Todos,TOP 3,106,61,42.45283018867924,48.59420098604747,-6.141370797368223,1.84,-13.924231643288493,-33.14332808191706,6.161291181776994,1.0,36,0,,0,,106,-13.924231643288493,False,INCONCLUSIVO
Over35_FT,lay,Todos,Todos,Todos,Todos,2350,798,66.04255319148936,69.39742467340577,-3.3548714819163994,3.3,-5.262375073970457,-8.492014012751085,-1.5431448587000707,1.0,36,0,,0,,2350,-5.262375073970457,False,REPROVA
Over35_FT,lay,fav>1.80,U25 1.60-2.20,Todos,Todos,973,238,75.53956834532374,75.96704489765682,-0.4274765523330837,4.0,-0.6663155885688238,-3.664610883525235,3.0915229670524518,1.0,35,0,,0,,973,-0.6663155885688238,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,Todos,fav fora,Todos,539,165,69.38775510204081,70.82477218867123,-1.43701708663041,3.45,-1.9276325988418468,-8.331827952243625,5.721313684793191,1.0,35,0,,0,,539,-1.9276325988418468,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,Todos,fav casa,TOP 3,101,45,55.44554455445545,58.518884531494244,-3.0733399770387915,2.32,-6.375796369160581,-23.344484201454367,10.566600140616911,1.0,35,0,,0,,101,-6.375796369160581,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,Todos,fav casa,Todos,1002,308,69.26147704590818,72.13184540003616,-2.8703683541279723,3.65,-4.446487201566364,-7.706849275032257,-0.6755349618002323,1.0,35,0,,0,,1002,-4.446487201566364,False,REPROVA
Over35_FT,lay,fav>1.80,Todos,Todos,TOP 3,103,49,52.42718446601942,55.24087532265652,-2.8136908566371077,2.14,-5.596203629434164,-25.151660687735,14.212355061010395,1.0,35,0,,0,,103,-5.596203629434164,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,Todos,Todos,Todos,1541,473,69.30564568462037,71.67466664537963,-2.3690209607592494,3.6,-3.5654601860773862,-7.364588736001728,0.8234648530696279,1.0,35,0,,0,,1541,-3.5654601860773862,False,INCONCLUSIVO
Over35_FT,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,247,107,56.68016194331984,60.76262155445703,-4.082459611137191,2.58,-7.269580937043885,-17.68387208176609,3.7494570998575214,1.0,33,0,,0,,247,-7.269580937043885,False,INCONCLUSIVO
Over35_FT,lay,fav1.40-1.80,U25>2.20,Todos,Todos,335,146,56.41791044776119,60.40415219908859,-3.9862417513274018,2.54,-7.248158013279732,-16.23163315158861,1.2582624866760985,1.0,33,0,,0,,335,-7.248158013279732,False,INCONCLUSIVO
Over35_FT,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,219,66,69.86301369863014,74.98988320083868,-5.126869502208531,3.8,-7.288638660456013,-13.764748713824721,-0.7532191782681452,1.0,30,0,,0,,219,-7.288638660456013,False,REPROVA
Over35_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,275,90,67.27272727272727,74.79307106312383,-7.520343790396566,3.75,-10.415989889113428,-16.60848599510158,-4.096298509217005,1.0,31,0,,0,,275,-10.415989889113428,False,REPROVA
Over35_FT,lay,fav1.40-1.80,Todos,fav fora,Todos,145,64,55.86206896551724,65.20838942760045,-9.346320462083213,2.86,-13.798150316311697,-24.91794029471122,-1.561964431990914,1.0,26,0,,0,,145,-13.798150316311697,False,REPROVA
Over35_FT,lay,fav1.40-1.80,Todos,fav casa,Todos,472,173,63.347457627118644,67.65425691300322,-4.306799285884589,3.1,-6.936775228845625,-12.287940162474193,-1.074737395230735,1.0,35,0,,0,,472,-6.936775228845625,False,REPROVA
Over35_FT,lay,fav1.40-1.80,Todos,Todos,TOP 3,102,52,49.01960784313726,56.09488651317997,-7.075278670042717,2.1500000000000004,-14.425226059758057,-33.60946387308456,4.015664644419411,1.0,36,0,,0,,102,-14.425226059758057,False,INCONCLUSIVO
Over35_FT,lay,fav1.40-1.80,Todos,Todos,Todos,617,237,61.58833063209076,67.07945823328944,-5.491127601198686,3.05,-8.549253977115612,-13.960431839036676,-3.310818939610772,1.0,36,0,,0,,617,-8.549253977115612,False,REPROVA
Over35_FT,lay,fav<=1.40,U25>2.20,fav casa,Todos,138,65,52.89855072463768,56.432953317320525,-3.5344025926828393,2.33,-7.383582878151184,-20.472843858854937,8.392743784178467,1.0,29,0,,0,,138,-7.383582878151184,False,INCONCLUSIVO
Over35_FT,lay,fav<=1.40,U25>2.20,Todos,Todos,164,79,51.829268292682926,56.08034376068849,-4.251075468005561,2.3099999999999996,-8.635370528355224,-20.627258064364266,4.793135184802928,1.0,29,0,,0,,164,-8.635370528355224,False,INCONCLUSIVO
Over35_FT,back,Todos,U25 1.60-2.20,fav casa,Todos,896,668,25.44642857142857,28.060034811871986,-2.613606240443417,3.7,-9.94190848214286,-16.701553770949722,-2.787147027189819,1.0,34,0,,0,,896,-9.94190848214286,False,REPROVA
Over35_FT,back,Todos,U25 1.60-2.20,Todos,Todos,1279,942,26.34870992963253,28.09207977010698,-1.7433698404744513,3.7,-7.441712275215015,-14.988086610690612,-0.7723644160746714,1.0,36,0,,0,,1279,-7.441712275215015,False,REPROVA
Over35_FT,back,Todos,U25<=1.60,fav casa,Todos,102,83,18.627450980392158,19.837809382522476,-1.2103584021303182,5.6,-5.000000000000007,-43.895567352787914,36.052194351677066,1.0,30,0,,0,,102,-5.000000000000007,False,INCONCLUSIVO
Over35_FT,back,Todos,U25<=1.60,Todos,Todos,138,112,18.840579710144922,19.896897264062822,-1.0563175539178986,5.6,-2.4746376811594235,-34.72894374416434,36.11832506471094,1.0,32,0,,0,,138,-2.4746376811594235,False,INCONCLUSIVO
Over35_FT,back,Todos,Todos,fav fora,Todos,738,490,33.60433604336044,34.23965520507035,-0.635319161709913,3.1,-2.2114498644986487,-13.839191826427744,8.880801767676761,1.0,36,0,,0,,738,-2.2114498644986487,False,INCONCLUSIVO
Over35_FT,back,Todos,Todos,fav casa,TOP 3,106,50,52.83018867924528,53.550761173135264,-0.7205724938899816,1.8450000000000002,-3.1113207547169828,-23.298740751017387,15.777883909853237,1.0,36,0,,0,,106,-3.1113207547169828,False,INCONCLUSIVO
Over35_FT,back,Todos,Todos,fav casa,Todos,1696,1134,33.136792452830186,33.762914365173636,-0.6261219123434469,3.2,-3.5890625000000043,-11.011518734064266,3.4337962825285477,1.0,36,0,,0,,1696,-3.5890625000000043,False,INCONCLUSIVO
Over35_FT,back,Todos,Todos,Todos,Todos,2434,1624,33.278553820871,33.90746438154331,-0.6289105606723189,3.15,-3.171364009860316,-9.441660710146426,1.995180618291225,1.0,36,0,,0,,2434,-3.171364009860316,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,U25>2.20,fav fora,Todos,205,79,61.46341463414634,62.2219970229993,-0.7585823888529575,2.68,-0.49719153807990535,-13.584056931560065,15.227124473284286,1.0,30,0,,0,,205,-0.49719153807990535,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,U25>2.20,fav casa,Todos,313,143,54.31309904153354,62.620338223974755,-8.307239182441217,2.76,-13.32856159394239,-22.74357876809354,-4.03834389262607,1.0,35,0,,0,,313,-13.32856159394239,False,REPROVA
Over35_FT,lay,fav>1.80,U25>2.20,Todos,Todos,518,222,57.14285714285714,62.46269354019104,-5.3198363973339,2.7300000000000004,-8.250509737857815,-18.16483615568612,2.505208046281535,1.0,35,0,,0,,518,-8.250509737857815,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,322,84,73.91304347826086,75.82608884966966,-1.9130453714087947,3.95,-2.897779986161325,-9.637658308814157,5.355944550834526,1.0,33,0,,0,,322,-2.897779986161325,False,INCONCLUSIVO
Over35_FT,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,30,70.0,71.8605933160536,-1.8605933160536048,3.25,-2.678519237278535,-15.495344973907299,9.375655765928327,1.0,35,0,,0,,100,-2.678519237278535,False,INCONCLUSIVO
Under25_FT,back,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,276,161,41.666666666666664,52.92467270289131,-11.258006036224643,1.96,-21.355615942028987,-30.046237728665837,-11.746810448016424,1.0,31,0,,0,,276,-21.355615942028987,False,REPROVA
Under25_FT,back,fav1.40-1.80,Todos,fav fora,Todos,145,96,33.793103448275865,43.4889126005056,-9.695809152229733,2.38,-21.393103448275866,-36.15028738115817,-6.155193923240972,1.0,26,0,,0,,145,-21.393103448275866,False,REPROVA
Under25_FT,back,fav1.40-1.80,Todos,fav casa,Todos,488,305,37.5,46.389637806027764,-8.889637806027768,2.22,-19.18155737704918,-27.10320883691827,-11.121481948868748,1.0,35,0,,0,,488,-19.18155737704918,False,REPROVA
Under25_FT,back,fav1.40-1.80,Todos,Todos,TOP 3,102,53,48.0392156862745,56.25052581786346,-8.211310131588956,1.76,-14.994607843137256,-31.584567857142858,1.3267578769005193,1.0,36,0,,0,,102,-14.994607843137256,False,INCONCLUSIVO
Under25_FT,back,fav1.40-1.80,Todos,Todos,Todos,633,401,36.65086887835704,45.72517468627941,-9.074305807922373,2.24,-19.688151658767776,-26.65955833894585,-12.36864755303545,1.0,36,0,,0,,633,-19.688151658767776,False,REPROVA
Under25_FT,back,fav<=1.40,U25>2.20,fav casa,Todos,137,90,34.306569343065696,34.707242569132504,-0.4006732260668111,2.9,-2.882481751824821,-20.968303953467647,19.687439718424667,1.0,29,0,,0,,137,-2.882481751824821,False,INCONCLUSIVO
Under25_FT,back,fav<=1.40,U25>2.20,Todos,Todos,162,108,33.333333333333336,34.489300997732016,-1.1559676643986772,2.96,-4.1132716049382765,-20.617817312047105,16.20265121102631,1.0,29,0,,0,,162,-4.1132716049382765,False,INCONCLUSIVO
Under25_FT,back,fav<=1.40,Todos,fav casa,Todos,161,105,34.78260869565217,37.160128747469884,-2.3775200518177106,2.78,-6.281987577639756,-23.314223752792255,13.722240538267428,1.0,30,0,,0,,161,-6.281987577639756,False,INCONCLUSIVO
Under25_FT,back,fav<=1.40,Todos,Todos,Todos,191,126,34.031413612565444,36.99596142469239,-2.9645478121269497,2.8,-7.133246073298434,-23.11047189499142,11.014279761904739,1.0,30,0,,0,,191,-7.133246073298434,False,INCONCLUSIVO
