ko,dia,home,away,janela,fav,quem,minuto,odd,lay_size,lay_pre,red,fonte,pnl,be
2026-08-23 18:45,2026-08-23,Atalanta,Sassuolo,10-25,1.40-1.80,?,13.8,20.0,1252.21,19.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-23 18:45,2026-08-23,Atalanta,Sassuolo,25-40,1.40-1.80,?,30.1,19.5,1749.72,19.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-08-23 19:00,2026-08-23,A.C. Trento S.C.S.D.,Treviso,10-25,>1.80,?,15.100000000000001,16.0,846.41,27.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-23 19:00,2026-08-23,CA Temperley,FC Midland,10-25,>1.80,?,15.100000000000001,18.5,470.64,950.0,0,betfair,0.054285714285714284,0.948509485094851
2026-08-23 19:00,2026-08-23,CA Temperley,FC Midland,25-40,>1.80,visit,31.0,28.0,404.45,950.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-23 19:00,2026-08-23,Cesena,Sampdoria,10-25,>1.80,?,15.100000000000001,13.0,293.94,60.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-23 19:00,2026-08-23,Cesena,Sampdoria,25-40,>1.80,mand,31.0,18.0,74.56,60.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-23 19:00,2026-08-23,Cesena,Sampdoria,46-60,>1.80,mand,47.1,21.0,72.05,60.0,0,betfair,0.0475,0.9546539379474941
2026-08-23 19:00,2026-08-23,Hajduk Split,Osijek,10-25,>1.80,?,15.100000000000001,14.0,644.71,17.5,0,betfair,0.07307692307692307,0.931899641577061
2026-08-23 19:00,2026-08-23,Palermo,Juve Stabia,10-25,1.40-1.80,?,15.100000000000001,22.0,2463.82,29.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-23 19:00,2026-08-23,Sambenedettese,Forli,10-25,>1.80,mand,15.100000000000001,19.0,183.19,29.0,1,betfair,-1.0,0.949868073878628
2026-08-23 19:00,2026-08-23,Universidad de Chile,Colo Colo,10-25,>1.80,?,20.5,12.5,534.62,990.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-23 19:30,2026-08-23,Elche,Barcelona,10-25,<=1.40,?,11.7,27.0,88.9,23.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-23 19:30,2026-08-23,Elche,Barcelona,25-40,<=1.40,?,32.9,26.0,591.79,23.0,0,betfair,0.038,0.9633911368015414
2026-08-23 19:30,2026-08-23,Tenerife,Almeria,25-40,>1.80,mand,32.9,24.0,105.5,18.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-23 19:30,2026-08-23,Tenerife,Almeria,46-60,>1.80,mand,48.9,26.0,1207.32,18.0,0,betfair,0.038,0.9633911368015414
2026-08-23 20:00,2026-08-23,Belgrano,Defensa y Justicia,10-25,>1.80,?,13.600000000000001,12.5,2545.83,990.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-23 20:00,2026-08-23,Belgrano,Defensa y Justicia,25-40,>1.80,?,34.6,18.0,1921.22,990.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-23 20:30,2026-08-23,Melgar,Alianza Lima,25-40,>1.80,mand,25.700000000000003,29.0,2651.76,32.0,0,b365,0.033928571428571426,0.9671848013816926
2026-08-23 20:30,2026-08-23,New England Revolution,New York City,25-40,>1.80,mand,36.0,16.0,1469.49,16.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-23 21:15,2026-08-23,Guabira,Blooming Santa Cruz,60-75,>1.80,visit,63.7,29.0,336.45,14.5,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-23 21:30,2026-08-23,Chapecoense,Sao Paulo,10-25,>1.80,?,17.6,15.0,94.02,24.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-23 21:30,2026-08-23,Chapecoense,Sao Paulo,25-40,>1.80,?,28.0,15.5,1075.56,24.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-23 21:30,2026-08-23,Chapecoense,Sao Paulo,46-60,>1.80,?,48.7,18.0,548.36,24.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-23 21:30,2026-08-23,Criciuma,Fortaleza EC,25-40,>1.80,visit,38.3,26.0,994.28,500.0,0,b365,0.038,0.9633911368015414
2026-08-23 21:30,2026-08-23,Criciuma,Fortaleza EC,46-60,>1.80,visit,48.7,25.0,982.11,500.0,0,b365,0.03958333333333333,0.9619238476953909
2026-08-23 21:30,2026-08-23,Santos,Mirassol,25-40,>1.80,?,38.3,16.5,1280.13,19.5,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-23 21:30,2026-08-23,Santos,Mirassol,46-60,>1.80,?,48.7,18.0,934.94,19.5,0,betfair,0.055882352941176466,0.947075208913649
2026-08-23 21:30,2026-08-23,Santos,Mirassol,60-75,>1.80,?,69.3,27.0,932.66,19.5,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-23 22:15,2026-08-23,River Plate,Velez Sarsfield,10-25,1.40-1.80,?,14.100000000000001,27.0,1808.32,34.0,1,betfair,-1.0,0.9647495361781077
2026-08-23 22:30,2026-08-23,Coritiba,Corinthians,25-40,>1.80,mand,30.0,28.0,1380.12,24.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-23 22:30,2026-08-23,Coritiba,Corinthians,46-60,>1.80,mand,50.599999999999994,29.0,850.94,24.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-23 23:00,2026-08-23,Atlanta Utd,Kansas City,10-25,1.40-1.80,?,15.399999999999999,16.0,1308.63,17.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-23 23:30,2026-08-23,Real Tomayapo,Always Ready,46-60,1.40-1.80,?,46.9,30.0,71.58,990.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-24 16:00,2026-08-24,Altglienicke,Wolfsburg,10-25,<=1.40,?,16.7,10.5,150.25,36.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-24 16:00,2026-08-24,Altglienicke,Wolfsburg,25-40,<=1.40,?,27.299999999999997,10.5,1894.1,36.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-24 16:00,2026-08-24,Altglienicke,Wolfsburg,46-60,<=1.40,?,48.3,13.5,1490.77,36.0,0,betfair,0.076,0.929368029739777
2026-08-24 16:00,2026-08-24,Botev Vratsa,Botev Plovdiv,10-25,>1.80,?,11.399999999999999,12.5,1043.53,20.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-24 16:00,2026-08-24,Botev Vratsa,Botev Plovdiv,25-40,>1.80,?,27.299999999999997,16.0,564.03,20.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-24 16:00,2026-08-24,Botev Vratsa,Botev Plovdiv,46-60,>1.80,mand,48.3,20.0,506.86,20.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-24 16:00,2026-08-24,Maccabi Ahi Nazareth,Hapoel Afula,10-25,>1.80,?,11.399999999999999,15.5,103.04,18.5,0,b365,0.06551724137931034,0.9385113268608415
2026-08-24 16:00,2026-08-24,Maccabi Ahi Nazareth,Hapoel Afula,25-40,>1.80,?,27.299999999999997,16.5,139.24,18.5,0,b365,0.06129032258064516,0.9422492401215806
2026-08-24 16:00,2026-08-24,Verl,Hamburger SV,25-40,1.40-1.80,?,37.7,25.0,420.3,18.5,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-24 16:00,2026-08-24,Verl,Hamburger SV,46-60,1.40-1.80,?,48.3,25.0,368.4,18.5,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-24 16:00,2026-08-24,Wurzburger Kickers,FC Koln,10-25,<=1.40,?,11.399999999999999,10.5,658.58,950.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-24 16:00,2026-08-24,Wurzburger Kickers,FC Koln,25-40,<=1.40,?,27.299999999999997,12.0,70.14,950.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-24 16:00,2026-08-24,Wurzburger Kickers,FC Koln,46-60,<=1.40,?,48.3,14.0,676.33,950.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-24 17:00,2026-08-24,Brondby,Silkeborg,46-60,1.40-1.80,?,51.2,13.0,5418.11,20.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-24 17:00,2026-08-24,Farense,Felgueiras,10-25,>1.80,?,14.5,12.0,1329.93,34.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-24 17:00,2026-08-24,Farense,Felgueiras,25-40,>1.80,?,25.0,14.5,1166.0,34.0,0,betfair,0.07037037037037036,0.9342560553633218
2026-08-24 17:00,2026-08-24,Farense,Felgueiras,46-60,>1.80,visit,51.2,21.0,755.42,34.0,0,betfair,0.0475,0.9546539379474941
2026-08-24 17:00,2026-08-24,Farense,Felgueiras,60-75,>1.80,visit,61.7,26.0,1093.73,34.0,0,betfair,0.038,0.9633911368015414
2026-08-24 17:00,2026-08-24,Malmo FF,Djurgardens,25-40,>1.80,?,25.0,14.0,107.18,15.5,0,betfair,0.07307692307692307,0.931899641577061
2026-08-24 17:00,2026-08-24,Malmo FF,Djurgardens,46-60,>1.80,visit,51.2,18.0,163.03,15.5,0,betfair,0.055882352941176466,0.947075208913649
2026-08-24 17:00,2026-08-24,Malmo FF,Djurgardens,60-75,>1.80,visit,61.7,24.0,123.99,15.5,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-24 17:00,2026-08-24,Stal Rzeszow,Ruch Chorzow,46-60,>1.80,visit,51.2,30.0,448.01,17.5,0,b365,0.03275862068965517,0.9682804674457429
2026-08-24 17:00,2026-08-24,Varnamo,Landskrona,10-25,>1.80,?,14.5,12.5,1026.67,15.5,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-24 17:00,2026-08-24,Varnamo,Landskrona,25-40,>1.80,?,25.0,13.5,1064.58,15.5,0,betfair,0.076,0.929368029739777
2026-08-24 17:00,2026-08-24,Varnamo,Landskrona,46-60,>1.80,mand,51.2,18.0,908.59,15.5,0,betfair,0.055882352941176466,0.947075208913649
2026-08-24 17:05,2026-08-24,Norrkoping,Falkenbergs,25-40,1.40-1.80,?,25.299999999999997,23.0,693.44,19.5,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-24 18:00,2026-08-24,Al-Ittihad,Al-Hazm (KSA),10-25,1.40-1.80,?,12.0,9.8,1133.92,19.5,0,betfair,0.10795454545454544,0.9025641025641027
2026-08-24 18:30,2026-08-24,Livorno,Sassari Torres,10-25,>1.80,?,23.700000000000003,16.5,113.02,60.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-24 18:30,2026-08-24,Livorno,Sassari Torres,25-40,>1.80,?,28.9,16.5,439.08,60.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-24 18:30,2026-08-24,Sivasspor,Manisa FK,10-25,>1.80,?,13.3,23.0,143.45,18.5,1,betfair,-1.0,0.9586056644880174
2026-08-24 18:45,2026-08-24,Hallescher FC,Schalke 04,25-40,<=1.40,?,34.6,15.0,787.4,32.0,0,b365,0.06785714285714285,0.9364548494983278
2026-08-24 18:45,2026-08-24,Hallescher FC,Schalke 04,46-60,<=1.40,?,50.2,14.0,1217.77,32.0,0,b365,0.07307692307692307,0.931899641577061
2026-08-24 18:45,2026-08-24,Hallescher FC,Schalke 04,60-75,<=1.40,?,60.5,18.5,708.05,32.0,0,b365,0.054285714285714284,0.948509485094851
2026-08-24 18:45,2026-08-24,Reims,Annecy,25-40,>1.80,?,29.4,17.5,1068.83,990.0,0,betfair,0.05757575757575757,0.9455587392550143
2026-08-24 18:45,2026-08-24,Reims,Annecy,46-60,>1.80,?,50.2,20.0,1083.21,990.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-24 18:45,2026-08-24,Roma,Fiorentina,10-25,1.40-1.80,?,19.200000000000003,22.0,1064.24,1000.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-24 18:45,2026-08-24,Roma,Fiorentina,25-40,1.40-1.80,?,29.4,28.0,88.98,1000.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-24 19:00,2026-08-24,Crotone,Foggia,10-25,>1.80,?,14.399999999999999,13.0,982.25,19.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-24 19:00,2026-08-24,Crotone,Foggia,25-40,>1.80,?,30.0,15.0,755.23,19.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-24 19:00,2026-08-24,Crotone,Foggia,46-60,>1.80,?,50.7,19.0,832.41,19.0,0,betfair,0.05277777777777778,0.949868073878628
2026-08-24 19:00,2026-08-24,Reggiana,Ravenna,10-25,>1.80,mand,24.799999999999997,18.0,545.63,27.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-24 19:00,2026-08-24,Reggiana,Ravenna,25-40,>1.80,mand,30.0,19.0,513.32,27.0,0,betfair,0.05277777777777778,0.949868073878628
2026-08-24 19:00,2026-08-24,Reggiana,Ravenna,46-60,>1.80,mand,50.7,22.0,643.58,27.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-24 19:00,2026-08-24,Reggiana,Ravenna,60-75,>1.80,mand,61.0,29.0,1397.14,27.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-24 19:15,2026-08-24,Feirense,Porto B,10-25,>1.80,?,15.0,14.0,429.98,23.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-24 19:15,2026-08-24,Feirense,Porto B,25-40,>1.80,?,30.5,18.5,650.29,23.0,0,betfair,0.054285714285714284,0.948509485094851
2026-08-24 19:15,2026-08-24,Feirense,Porto B,46-60,>1.80,visit,46.0,21.0,431.44,23.0,0,betfair,0.0475,0.9546539379474941
2026-08-24 19:15,2026-08-24,Gil Vicente,Casa Pia,10-25,>1.80,?,15.0,21.0,1885.73,27.0,0,betfair,0.0475,0.9546539379474941
2026-08-24 19:30,2026-08-24,Granada,Mallorca,10-25,>1.80,?,15.5,12.5,1229.68,990.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-24 19:30,2026-08-24,Granada,Mallorca,25-40,>1.80,?,25.9,15.0,960.06,990.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-24 19:30,2026-08-24,Granada,Mallorca,46-60,>1.80,mand,46.4,18.0,549.48,990.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-24 19:30,2026-08-24,Granada,Mallorca,60-75,>1.80,mand,61.900000000000006,27.0,733.72,990.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-24 22:30,2026-08-24,Athletic Club,Novorizontino,10-25,>1.80,visit,19.9,25.0,345.28,23.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-24 22:30,2026-08-24,Athletic Club,Novorizontino,25-40,>1.80,visit,25.0,27.0,492.42,23.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-24 22:30,2026-08-24,Sport Recife,America MG,10-25,1.40-1.80,?,19.9,23.0,655.0,1000.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-24 22:30,2026-08-24,Sport Recife,America MG,25-40,1.40-1.80,?,25.0,25.0,613.35,1000.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-24 23:30,2026-08-24,San Luis,Santiago Wanderers,25-40,>1.80,?,26.1,19.0,1998.79,19.0,0,b365,0.05277777777777778,0.949868073878628
2026-08-24 23:30,2026-08-24,San Luis,Santiago Wanderers,46-60,>1.80,?,51.599999999999994,19.0,794.59,19.0,0,b365,0.05277777777777778,0.949868073878628
2026-08-24 23:30,2026-08-24,San Luis,Santiago Wanderers,60-75,>1.80,?,61.7,30.0,1169.73,19.0,0,b365,0.03275862068965517,0.9682804674457429
2026-08-25 16:00,2026-08-25,Unirea Slobozia,FC Metaloglobus Bucuresti,10-25,>1.80,?,11.3,12.5,71.91,60.0,0,b365,0.08260869565217391,0.9236947791164659
2026-08-25 16:00,2026-08-25,Unirea Slobozia,FC Metaloglobus Bucuresti,25-40,>1.80,?,27.200000000000003,17.0,101.22,60.0,0,b365,0.059375,0.943952802359882
2026-08-25 16:00,2026-08-25,Unirea Slobozia,FC Metaloglobus Bucuresti,46-60,>1.80,?,53.900000000000006,17.5,296.44,60.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-25 17:00,2026-08-25,Orebro,Varbergs BoIS,10-25,>1.80,?,15.5,13.5,1500.2,15.0,0,betfair,0.076,0.929368029739777
2026-08-25 17:00,2026-08-25,Orebro,Varbergs BoIS,25-40,>1.80,?,25.9,15.5,1264.23,15.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-25 17:30,2026-08-25,Kruger United FC,Durban City,25-40,>1.80,visit,27.799999999999997,24.0,222.06,26.0,0,b365,0.041304347826086954,0.9603340292275574
2026-08-25 18:00,2026-08-25,Al-Ettifaq,Al Nassr,25-40,<=1.40,?,29.5,13.0,1118.82,25.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-25 18:00,2026-08-25,Al-Shabab (KSA),Al Riyadh SC,10-25,1.40-1.80,mand,19.1,29.0,391.49,990.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-25 18:00,2026-08-25,Cardiff,Norwich,10-25,>1.80,?,13.8,12.5,2443.42,16.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-25 18:00,2026-08-25,Cardiff,Norwich,25-40,>1.80,?,29.5,14.0,1341.51,16.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-25 18:00,2026-08-25,Cardiff,Norwich,46-60,>1.80,?,50.8,15.5,73.12,16.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-25 18:00,2026-08-25,Cardiff,Norwich,60-75,>1.80,visit,61.2,24.0,119.71,16.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-25 18:45,2026-08-25,Blackburn,Sheff Utd,10-25,>1.80,?,16.2,13.0,1528.88,17.0,0,b365,0.07916666666666666,0.9266409266409267
2026-08-25 18:45,2026-08-25,Blackburn,Sheff Utd,25-40,>1.80,?,26.799999999999997,15.5,1664.01,17.0,0,b365,0.06551724137931034,0.9385113268608415
2026-08-25 18:45,2026-08-25,Blackburn,Sheff Utd,46-60,>1.80,visit,47.7,18.5,1068.4,17.0,0,b365,0.054285714285714284,0.948509485094851
2026-08-25 18:45,2026-08-25,Blackpool,Lincoln,25-40,>1.80,?,26.799999999999997,16.0,1184.84,16.5,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-25 18:45,2026-08-25,Cambridge Utd,Millwall,10-25,>1.80,visit,16.2,17.0,448.19,19.5,0,betfair,0.059375,0.943952802359882
2026-08-25 18:45,2026-08-25,Cambridge Utd,Millwall,46-60,>1.80,visit,47.7,28.0,161.38,19.5,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-25 18:45,2026-08-25,Southampton,West Ham,10-25,>1.80,?,16.2,15.5,2279.12,14.5,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-25 18:45,2026-08-25,Southampton,West Ham,25-40,>1.80,?,26.799999999999997,17.5,70.49,14.5,0,betfair,0.05757575757575757,0.9455587392550143
2026-08-25 19:00,2026-08-25,Birmingham,Brentford,10-25,>1.80,?,11.8,20.0,1049.44,17.5,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-25 19:15,2026-08-25,Afturelding,Grotta,10-25,<=1.40,?,22.9,28.0,822.93,27.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-25 19:15,2026-08-25,Afturelding,Grotta,25-40,<=1.40,?,28.200000000000003,30.0,771.31,27.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-25 20:30,2026-08-25,Boca Juniors de Cali,Bogota,10-25,>1.80,?,10.100000000000001,12.0,199.62,25.0,0,b365,0.08636363636363636,0.9205020920502093
2026-08-25 22:30,2026-08-25,Juventude,CRB,25-40,>1.80,visit,38.4,19.0,1000.58,21.0,0,betfair,0.05277777777777778,0.949868073878628
2026-08-25 22:30,2026-08-25,Juventude,CRB,46-60,>1.80,visit,48.6,19.5,1475.0,21.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-08-25 23:00,2026-08-25,Universitario de Vinto,Nacional Potosi,10-25,>1.80,?,18.6,16.0,1095.18,14.5,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-26 10:30,2026-08-26,Gangwon,Gwangju FC,10-25,1.40-1.80,?,14.0,13.0,4436.18,32.0,1,betfair,-1.0,0.9266409266409267
2026-08-26 15:45,2026-08-26,Al-Adalh,Al Taee,25-40,>1.80,?,28.1,15.5,96.62,17.5,0,b365,0.06551724137931034,0.9385113268608415
2026-08-26 16:00,2026-08-26,Al Faisaly ( KSA ),Al-Fateh (KSA),10-25,>1.80,visit,24.0,15.0,197.31,24.0,0,b365,0.06785714285714285,0.9364548494983278
2026-08-26 16:10,2026-08-26,Al Bukayriyah,Al-Okhdood Club,10-25,>1.80,visit,24.4,21.0,93.6,18.0,0,b365,0.0475,0.9546539379474941
2026-08-26 16:10,2026-08-26,Al Bukayriyah,Al-Okhdood Club,25-40,>1.80,visit,29.9,21.0,307.48,18.0,0,b365,0.0475,0.9546539379474941
2026-08-26 16:10,2026-08-26,Al Bukayriyah,Al-Okhdood Club,46-60,>1.80,visit,46.0,26.0,150.99,18.0,0,b365,0.038,0.9633911368015414
2026-08-26 17:00,2026-08-26,Asane,Lyn,10-25,>1.80,?,11.899999999999999,16.5,284.09,14.5,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-26 17:00,2026-08-26,Haugesund,Egersund,10-25,1.40-1.80,?,17.200000000000003,19.0,1339.11,16.5,0,betfair,0.05277777777777778,0.949868073878628
2026-08-26 17:00,2026-08-26,Moss,Sogndal,10-25,>1.80,?,11.899999999999999,12.5,196.78,14.0,1,betfair,-1.0,0.9236947791164659
2026-08-26 17:00,2026-08-26,Moss,Sogndal,25-40,>1.80,?,27.9,14.5,495.46,14.0,1,betfair,-1.0,0.9342560553633218
2026-08-26 17:00,2026-08-26,Odds BK,Kongsvinger,10-25,>1.80,?,22.6,13.0,196.99,13.5,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-26 17:00,2026-08-26,Odds BK,Kongsvinger,25-40,>1.80,?,27.9,12.5,1268.14,13.5,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-26 17:00,2026-08-26,Odds BK,Kongsvinger,46-60,>1.80,?,49.0,13.5,1240.4,13.5,0,betfair,0.076,0.929368029739777
2026-08-26 17:00,2026-08-26,Odds BK,Kongsvinger,60-75,>1.80,visit,69.9,26.0,761.88,13.5,0,betfair,0.038,0.9633911368015414
2026-08-26 17:00,2026-08-26,Petrojet,El Geish,25-40,>1.80,?,27.9,19.5,205.83,27.0,0,betfair,0.05135135135135135,0.9511568123393317
2026-08-26 18:30,2026-08-26,Patronato,CA Atlanta,10-25,>1.80,?,11.600000000000001,24.0,1083.16,30.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-26 18:45,2026-08-26,Newcastle,West Brom,10-25,<=1.40,?,12.399999999999999,10.5,77.02,26.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-26 19:00,2026-08-26,Real Madrid,Real Sociedad,25-40,<=1.40,?,34.0,30.0,384.53,30.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-27 16:45,2026-08-27,Monaco,Gornik Zabrze,25-40,<=1.40,?,25.799999999999997,27.0,740.12,29.0,0,b365,0.036538461538461534,0.9647495361781077
2026-08-27 17:50,2026-08-27,Al-Jndal,Al-Saqer FC,25-40,>1.80,mand,29.200000000000003,15.5,723.96,30.0,0,b365,0.06551724137931034,0.9385113268608415
2026-08-27 17:50,2026-08-27,Al-Jndal,Al-Saqer FC,60-75,>1.80,mand,60.400000000000006,27.0,608.72,30.0,0,b365,0.036538461538461534,0.9647495361781077
2026-08-27 18:30,2026-08-27,Borac Banja Luka,Vikingur Reykjavik,10-25,>1.80,?,10.0,11.5,1332.1,17.0,0,b365,0.09047619047619047,0.9170305676855895
2026-08-27 18:30,2026-08-27,Borac Banja Luka,Vikingur Reykjavik,25-40,>1.80,?,30.700000000000003,15.5,93.26,17.0,0,b365,0.06551724137931034,0.9385113268608415
2026-08-27 18:30,2026-08-27,Borac Banja Luka,Vikingur Reykjavik,46-60,>1.80,visit,46.3,17.5,87.96,17.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-27 18:30,2026-08-27,Celta Vigo,Osasuna,10-25,>1.80,?,10.0,21.0,2037.11,24.0,0,betfair,0.0475,0.9546539379474941
2026-08-27 18:30,2026-08-27,Celta Vigo,Osasuna,25-40,>1.80,mand,30.700000000000003,28.0,90.73,24.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-27 18:30,2026-08-27,Ferencvaros,Trabzonspor,10-25,>1.80,?,10.0,23.0,242.96,15.5,0,b365,0.04318181818181818,0.9586056644880174
2026-08-27 18:30,2026-08-27,Ferencvaros,Trabzonspor,25-40,>1.80,?,30.700000000000003,28.0,353.0,15.5,0,b365,0.03518518518518518,0.9660107334525939
2026-08-27 18:30,2026-08-27,Ferencvaros,Trabzonspor,46-60,>1.80,?,46.3,30.0,354.88,15.5,0,b365,0.03275862068965517,0.9682804674457429
2026-08-27 18:45,2026-08-27,Boreham Wood,Boston Utd,10-25,1.40-1.80,?,15.7,10.5,677.48,20.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-27 18:45,2026-08-27,Boreham Wood,Boston Utd,25-40,1.40-1.80,?,26.1,12.5,665.38,20.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-27 18:45,2026-08-27,Boreham Wood,Boston Utd,46-60,1.40-1.80,?,46.8,17.5,1499.7,20.0,0,betfair,0.05757575757575757,0.9455587392550143
2026-08-27 18:45,2026-08-27,Caen,Bastia,10-25,>1.80,?,15.7,13.5,736.34,990.0,0,betfair,0.076,0.929368029739777
2026-08-27 18:45,2026-08-27,Caen,Bastia,25-40,>1.80,?,26.1,16.5,610.83,990.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-27 18:45,2026-08-27,Caen,Bastia,46-60,>1.80,visit,46.8,21.0,759.88,990.0,0,betfair,0.0475,0.9546539379474941
2026-08-27 19:00,2026-08-27,Barcelona,Athletic Bilbao,25-40,<=1.40,?,31.799999999999997,30.0,90.49,25.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-27 22:30,2026-08-27,Club Independiente Petrolero,Guabira,10-25,>1.80,?,11.399999999999999,10.5,107.27,16.5,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-28 10:30,2026-08-28,Ansan Greeners FC,Daegu Fc,46-60,>1.80,?,51.3,16.5,465.12,21.0,0,b365,0.06129032258064516,0.9422492401215806
2026-08-28 11:35,2026-08-28,Dalian Yingbo,Beijing Guoan,25-40,>1.80,?,39.7,16.0,3547.08,14.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-28 11:35,2026-08-28,Dalian Yingbo,Beijing Guoan,46-60,>1.80,?,50.7,16.5,4483.97,14.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-28 11:35,2026-08-28,Shanghai Shenhua,Shandong Taishan,10-25,1.40-1.80,?,12.8,10.0,1997.46,16.0,0,betfair,0.10555555555555556,0.9045226130653267
2026-08-28 16:00,2026-08-28,Al-Feiha,Abha,10-25,>1.80,mand,23.9,17.5,1367.28,18.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-28 16:00,2026-08-28,Al-Feiha,Abha,25-40,>1.80,mand,29.5,19.0,1341.55,18.0,0,b365,0.05277777777777778,0.949868073878628
2026-08-28 16:00,2026-08-28,Al-Feiha,Abha,46-60,>1.80,mand,51.2,29.0,893.73,18.0,0,b365,0.033928571428571426,0.9671848013816926
2026-08-28 16:00,2026-08-28,Pohronie,Tatran Presov,10-25,>1.80,?,12.7,14.0,1771.39,17.0,0,b365,0.07307692307692307,0.931899641577061
