ko,dia,home,away,janela,fav,quem,minuto,odd,lay_size,lay_pre,red,fonte,pnl,be
2026-08-17 15:00,2026-08-17,Chernomorets Bourgas,CSKA Sofia II,10-25,>1.80,?,14.399999999999999,12.5,371.33,950.0,0,b365,0.08260869565217391,0.9236947791164659
2026-08-17 15:00,2026-08-17,Chernomorets Bourgas,CSKA Sofia II,25-40,>1.80,?,25.1,15.0,261.29,950.0,0,b365,0.06785714285714285,0.9364548494983278
2026-08-17 15:00,2026-08-17,Chernomorets Bourgas,CSKA Sofia II,46-60,>1.80,?,46.2,18.5,200.64,950.0,0,b365,0.054285714285714284,0.948509485094851
2026-08-17 15:00,2026-08-17,Slovan Bratislava II,FK Humenne,10-25,>1.80,?,14.399999999999999,18.0,75.87,20.0,0,b365,0.055882352941176466,0.947075208913649
2026-08-17 15:00,2026-08-17,Slovan Bratislava II,FK Humenne,25-40,>1.80,?,25.1,19.0,368.58,20.0,0,b365,0.05277777777777778,0.949868073878628
2026-08-17 15:00,2026-08-17,Slovan Bratislava II,FK Humenne,46-60,>1.80,?,46.2,22.0,446.49,20.0,0,b365,0.04523809523809524,0.9567198177676538
2026-08-17 16:00,2026-08-17,Pisa,Empoli,25-40,1.40-1.80,mand,39.4,29.0,633.69,22.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-17 16:00,2026-08-17,Pisa,Empoli,46-60,1.40-1.80,mand,49.8,30.0,968.49,22.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-17 16:30,2026-08-17,Sassuolo,Cesena,10-25,1.40-1.80,?,19.799999999999997,26.0,86.58,24.0,0,betfair,0.038,0.9633911368015414
2026-08-17 16:30,2026-08-17,Sassuolo,Cesena,25-40,1.40-1.80,?,25.1,24.0,86.16,24.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-17 17:00,2026-08-17,Brondby,SonderjyskE,10-25,1.40-1.80,?,11.100000000000001,23.0,724.89,24.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-17 17:00,2026-08-17,Hacken,Halmstads,25-40,<=1.40,?,26.799999999999997,25.0,1247.11,23.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-17 18:00,2026-08-17,All Boys,Nueva Chicago,10-25,>1.80,mand,14.100000000000001,25.0,72.28,55.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-17 18:00,2026-08-17,De Graafschap,Jong AZ Alkmaar,10-25,>1.80,?,14.100000000000001,10.5,1493.6,13.5,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-17 18:00,2026-08-17,FC Liege,Francs Borains,46-60,>1.80,visit,55.7,21.0,814.96,18.0,0,b365,0.0475,0.9546539379474941
2026-08-17 18:00,2026-08-17,FC Liege,Francs Borains,60-75,>1.80,visit,61.0,25.0,86.17,18.0,0,b365,0.03958333333333333,0.9619238476953909
2026-08-17 18:00,2026-08-17,FK Novi Pazar,Vojvodina,25-40,>1.80,?,29.700000000000003,14.0,174.68,18.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-17 18:00,2026-08-17,FK Novi Pazar,Vojvodina,46-60,>1.80,?,55.7,17.5,91.25,18.0,0,betfair,0.05757575757575757,0.9455587392550143
2026-08-17 18:00,2026-08-17,FK Novi Pazar,Vojvodina,60-75,>1.80,?,61.0,20.0,77.38,18.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-17 18:00,2026-08-17,IR Reykjavik,Njardvik,10-25,>1.80,?,14.100000000000001,11.0,136.69,15.0,0,betfair,0.095,0.9132420091324202
2026-08-17 18:00,2026-08-17,IR Reykjavik,Njardvik,25-40,>1.80,?,29.700000000000003,13.0,653.54,15.0,0,betfair,0.07916666666666666,0.9266409266409267
2026-08-17 18:00,2026-08-17,Jong FC Utrecht,Vitesse Arnhem,10-25,>1.80,?,24.5,17.0,687.16,16.5,0,betfair,0.059375,0.943952802359882
2026-08-17 18:00,2026-08-17,Jong FC Utrecht,Vitesse Arnhem,25-40,>1.80,visit,29.700000000000003,18.0,620.5,16.5,0,betfair,0.055882352941176466,0.947075208913649
2026-08-17 18:30,2026-08-17,FCSB,Botosani,10-25,1.40-1.80,?,10.2,22.0,72.09,18.5,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-17 18:45,2026-08-17,US Cremonese,Sampdoria,10-25,>1.80,mand,16.0,16.5,83.16,18.0,0,b365,0.06129032258064516,0.9422492401215806
2026-08-17 18:45,2026-08-17,US Cremonese,Sampdoria,25-40,>1.80,mand,26.4,20.0,694.09,18.0,0,b365,0.049999999999999996,0.9523809523809524
2026-08-17 18:45,2026-08-17,US Cremonese,Sampdoria,46-60,>1.80,mand,47.1,27.0,862.14,18.0,0,b365,0.036538461538461534,0.9647495361781077
2026-08-17 19:00,2026-08-17,Cardiff,Wrexham,10-25,>1.80,?,11.399999999999999,11.5,84.49,14.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-08-17 19:00,2026-08-17,Cardiff,Wrexham,25-40,>1.80,?,26.9,14.0,148.27,14.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-17 19:00,2026-08-17,Cardiff,Wrexham,46-60,>1.80,?,47.6,16.5,112.88,14.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-17 19:00,2026-08-17,Cardiff,Wrexham,60-75,>1.80,visit,63.0,25.0,98.72,14.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-17 19:00,2026-08-17,Sportivo Belgrano,Def Belgrano VR,10-25,1.40-1.80,?,11.399999999999999,13.0,72.39,950.0,0,b365,0.07916666666666666,0.9266409266409267
2026-08-17 19:00,2026-08-17,Sportivo Belgrano,Def Belgrano VR,46-60,1.40-1.80,visit,47.6,24.0,652.92,950.0,0,b365,0.041304347826086954,0.9603340292275574
2026-08-17 19:15,2026-08-17,Fram,Stjarnan,10-25,>1.80,?,11.899999999999999,13.5,364.43,13.5,0,betfair,0.076,0.929368029739777
2026-08-17 19:15,2026-08-17,Palermo,Lecce,10-25,>1.80,?,11.899999999999999,14.0,898.99,24.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-17 19:15,2026-08-17,Throttur,Fylkir,10-25,>1.80,?,11.899999999999999,13.5,204.07,16.5,0,betfair,0.076,0.929368029739777
2026-08-17 19:30,2026-08-17,Almeria,Eldense,10-25,1.40-1.80,?,12.5,21.0,298.71,23.0,0,betfair,0.0475,0.9546539379474941
2026-08-17 19:30,2026-08-17,Almeria,Eldense,25-40,1.40-1.80,?,27.9,25.0,1900.7,23.0,0,betfair,0.03958333333333333,0.9619238476953909
2026-08-17 20:00,2026-08-17,Lanus,CA Independiente,25-40,>1.80,?,28.700000000000003,16.5,1359.69,28.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-17 20:00,2026-08-17,Lanus,CA Independiente,46-60,>1.80,?,49.2,20.0,81.83,28.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-17 22:00,2026-08-17,Club Deportes Santa Cruz,San Luis,25-40,>1.80,visit,31.4,22.0,443.04,26.0,0,b365,0.04523809523809524,0.9567198177676538
2026-08-17 22:15,2026-08-17,Velez Sarsfield,Defensa y Justicia,10-25,>1.80,?,16.4,18.5,70.74,22.0,0,betfair,0.054285714285714284,0.948509485094851
2026-08-17 22:15,2026-08-17,Velez Sarsfield,Defensa y Justicia,25-40,>1.80,mand,26.6,23.0,335.87,22.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-17 22:15,2026-08-17,Velez Sarsfield,Defensa y Justicia,46-60,>1.80,mand,47.0,27.0,663.36,22.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-17 23:00,2026-08-17,Guarani,Ypiranga RS,10-25,1.40-1.80,?,22.4,25.0,87.81,990.0,1,b365,-1.0,0.9619238476953909
2026-08-17 23:00,2026-08-17,Guarani,Ypiranga RS,25-40,1.40-1.80,?,32.6,30.0,108.92,990.0,1,b365,-1.0,0.9682804674457429
2026-08-17 23:00,2026-08-17,Internacional,Remo,10-25,1.40-1.80,?,12.2,23.0,944.07,24.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-18 11:35,2026-08-18,Shanghai Shenhua,Beijing Guoan,25-40,>1.80,?,30.799999999999997,11.5,8980.83,13.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-08-18 11:35,2026-08-18,Shanghai Shenhua,Beijing Guoan,46-60,>1.80,?,46.5,12.0,6361.47,13.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-18 11:35,2026-08-18,Shanghai Shenhua,Beijing Guoan,60-75,>1.80,?,62.2,16.0,3997.4,13.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-18 16:30,2026-08-18,Ironi Modiin,Maccabi Herzliya,25-40,>1.80,visit,27.200000000000003,24.0,1057.05,18.5,0,b365,0.041304347826086954,0.9603340292275574
2026-08-18 16:30,2026-08-18,Maccabi Bnei Raina,Bnei Yehuda,10-25,>1.80,?,16.6,13.5,262.94,21.0,0,betfair,0.076,0.929368029739777
2026-08-19 11:35,2026-08-19,Shanghai Port FC,Dalian Yingbo,10-25,1.40-1.80,?,13.2,10.5,2034.23,21.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-19 11:35,2026-08-19,Shanghai Port FC,Dalian Yingbo,25-40,1.40-1.80,?,29.299999999999997,11.0,78.38,21.0,0,betfair,0.095,0.9132420091324202
2026-08-19 11:35,2026-08-19,Shanghai Port FC,Dalian Yingbo,46-60,1.40-1.80,?,50.400000000000006,12.5,1012.26,21.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-19 11:35,2026-08-19,Shanghai Port FC,Dalian Yingbo,60-75,1.40-1.80,?,61.099999999999994,15.5,1148.78,21.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-19 15:00,2026-08-19,FK Vrsac,FK Dubocica,46-60,>1.80,visit,48.5,26.0,547.31,27.0,0,b365,0.038,0.9633911368015414
2026-08-19 22:30,2026-08-19,Fortaleza EC,Sao Bernardo,10-25,>1.80,?,23.799999999999997,30.0,1744.89,26.0,0,b365,0.03275862068965517,0.9682804674457429
2026-08-19 23:30,2026-08-19,Columbus,CF Montreal,10-25,1.40-1.80,?,10.600000000000001,9.4,171.99,16.5,0,betfair,0.11309523809523808,0.8983957219251337
2026-08-19 23:40,2026-08-19,DC Utd,New England Revolution,10-25,>1.80,?,16.1,12.0,1849.57,14.5,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-19 23:40,2026-08-19,DC Utd,New England Revolution,25-40,>1.80,?,26.4,14.0,1436.25,14.5,0,betfair,0.07307692307692307,0.931899641577061
2026-08-19 23:40,2026-08-19,Orlando City,Chicago Fire,10-25,>1.80,?,10.899999999999999,10.5,734.16,12.5,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-19 23:40,2026-08-19,Orlando City,Chicago Fire,25-40,>1.80,?,26.4,11.0,812.33,12.5,0,betfair,0.095,0.9132420091324202
2026-08-20 17:00,2026-08-20,FC Nordsjaelland,St Gallen,10-25,1.40-1.80,?,11.7,18.5,130.76,16.0,0,b365,0.054285714285714284,0.948509485094851
2026-08-20 17:00,2026-08-20,FC Nordsjaelland,St Gallen,25-40,1.40-1.80,?,27.4,19.5,115.33,16.0,0,b365,0.05135135135135135,0.9511568123393317
2026-08-20 17:00,2026-08-20,FC Nordsjaelland,St Gallen,46-60,1.40-1.80,?,48.7,21.0,121.72,16.0,0,b365,0.0475,0.9546539379474941
2026-08-20 17:00,2026-08-20,Midtjylland,Rijeka,10-25,1.40-1.80,?,11.7,27.0,620.13,26.0,0,b365,0.036538461538461534,0.9647495361781077
2026-08-20 17:00,2026-08-20,Trabzonspor,Ferencvaros,10-25,1.40-1.80,?,11.7,11.0,162.57,22.0,0,b365,0.095,0.9132420091324202
2026-08-20 17:00,2026-08-20,Trabzonspor,Ferencvaros,25-40,1.40-1.80,?,27.4,13.0,189.64,22.0,0,b365,0.07916666666666666,0.9266409266409267
2026-08-20 17:00,2026-08-20,Trabzonspor,Ferencvaros,46-60,1.40-1.80,?,48.7,15.0,75.01,22.0,0,b365,0.06785714285714285,0.9364548494983278
2026-08-20 17:00,2026-08-20,Trabzonspor,Ferencvaros,60-75,1.40-1.80,visit,64.5,30.0,116.24,22.0,0,b365,0.03275862068965517,0.9682804674457429
2026-08-20 17:00,2026-08-20,Vendsyssel FF,Hillerod Fodbold,25-40,>1.80,mand,32.8,24.0,107.57,19.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-20 17:00,2026-08-20,Vendsyssel FF,Hillerod Fodbold,46-60,>1.80,mand,48.8,21.0,1756.38,19.0,0,betfair,0.0475,0.9546539379474941
2026-08-20 18:00,2026-08-20,Crvena Zvezda,Plzen,25-40,1.40-1.80,?,30.799999999999997,19.0,144.21,17.5,0,b365,0.05277777777777778,0.949868073878628
2026-08-20 18:00,2026-08-20,Crvena Zvezda,Plzen,46-60,1.40-1.80,?,46.7,24.0,1316.29,17.5,0,b365,0.041304347826086954,0.9603340292275574
2026-08-20 18:00,2026-08-20,Gornik Zabrze,Monaco,10-25,>1.80,visit,15.100000000000001,16.5,828.54,22.0,0,b365,0.06129032258064516,0.9422492401215806
2026-08-20 18:00,2026-08-20,Gornik Zabrze,Monaco,25-40,>1.80,visit,30.799999999999997,21.0,609.27,22.0,0,b365,0.0475,0.9546539379474941
2026-08-20 18:00,2026-08-20,Gornik Zabrze,Monaco,46-60,>1.80,visit,46.7,23.0,82.82,22.0,0,b365,0.04318181818181818,0.9586056644880174
2026-08-20 18:30,2026-08-20,Lugano,Maccabi Tel Aviv,10-25,>1.80,?,22.0,21.0,139.12,18.0,0,b365,0.0475,0.9546539379474941
2026-08-20 18:30,2026-08-20,Lugano,Maccabi Tel Aviv,25-40,>1.80,?,32.3,28.0,914.42,18.0,0,b365,0.03518518518518518,0.9660107334525939
2026-08-20 18:30,2026-08-20,Lugano,Maccabi Tel Aviv,46-60,>1.80,mand,48.1,24.0,222.88,18.0,0,b365,0.041304347826086954,0.9603340292275574
2026-08-20 18:30,2026-08-20,Motherwell,Freiburg,10-25,1.40-1.80,?,11.399999999999999,12.5,366.23,24.0,0,b365,0.08260869565217391,0.9236947791164659
2026-08-20 18:45,2026-08-20,Fleury Merogis,Orleans,10-25,>1.80,?,22.6,14.5,628.26,18.0,0,b365,0.07037037037037036,0.9342560553633218
2026-08-20 18:45,2026-08-20,Fleury Merogis,Orleans,46-60,>1.80,visit,48.7,18.0,474.36,18.0,0,b365,0.055882352941176466,0.947075208913649
2026-08-20 18:45,2026-08-20,La Roche-sur-Yon VF,Cannes,46-60,>1.80,mand,48.7,23.0,293.3,17.0,0,b365,0.04318181818181818,0.9586056644880174
2026-08-20 18:45,2026-08-20,Paris 13 Atletico,Valenciennes,10-25,>1.80,?,17.299999999999997,13.0,306.46,20.0,0,b365,0.07916666666666666,0.9266409266409267
2026-08-20 18:45,2026-08-20,Paris 13 Atletico,Valenciennes,25-40,>1.80,?,27.9,17.5,338.52,20.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-20 18:45,2026-08-20,Paris 13 Atletico,Valenciennes,46-60,>1.80,mand,48.7,24.0,360.52,20.0,0,b365,0.041304347826086954,0.9603340292275574
2026-08-20 19:00,2026-08-20,Sheff Wed,Bradford,60-75,>1.80,visit,64.9,26.0,813.48,17.5,0,b365,0.038,0.9633911368015414
2026-08-20 20:30,2026-08-20,Real Santander,Barranquilla,25-40,>1.80,?,26.6,14.0,1051.7,17.5,1,betfair,-1.0,0.931899641577061
2026-08-20 22:00,2026-08-20,Leones FC,Real Soacha Cundinamarca FC,46-60,>1.80,visit,49.099999999999994,29.0,752.56,26.0,0,b365,0.033928571428571426,0.9671848013816926
2026-08-20 22:30,2026-08-20,Athletic Club,CRB,25-40,>1.80,visit,29.4,21.0,911.41,22.0,0,betfair,0.0475,0.9546539379474941
2026-08-20 22:30,2026-08-20,Athletic Club,CRB,46-60,>1.80,visit,49.8,24.0,199.14,22.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-20 22:30,2026-08-20,Athletic Club,CRB,60-75,>1.80,visit,60.0,30.0,928.25,22.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-21 15:50,2026-08-21,Al Jeel,Al-Zulfi SC,25-40,>1.80,visit,28.4,20.0,256.74,60.0,0,b365,0.049999999999999996,0.9523809523809524
2026-08-21 15:50,2026-08-21,Al Jeel,Al-Zulfi SC,46-60,>1.80,visit,50.2,28.0,278.22,60.0,0,b365,0.03518518518518518,0.9660107334525939
2026-08-21 16:00,2026-08-21,Chrobry Glogow,Warta Poznan,10-25,>1.80,?,12.8,11.5,979.03,17.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-08-21 16:00,2026-08-21,Chrobry Glogow,Warta Poznan,25-40,>1.80,visit,34.6,23.0,1254.04,17.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-21 16:00,2026-08-21,Preussen Munster,Karlsruhe,10-25,>1.80,?,24.0,12.5,131.29,15.0,0,b365,0.08260869565217391,0.9236947791164659
2026-08-21 16:00,2026-08-21,Preussen Munster,Karlsruhe,25-40,>1.80,?,34.6,13.5,871.54,15.0,0,b365,0.076,0.929368029739777
2026-08-21 16:00,2026-08-21,Preussen Munster,Karlsruhe,46-60,>1.80,?,51.3,14.0,155.74,15.0,0,b365,0.07307692307692307,0.931899641577061
2026-08-21 16:00,2026-08-21,Preussen Munster,Karlsruhe,60-75,>1.80,mand,67.6,25.0,1201.78,15.0,0,b365,0.03958333333333333,0.9619238476953909
2026-08-21 16:00,2026-08-21,Vejle,Esbjerg,10-25,1.40-1.80,?,12.8,26.0,3995.34,18.5,0,betfair,0.038,0.9633911368015414
2026-08-21 17:00,2026-08-21,Benfica B,Portimonense,10-25,>1.80,?,13.100000000000001,11.5,165.71,19.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-08-21 17:00,2026-08-21,Sirius,Hacken,10-25,>1.80,?,18.700000000000003,10.5,2429.4,14.0,0,betfair,0.09999999999999999,0.9090909090909092
2026-08-21 17:00,2026-08-21,Sirius,Hacken,25-40,>1.80,?,29.700000000000003,12.0,1658.83,14.0,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-21 17:00,2026-08-21,Sirius,Hacken,46-60,>1.80,?,51.3,14.0,1879.83,14.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-21 17:00,2026-08-21,Sirius,Hacken,60-75,>1.80,?,62.2,20.0,1024.99,14.0,0,betfair,0.049999999999999996,0.9523809523809524
2026-08-21 17:30,2026-08-21,Aldosivi,Union Santa Fe,10-25,>1.80,?,10.3,15.0,1945.05,23.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-21 17:30,2026-08-21,Aldosivi,Union Santa Fe,25-40,>1.80,mand,26.799999999999997,19.0,1611.58,23.0,0,betfair,0.05277777777777778,0.949868073878628
2026-08-21 17:30,2026-08-21,Aldosivi,Union Santa Fe,46-60,>1.80,mand,48.2,27.0,1548.68,23.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-21 17:30,2026-08-21,SV Ried,Grazer AK,46-60,>1.80,mand,48.2,27.0,1791.31,60.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-21 17:50,2026-08-21,Al-Wahda (KSA),Al-Adalh,25-40,<=1.40,?,39.1,15.0,593.5,27.0,0,b365,0.06785714285714285,0.9364548494983278
2026-08-21 17:50,2026-08-21,Al-Wahda (KSA),Al-Adalh,46-60,<=1.40,?,55.099999999999994,15.5,716.63,27.0,0,b365,0.06551724137931034,0.9385113268608415
2026-08-21 17:50,2026-08-21,Al-Wahda (KSA),Al-Adalh,60-75,<=1.40,?,60.5,17.5,722.17,27.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-21 18:00,2026-08-21,Al-Quadisiya (KSA),Al-Ittihad,46-60,<=1.40,?,50.5,15.5,1400.25,21.0,0,betfair,0.06551724137931034,0.9385113268608415
2026-08-21 18:00,2026-08-21,Al-Quadisiya (KSA),Al-Ittihad,60-75,<=1.40,?,66.7,22.0,1185.95,21.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-21 18:00,2026-08-21,Boulogne,Red Star,10-25,>1.80,visit,12.8,21.0,834.32,60.0,0,betfair,0.0475,0.9546539379474941
2026-08-21 18:00,2026-08-21,FC Dordrecht,Roda JC,10-25,>1.80,?,12.8,12.5,1914.72,16.0,0,betfair,0.08260869565217391,0.9236947791164659
2026-08-21 18:00,2026-08-21,FC Dordrecht,Roda JC,46-60,>1.80,visit,50.5,18.0,83.06,16.0,0,betfair,0.055882352941176466,0.947075208913649
2026-08-21 18:00,2026-08-21,FC Dordrecht,Roda JC,60-75,>1.80,visit,61.3,28.0,72.86,16.0,0,betfair,0.03518518518518518,0.9660107334525939
2026-08-21 18:00,2026-08-21,Sochaux,Guingamp,10-25,>1.80,?,12.8,13.5,867.23,17.5,0,betfair,0.076,0.929368029739777
2026-08-21 18:00,2026-08-21,Vitesse Arnhem,Almere City,60-75,>1.80,visit,61.3,22.0,993.51,13.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-21 18:30,2026-08-21,Albion FC,Boston River,10-25,>1.80,?,15.100000000000001,14.0,565.56,22.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-21 18:30,2026-08-21,Cracovia Krakow,Wieczysta Krakow,10-25,>1.80,?,15.100000000000001,11.0,424.15,990.0,0,betfair,0.095,0.9132420091324202
2026-08-21 18:30,2026-08-21,Cracovia Krakow,Wieczysta Krakow,25-40,>1.80,?,25.9,11.5,551.43,990.0,0,betfair,0.09047619047619047,0.9170305676855895
2026-08-21 18:30,2026-08-21,Fatih Karagumruk Istanbul,Bursaspor,25-40,>1.80,?,25.9,14.5,208.2,19.5,0,betfair,0.07037037037037036,0.9342560553633218
2026-08-21 18:30,2026-08-21,LR Vicenza Virtus,Catanzaro,10-25,>1.80,?,15.100000000000001,11.5,781.52,19.5,0,b365,0.09047619047619047,0.9170305676855895
2026-08-21 18:30,2026-08-21,LR Vicenza Virtus,Catanzaro,25-40,>1.80,?,25.9,14.5,86.98,19.5,0,b365,0.07037037037037036,0.9342560553633218
2026-08-21 18:45,2026-08-21,Bohemians,Derry City,25-40,>1.80,?,32.1,15.0,71.79,19.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-21 18:45,2026-08-21,Bohemians,Derry City,46-60,>1.80,?,48.2,16.5,78.92,19.0,0,betfair,0.06129032258064516,0.9422492401215806
2026-08-21 18:45,2026-08-21,Drogheda,St Patricks,10-25,1.40-1.80,?,10.899999999999999,23.0,310.1,990.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-21 18:45,2026-08-21,Dundalk,Galway Utd,10-25,>1.80,?,10.899999999999999,10.0,1123.97,16.0,0,betfair,0.10555555555555556,0.9045226130653267
2026-08-21 18:45,2026-08-21,Dundalk,Galway Utd,25-40,>1.80,?,32.1,14.0,129.65,16.0,0,betfair,0.07307692307692307,0.931899641577061
2026-08-21 18:45,2026-08-21,Dundalk,Galway Utd,46-60,>1.80,?,48.1,14.5,1172.56,16.0,0,betfair,0.07037037037037036,0.9342560553633218
2026-08-21 18:45,2026-08-21,Treaty United,Cork City,10-25,1.40-1.80,?,10.899999999999999,10.0,1946.8,34.0,1,betfair,-1.0,0.9045226130653267
2026-08-21 18:45,2026-08-21,Treaty United,Cork City,25-40,1.40-1.80,?,32.1,14.0,140.2,34.0,1,betfair,-1.0,0.931899641577061
2026-08-21 18:45,2026-08-21,Treaty United,Cork City,46-60,1.40-1.80,?,48.2,12.5,2625.75,34.0,1,betfair,-1.0,0.9236947791164659
2026-08-21 18:45,2026-08-21,Wexford F.C,Athlone Town,25-40,>1.80,?,32.1,15.0,1637.87,110.0,0,betfair,0.06785714285714285,0.9364548494983278
2026-08-21 18:45,2026-08-21,Wexford F.C,Athlone Town,46-60,>1.80,?,48.2,17.0,2083.3,110.0,0,betfair,0.059375,0.943952802359882
2026-08-21 18:45,2026-08-21,Wexford F.C,Athlone Town,60-75,>1.80,visit,63.8,29.0,93.25,110.0,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-21 19:00,2026-08-21,Cordoba,Girona,10-25,>1.80,?,17.1,12.0,540.17,15.5,0,betfair,0.08636363636363636,0.9205020920502093
2026-08-21 19:00,2026-08-21,FC Giugliano,Scafatese,46-60,>1.80,mand,48.8,29.0,1361.57,19.5,0,betfair,0.033928571428571426,0.9671848013816926
2026-08-21 19:00,2026-08-21,FC Vado,Atalanta U23,25-40,>1.80,?,27.799999999999997,17.5,817.02,19.0,0,b365,0.05757575757575757,0.9455587392550143
2026-08-21 19:15,2026-08-21,Grotta,IR Reykjavik,10-25,>1.80,?,12.8,22.0,85.52,16.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-21 19:15,2026-08-21,Tondela,Academica,10-25,>1.80,?,18.200000000000003,16.0,2552.83,21.0,0,betfair,0.06333333333333332,0.9404388714733543
2026-08-21 19:15,2026-08-21,Tondela,Academica,46-60,>1.80,visit,49.599999999999994,23.0,1239.13,21.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-21 20:00,2026-08-21,Alianza Atletico,Sporting Cristal,25-40,>1.80,mand,35.7,22.0,2263.84,21.0,0,b365,0.04523809523809524,0.9567198177676538
2026-08-21 20:00,2026-08-21,Alianza Atletico,Sporting Cristal,46-60,>1.80,mand,51.099999999999994,18.0,1079.61,21.0,0,b365,0.055882352941176466,0.947075208913649
2026-08-21 21:05,2026-08-21,Jaguares de Cordoba,Boyaca Chico,10-25,1.40-1.80,?,16.9,23.0,515.14,28.0,0,betfair,0.04318181818181818,0.9586056644880174
2026-08-21 21:05,2026-08-21,Jaguares de Cordoba,Boyaca Chico,25-40,1.40-1.80,mand,27.200000000000003,30.0,449.51,28.0,0,betfair,0.03275862068965517,0.9682804674457429
2026-08-21 22:00,2026-08-21,Plaza Colonia,Colon FC,25-40,>1.80,mand,28.6,28.0,507.86,23.0,0,b365,0.03518518518518518,0.9660107334525939
2026-08-21 22:00,2026-08-21,Plaza Colonia,Colon FC,46-60,>1.80,mand,54.2,29.0,160.53,23.0,0,b365,0.033928571428571426,0.9671848013816926
2026-08-21 22:30,2026-08-21,The Strongest,Universitario de Vinto,10-25,<=1.40,?,14.0,22.0,1169.91,24.0,0,betfair,0.04523809523809524,0.9567198177676538
2026-08-21 23:00,2026-08-21,Caracas,Carabobo FC,10-25,>1.80,?,14.7,13.5,80.51,24.0,0,betfair,0.076,0.929368029739777
2026-08-22 08:00,2026-08-22,CSM Slatina,Metalul Buzau,10-25,>1.80,mand,15.600000000000001,17.5,219.93,23.0,0,betfair,0.05757575757575757,0.9455587392550143
2026-08-22 08:00,2026-08-22,CSM Slatina,Metalul Buzau,25-40,>1.80,mand,32.4,24.0,150.59,23.0,0,betfair,0.041304347826086954,0.9603340292275574
2026-08-22 08:00,2026-08-22,CSM Slatina,Metalul Buzau,46-60,>1.80,mand,50.0,27.0,208.81,23.0,0,betfair,0.036538461538461534,0.9647495361781077
2026-08-22 09:00,2026-08-22,FC Osaka,FC Ryukyu,10-25,>1.80,?,12.899999999999999,12.0,952.88,42.0,1,b365,-1.0,0.9205020920502093
2026-08-22 09:00,2026-08-22,FC Osaka,FC Ryukyu,25-40,>1.80,?,30.700000000000003,15.0,819.0,42.0,1,b365,-1.0,0.9364548494983278
2026-08-22 09:00,2026-08-22,FC Osaka,FC Ryukyu,46-60,>1.80,?,47.6,17.0,722.23,42.0,1,b365,-1.0,0.943952802359882
2026-08-22 09:00,2026-08-22,Nara Club,Renofa Yamaguchi,10-25,>1.80,?,12.899999999999999,16.0,123.2,16.5,0,betfair,0.06333333333333332,0.9404388714733543
