Metodo,Total_Linhas_Filtradas,Entradas_Executadas,Entradas_Skipadas,Win_Rate_Executadas_%,Lucro_Final,Max_Drawdown_Abs,Max_Drawdown_%,Step_Ups,Saques_Realizados,Step_Downs,Fase2_Lucro,Fase2_KPI_Positivo,avg_pnl_por_entrada,mediana_pnl,pior_linha,melhor_linha
Juros_Rampa,357,357,0,97.76,50635.31,2861.34,5.65,8,3,0,766.62,True,141.8355947960519,135.74515497332706,-2861.3416354175192,711.5772542306094
Progressiva_Fixa500,357,357,0,97.76,17529.29,747.34,4.26,0,0,0,0.0,False,49.10164450244303,62.08499335989377,-500.0,116.00496277915632
