Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase
2025-08-15,16:30,SPAIN 2,Burgos CF vs Cultural Leonesa,Lay_CS_1x0_B365,historico,5.03,500.0,1.0,5x1,alias_exact,False,True,2025-08,5.03,1.0,93.94523282102202,3455.0876050655106,0,5.03,1.0,5.03,,2025-08-15,EXECUTED,,577.9419375884083,500.0,768.8102742982392,577.9419375884083,0.6,Fase_2_60pct
2025-08-16,12:00,SPAIN 2,Racing Santander vs Castellon,Lay_CS_1x0_B365,historico,11.03,250.0,1.0,3x1,alias_exact,False,True,2025-08,11.03,1.0,43.0012526302405,3548.3079440485617,0,11.03,1.0,11.03,,2025-08-16,EXECUTED,,620.9431902186489,500.0,500.0,620.9431902186489,0.6,Fase_2_60pct
2025-08-17,07:00,SOUTH KOREA 1,Gimcheon Sangmu vs Seoul,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,6x2,alias_exact,False,True,2025-08,8.03,1.0,39.90042674253201,3693.7078042120256,0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,660.8436169611808,500.0,539.900426742532,660.8436169611808,0.6,Fase_2_60pct
2025-08-17,08:30,BELGIUM 1,Dender vs Anderlecht,Lay_CS_0x1_B365,historico,8.53,312.5,1.0,0x2,alias_exact,False,True,2025-08,8.53,1.0,40.223657291176686,3847.507257890909,0,8.53,1.0,8.53,,2025-08-17,EXECUTED,,701.0672742523575,500.0,580.1240840337086,701.0672742523575,0.6,Fase_2_60pct
2025-08-17,10:00,FRANCE 1,Brest vs Lille,Lay_CS_0x1_B365,historico,9.53,437.5,1.0,3x3,alias_exact,False,True,2025-08,9.53,1.0,38.153530028477206,4000.134734490176,0,9.53,1.0,9.53,,2025-08-17,EXECUTED,,739.2208042808347,500.0,618.2776140621859,739.2208042808347,0.6,Fase_2_60pct
2025-08-17,10:15,ROMANIA 1,Csikszereda M. Ciuc vs Univ. Craiova,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,1x2,alias_exact,False,True,2025-08,8.03,1.0,49.339081292871455,4205.628200494737,0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,788.5598855737062,500.0,667.6166953550573,788.5598855737062,0.6,Fase_2_60pct
2025-08-18,15:00,NETHERLANDS 2,Jong Utrecht vs Den Haag,Lay_CS_0x1_B365,historico,9.03,375.0,1.0,2x2,alias_exact,False,True,2025-08,9.03,1.0,46.64171433302457,4876.697239367093,0,9.03,1.0,9.03,,2025-08-18,EXECUTED,,835.2015999067307,500.0,714.2584096880819,835.2015999067307,0.6,Fase_2_60pct
2025-08-18,15:45,FRANCE 2,Le Mans vs Montpellier,Lay_CS_0x1_B365,historico,8.53,312.5,1.0,1x2,alias_exact,False,True,2025-08,8.53,1.0,53.213674347279415,5033.763114489725,0,8.53,1.0,8.53,,2025-08-18,EXECUTED,,888.4152742540101,500.0,767.4720840353613,888.4152742540101,0.6,Fase_2_60pct
2025-08-19,19:00,COPA LIBERTADORES,Velez Sarsfield (Arg) vs Fortaleza (Bra),Lay_CS_0x1_B365,historico,9.03,437.5,1.0,2x0,alias_exact,False,True,2025-08,9.03,1.0,53.61791272027867,3850.5856527066658,0,9.03,1.0,9.03,,2025-08-19,EXECUTED,,942.0331869742888,500.0,500.0,942.0331869742888,0.6,Fase_2_60pct
2025-08-21,19:00,COPA LIBERTADORES,LDU Quito (Ecu) vs Botafogo RJ (Bra),Lay_CS_0x1_B365,historico,11.03,250.0,1.0,2x0,alias_exact,False,True,2025-08,11.03,1.0,27.96610169491526,4146.191853337998,0,11.03,1.0,11.03,,2025-08-21,EXECUTED,,969.999288669204,500.0,527.9661016949152,969.999288669204,0.6,Fase_2_60pct
2025-08-22,07:00,JAPAN 1,Kashiwa Reysol vs Urawa Reds,Lay_CS_0x1_B365,historico,10.03,250.0,1.0,4x2,alias_exact,False,True,2025-08,10.03,1.0,54.66758638812246,4305.071532600036,0,10.03,1.0,10.03,,2025-08-22,EXECUTED,,1024.6668750573265,500.0,582.6336880830377,1024.6668750573265,1.0,Fase_3_100pct
2025-08-22,14:30,FRANCE 3,Le Puy-en-Velay vs Chateauroux,Lay_CS_0x1_B365,historico,9.53,437.5,1.0,2x2,alias_exact,False,True,2025-08,9.53,1.0,63.864302269359946,4696.632548052191,0,9.53,1.0,9.53,,2025-08-22,EXECUTED,,1088.5311773266865,500.0,646.4979903523977,1088.5311773266865,1.0,Fase_3_100pct
2025-08-22,15:00,BELGIUM 2,Gent U23 vs Beerschot VA,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,1x1,alias_exact,False,True,2025-08,8.03,1.0,85.98515234416669,4829.633970527298,0,8.03,1.0,8.03,,2025-08-22,EXECUTED,,1174.516329670853,500.0,732.4831426965643,1174.516329670853,1.0,Fase_3_100pct
2025-08-23,12:00,SPAIN 2,Mirandes vs Huesca,Lay_CS_1x0_B365,historico,7.53,250.0,1.0,0x1,alias_exact,False,True,2025-08,7.53,1.0,104.8808175224024,3839.817846673937,0,7.53,1.0,7.53,,2025-08-23,EXECUTED,,1279.3971471932555,500.0,500.0,1279.3971471932555,1.0,Fase_3_100pct
2025-08-24,07:00,SOUTH KOREA 1,Anyang vs Daejeon,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,3x2,alias_exact,False,True,2025-08,8.03,1.0,66.50071123755335,3991.863117543259,0,8.03,1.0,8.03,,2025-08-24,EXECUTED,,1345.8978584308088,500.0,566.5007112375533,1345.8978584308088,1.0,Fase_3_100pct
2025-08-24,08:30,GERMANY 3,Ingolstadt vs Hansa Rostock,Lay_CS_0x1_B365,historico,10.03,375.0,1.0,1x1,alias_exact,False,True,2025-08,10.03,1.0,58.65760409824058,4125.976138858226,0,10.03,1.0,10.03,,2025-08-24,EXECUTED,,1404.5554625290495,500.0,625.1583153357939,1404.5554625290495,1.0,Fase_3_100pct
2025-08-24,09:45,POLAND 1,Piast Gliwice vs Cracovia,Lay_CS_0x1_B365,historico,9.03,312.5,1.0,0x0,alias_exact,False,True,2025-08,9.03,1.0,72.79240658019519,4292.406556965778,0,9.03,1.0,9.03,,2025-08-24,EXECUTED,,1477.3478691092446,500.0,697.9507219159891,1477.3478691092446,1.0,Fase_3_100pct
2025-08-24,12:00,SPAIN 2,Dep. La Coruna vs Burgos CF,Lay_CS_1x0_B365,historico,5.53,500.0,1.0,0x0,alias_exact,False,True,2025-08,5.53,1.0,144.0582615875165,4621.777130549487,0,5.53,1.0,5.53,,2025-08-24,EXECUTED,,1621.406130696761,1000.0,1000.0,121.40613069676101,1.0,Fase_3_100pct
2025-08-24,12:15,FRANCE 1,Le Havre vs Lens,Lay_CS_0x1_B365,historico,8.03,437.5,1.0,1x2,alias_exact,False,True,2025-08,8.03,1.0,133.0014224751067,4877.824098491873,0,8.03,1.0,8.03,,2025-08-24,EXECUTED,,1754.4075531718677,1000.0,1133.0014224751067,254.4075531718677,1.0,Fase_3_100pct
2025-08-25,15:00,NETHERLANDS 2,Jong Utrecht vs Jong Ajax,Lay_CS_0x1_B365,historico,10.03,437.5,1.0,4x3,alias_exact,False,True,2025-08,10.03,1.0,117.31520819648117,5128.1407291634605,0,10.03,1.0,10.03,,2025-08-25,EXECUTED,,1871.7227613683488,1000.0,1250.3166306715877,371.72276136834887,1.0,Fase_3_100pct
2025-08-25,15:30,ITALY 2,Sampdoria vs Modena,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,0x2,alias_exact,False,True,2025-08,8.03,1.0,166.29389042360378,5294.434619587064,0,8.03,1.0,8.03,,2025-08-25,EXECUTED,,2038.0166517919524,1000.0,1416.6105210951914,538.0166517919527,1.0,Fase_3_100pct
2025-08-26,14:30,SOUTH AFRICA 1,Stellenbosch vs Marumo Gallants,Lay_CS_0x1_B365,historico,10.03,250.0,1.0,1x0,alias_exact,False,True,2025-08,10.03,1.0,146.68115583876016,5441.115775425824,0,10.03,1.0,10.03,,2025-08-26,EXECUTED,,2184.6978076307128,1000.0,1563.2916769339515,684.6978076307128,1.0,Fase_3_100pct
2025-08-26,16:00,EUROPA CHAMPIONS LEAGUE,Pafos (Cyp) vs Crvena zvezda (Srb),Lay_CS_0x1_B365,historico,9.53,312.5,1.0,1x1,alias_exact,False,True,2025-08,9.53,1.0,171.35729401327606,5612.4730694391,0,9.53,1.0,9.53,,2025-08-26,EXECUTED,,2356.055101643989,1000.0,1000.0,856.0551016439888,1.0,Fase_3_100pct
2025-08-27,16:00,SPAIN 1,Celta Vigo vs Betis,Lay_CS_1x0_B365,historico,10.03,250.0,1.0,1x1,alias_exact,False,True,2025-08,10.03,1.0,103.5437430786268,5792.0851168184645,0,10.03,1.0,10.03,,2025-08-27,EXECUTED,,2459.598844722616,1000.0,1103.543743078627,959.5988447226156,1.0,Fase_3_100pct
2025-08-29,14:30,FRANCE 3,Dijon vs Paris 13 Atl.,Lay_CS_0x1_B365,historico,9.03,437.5,1.0,4x2,alias_exact,False,True,2025-08,9.03,1.0,128.49481939956615,3994.262454656257,0,9.03,1.0,9.03,,2025-08-29,EXECUTED,,2588.093664122182,1000.0,1232.038562478193,1088.0936641221817,1.0,Fase_3_100pct
2025-08-29,15:30,GERMANY 1,Hamburger SV vs St. Pauli,Lay_CS_0x1_B365,historico,8.53,375.0,1.0,0x2,alias_exact,False,True,2025-08,8.53,1.0,152.98221194118335,4132.890590514649,0,8.53,1.0,8.53,,2025-08-29,EXECUTED,,2741.0758760633653,1000.0,1385.0207744193763,1241.075876063365,1.0,Fase_3_100pct
2025-08-31,07:00,JAPAN 1,Cerezo Osaka vs Sanfrecce Hiroshima,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,1x1,alias_exact,False,True,2025-08,8.03,1.0,184.20973315535093,4564.1427864340585,0,8.03,1.0,8.03,,2025-08-31,EXECUTED,,2925.285609218716,1000.0,1569.2305075747272,1425.285609218716,1.0,Fase_3_100pct
2025-08-31,08:30,GERMANY 2,Kaiserslautern vs Darmstadt,Lay_CS_0x1_B365,historico,9.53,375.0,1.0,3x1,alias_exact,False,True,2025-08,9.53,1.0,172.00826782911724,4748.985456214356,0,9.53,1.0,9.53,,2025-08-31,EXECUTED,,3097.2938770478336,1000.0,1000.0,1597.2938770478331,1.0,Fase_3_100pct
2025-08-31,09:30,NORWAY 1,Kristiansund vs Brann,Lay_CS_0x1_B365,historico,9.03,312.5,1.0,2x2,alias_exact,False,True,2025-08,9.03,1.0,116.43835616438358,4966.860408825879,0,9.03,1.0,9.03,,2025-08-31,EXECUTED,,3213.732233212217,1000.0,1116.4383561643835,1713.7322332122167,1.0,Fase_3_100pct
2025-08-31,12:00,SLOVAKIA 1,Ruzomberok vs Zilina,Lay_CS_0x1_B365,historico,8.03,437.5,1.0,3x3,alias_exact,False,True,2025-08,8.03,1.0,148.4878894756328,5099.861831300986,0,8.03,1.0,8.03,,2025-08-31,EXECUTED,,3362.22012268785,1000.0,1264.9262456400163,1862.2201226878494,1.0,Fase_3_100pct
2025-08-31,14:30,SPAIN 2,Las Palmas vs Malaga,Lay_CS_1x0_B365,historico,6.03,500.0,1.0,0x1,alias_exact,False,True,2025-08,6.03,1.0,235.13042538238872,5310.469451582144,0,6.03,1.0,6.03,,2025-08-31,EXECUTED,,3597.350548070239,1000.0,1500.056671022405,2097.3505480702383,1.0,Fase_3_100pct
2025-09-01,14:30,SPAIN 1,Villarreal B vs Alcorcon,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,1x0,alias_exact,False,True,2025-09,8.03,1.0,199.50967103925302,5489.171365519143,0,8.03,1.0,8.03,,2025-09-01,EXECUTED,,3796.860219109492,1000.0,1000.0,2296.8602191094915,1.0,Fase_3_100pct
2025-09-01,16:30,SPAIN 2,Leganes vs Dep. La Coruna,Lay_CS_0x1_B365,historico,8.03,312.5,1.0,2x2,alias_exact,False,True,2025-09,8.03,1.0,133.0014224751067,5691.640888208788,0,8.03,1.0,8.03,,2025-09-01,EXECUTED,,3929.8616415845986,1000.0,1133.0014224751067,2429.861641584598,1.0,Fase_3_100pct
2025-09-01,19:00,BRAZIL 2,Chapecoense-SC vs Vila Nova FC,Lay_CS_0x1_B365,historico,10.03,375.0,1.0,2x2,alias_exact,False,True,2025-09,10.03,1.0,117.31520819648117,5870.231115033042,0,10.03,1.0,10.03,,2025-09-01,EXECUTED,,4047.17684978108,1000.0,1250.3166306715877,2547.1768497810795,1.0,Fase_3_100pct
2025-09-05,14:15,SPAIN 1,Betis B vs Gimnastic,Lay_CS_1x0_B365,historico,8.03,312.5,1.0,2x2,alias_exact,False,True,2025-09,8.03,1.0,166.29389042360378,6123.382126456044,0,8.03,1.0,8.03,,2025-09-05,EXECUTED,,4213.470740204683,1000.0,1416.6105210951914,2713.4707402046834,1.0,Fase_3_100pct
2025-09-05,14:30,SPAIN 2,Albacete vs Mirandes,Lay_CS_0x1_B365,historico,11.03,250.0,1.0,1x4,alias_exact,False,True,2025-09,11.03,1.0,132.05691298345008,6309.822804422146,0,11.03,1.0,11.03,,2025-09-05,EXECUTED,,4345.527653188134,1000.0,1548.6674340786415,2845.5276531881336,1.0,Fase_3_100pct
2025-09-07,07:00,SPAIN 1,CF Talavera vs Ath Bilbao B,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,1x1,alias_exact,False,True,2025-09,8.03,1.0,205.97497167333285,4389.384971406258,0,8.03,1.0,8.03,,2025-09-07,EXECUTED,,4551.502624861467,500.0,500.0,0.0,1.0,Fase_3_100pct
2025-09-07,09:00,SPAIN 2,Ceuta vs Huesca,Lay_CS_1x0_B365,historico,6.03,312.5,1.0,2x1,alias_exact,False,True,2025-09,6.03,1.0,92.94234592445328,4810.600211968575,0,6.03,1.0,6.03,,2025-09-07,EXECUTED,,4644.44497078592,500.0,592.9423459244533,92.94234592445328,1.0,Fase_3_100pct
2025-09-07,11:00,SPAIN 1,Osasuna B vs Ourense CF,Lay_CS_0x1_B365,historico,10.03,437.5,1.0,1x1,alias_exact,False,True,2025-09,10.03,1.0,61.39546992683986,5088.844831011124,0,10.03,1.0,10.03,,2025-09-07,EXECUTED,,4705.84044071276,500.0,654.3378158512932,154.33781585129313,1.0,Fase_3_100pct
2025-09-07,11:15,SPAIN 2,Burgos CF vs Las Palmas,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,0x0,alias_exact,False,True,2025-09,8.03,1.0,87.02786028747641,5483.255589013826,0,8.03,1.0,8.03,,2025-09-07,EXECUTED,,4792.868301000237,500.0,741.3656761387696,241.36567613876954,1.0,Fase_3_100pct
2025-09-07,13:00,IRELAND 1,Shelbourne vs Galway,Lay_CS_0x1_B365,historico,11.03,500.0,1.0,1x0,alias_exact,False,True,2025-09,11.03,1.0,69.1103596400548,5796.4641321336185,0,11.03,1.0,11.03,,2025-09-07,EXECUTED,,4861.978660640291,500.0,500.0,310.4760357788243,1.0,Fase_3_100pct
2025-09-08,15:30,SPAIN 2,Eibar vs Andorra,Lay_CS_0x1_B365,historico,8.53,250.0,1.0,2x0,alias_exact,False,True,2025-09,8.53,1.0,62.08499335989377,6252.550675999293,0,8.53,1.0,8.53,,2025-09-08,EXECUTED,,4924.063654000185,500.0,562.0849933598938,372.5610291387181,1.0,Fase_3_100pct
2025-09-11,14:00,ICELAND 1,Akranes vs Breidablik,Lay_CS_0x1_B365,historico,10.03,250.0,1.0,3x0,alias_exact,False,True,2025-09,10.03,1.0,58.2003841408085,7005.657873206396,0,10.03,1.0,10.03,,2025-09-11,EXECUTED,,4982.264038140994,500.0,620.2853775007023,430.7614132795266,1.0,Fase_3_100pct
2025-09-12,07:00,JAPAN 1,Vissel Kobe vs Kashiwa Reysol,Lay_CS_0x1_B365,historico,9.03,250.0,1.0,0x0,alias_exact,False,True,2025-09,9.03,1.0,72.2250097089859,7326.225149593525,0,9.03,1.0,9.03,,2025-09-12,EXECUTED,,5054.489047849979,500.0,692.5103872096882,502.9864229885125,1.0,Fase_3_100pct
2025-09-12,13:00,AUSTRIA 2,Kapfenberg vs Hertha Wels,Lay_CS_0x1_B365,historico,10.03,375.0,1.0,3x2,alias_exact,False,True,2025-09,10.03,1.0,71.70511761252033,7644.4849095947,0,10.03,1.0,10.03,,2025-09-12,EXECUTED,,5126.1941654625,500.0,764.2155048222086,574.6915406010328,1.0,Fase_3_100pct
2025-09-14,07:00,SOUTH KOREA 1,Anyang vs Jeju SK,Lay_CS_0x1_B365,historico,8.53,250.0,1.0,2x1,alias_exact,False,True,2025-09,8.53,1.0,94.89262908482937,9377.287457931978,0,8.53,1.0,8.53,,2025-09-14,EXECUTED,,5221.086794547329,500.0,500.0,669.5841696858622,1.0,Fase_3_100pct
2025-09-14,08:30,GERMANY 3,VfL Osnabruck vs Hansa Rostock,Lay_CS_0x1_B365,historico,8.53,375.0,1.0,0x0,alias_exact,False,True,2025-09,8.53,1.0,62.08499335989377,9725.51932697811,0,8.53,1.0,8.53,,2025-09-14,EXECUTED,,5283.171787907223,500.0,562.0849933598938,731.669163045756,1.0,Fase_3_100pct
2025-09-14,09:00,SWITZERLAND 1,Winterthur vs Sion,Lay_CS_0x1_B365,historico,8.03,312.5,1.0,2x3,alias_exact,False,True,2025-09,8.03,1.0,74.75810366877678,10144.83408821218,0,8.03,1.0,8.03,,2025-09-14,EXECUTED,,5357.929891576,500.0,636.8430970286706,806.4272667145328,1.0,Fase_3_100pct
2025-09-14,13:30,SPAIN 2,Gijon vs Burgos CF,Lay_CS_1x0_B365,historico,5.53,500.0,1.0,2x3,alias_exact,False,True,2025-09,5.53,1.0,131.44553989443864,11032.721841164022,0,5.53,1.0,5.53,,2025-09-14,EXECUTED,,5489.375431470438,500.0,768.2886369231093,937.8728066089715,1.0,Fase_3_100pct
2025-09-15,07:00,JAPAN 1,FC Tokyo vs Verdy,Lay_CS_0x1_B365,historico,8.53,250.0,1.0,1x0,alias_exact,False,True,2025-09,8.53,1.0,95.39838984370616,11332.319623691015,0,8.53,1.0,8.53,,2025-09-15,EXECUTED,,5584.773821314145,500.0,500.0,1033.2711964526777,1.0,Fase_3_100pct
2025-09-15,12:00,ROMANIA 1,FC Hermannstadt vs Unirea Slobozia,Lay_CS_0x1_B365,historico,10.03,312.5,1.0,0x2,alias_exact,False,True,2025-09,10.03,1.0,51.7718715393134,11613.17180852944,0,10.03,1.0,10.03,,2025-09-15,EXECUTED,,5636.545692853458,500.0,551.7718715393135,1085.0430679919912,1.0,Fase_3_100pct
2025-09-15,16:00,SPAIN 1,Espanyol vs Mallorca,Lay_CS_0x1_B365,historico,8.03,437.5,1.0,3x2,alias_exact,False,True,2025-09,8.03,1.0,73.38644379648053,12462.334548759069,0,8.03,1.0,8.03,,2025-09-15,EXECUTED,,5709.932136649938,500.0,625.158315335794,1158.4295117884717,1.0,Fase_3_100pct
2025-09-16,13:00,ESTONIA 1,Tammeka vs Parnu JK Vaprus,Lay_CS_0x1_B365,historico,9.53,312.5,1.0,1x4,alias_exact,False,True,2025-09,9.53,1.0,68.5255597701017,12883.513820040384,0,9.53,1.0,9.53,,2025-09-16,EXECUTED,,5778.45769642004,500.0,693.6838751058957,1226.9550715585733,1.0,Fase_3_100pct
2025-09-19,15:00,FRANCE 2,Nancy vs Red Star,Lay_CS_0x1_B365,historico,8.03,437.5,0.0,0x1,alias_exact,False,True,2025-09,8.03,0.0,-693.6838751058957,8883.513820040382,0,8.03,0.0,8.03,,2025-09-19,EXECUTED,,5084.773821314144,500.0,500.0,533.2711964526776,1.0,Fase_3_100pct
2025-09-20,07:00,SPAIN 1,Betis B vs Atl. Madrid B,Lay_CS_1x0_B365,historico,9.03,250.0,1.0,0x2,alias_exact,False,True,2025-09,9.03,1.0,58.21917808219179,9577.260229063935,0,9.03,1.0,9.03,,2025-09-20,EXECUTED,,5142.992999396336,500.0,558.2191780821918,591.4903745348694,1.0,Fase_3_100pct
