Date,League,Home,Away,Matched_Names,Odd,Prob_ML,Placar,Status,PnL
2026-07-06,SWEDEN 1,Brommapojkarna,GAIS,Brommapojkarna x GAIS,1.25,0.562519023969953,1-1,GREEN,0.25
2026-07-12,SWEDEN 1,GAIS,Elfsborg,GAIS x Elfsborg,1.25,0.5527340123806571,1-0,RED,-1.0
2026-07-16,BRAZIL 2,CRB,Nautico,CRB x Náutico,1.25,0.5519426112521657,2-1,GREEN,0.25
