m_l0,m_l1,m_odd_low_le9,m_odd_mid_9a10_5,m_odd_high_gt10_5,anti_martingale,cut_after_first_red_day,Ops_total,Ops_skip,WR_%,PnL_R$,ROI_%,DD_Max_R$,Delta_PnL_vs_Base_R$,Delta_DD_vs_Base_R$,Score_RiskAdj
1.0,0.9,0.95,1.0,0.9,0.0,False,527,0,93.36,8175.23,4.921,895.06,-469.61,-57.96,-458.0138
1.0,0.9,0.95,1.0,0.9,0.0,True,527,37,93.36,7324.73,4.825,996.93,-1320.1,43.92,-1328.887
1.0,0.9,0.95,1.0,0.9,0.05,False,527,0,93.36,8669.42,4.895,1002.36,24.58,49.35,14.7106
1.0,0.9,0.95,1.0,0.9,0.05,True,527,37,93.36,7789.13,4.798,1104.24,-855.71,151.22,-885.9542
1.0,0.9,0.95,1.0,0.9,0.1,False,527,0,93.36,9163.6,4.872,1109.67,518.76,156.65,487.4349
1.0,0.9,0.95,1.0,0.9,0.1,True,527,37,93.36,8253.52,4.773,1211.54,-391.32,258.52,-443.0214
1.0,0.9,0.95,1.0,0.95,0.0,False,527,0,93.36,8234.02,4.934,891.99,-410.82,-61.02,-398.612
1.0,0.9,0.95,1.0,0.95,0.0,True,527,37,93.36,7377.69,4.838,993.87,-1267.14,40.85,-1275.3116
1.0,0.9,0.95,1.0,0.95,0.05,False,527,0,93.36,8731.81,4.908,999.22,86.97,46.2,77.7313
1.0,0.9,0.95,1.0,0.95,0.05,True,527,37,93.36,7845.37,4.811,1101.09,-799.46,148.08,-829.0802
1.0,0.9,0.95,1.0,0.95,0.1,False,527,0,93.36,9229.6,4.885,1106.45,584.76,153.43,554.0747
1.0,0.9,0.95,1.0,0.95,0.1,True,527,37,93.36,8313.05,4.787,1208.32,-331.79,255.3,-382.8488
1.0,0.9,0.95,1.0,1.0,0.0,False,527,0,93.36,8292.81,4.947,888.93,-352.03,-64.09,-339.2103
1.0,0.9,0.95,1.0,1.0,0.0,True,527,37,93.36,7430.66,4.851,990.8,-1214.18,37.79,-1221.7361
1.0,0.9,0.95,1.0,1.0,0.05,False,527,0,93.36,8794.2,4.921,996.08,149.36,43.06,140.7521
1.0,0.9,0.95,1.0,1.0,0.05,True,527,37,93.36,7901.62,4.824,1097.95,-743.22,144.94,-772.2061
1.0,0.9,0.95,1.0,1.0,0.1,False,527,0,93.36,9295.59,4.898,1103.23,650.76,150.21,620.7144
1.0,0.9,0.95,1.0,1.0,0.1,True,527,37,93.36,8372.58,4.8,1205.1,-272.26,252.08,-322.6762
1.0,0.9,0.95,1.05,0.85,0.0,False,527,0,93.36,8226.6,4.892,913.16,-418.23,-39.86,-410.2599
1.0,0.9,0.95,1.05,0.85,0.0,True,527,37,93.36,7351.57,4.786,1017.58,-1293.26,64.56,-1306.1747
1.0,0.9,0.95,1.05,0.85,0.05,False,527,0,93.36,8722.19,4.865,1023.18,77.35,70.16,63.3223
1.0,0.9,0.95,1.05,0.85,0.05,True,527,37,93.36,7817.33,4.758,1127.6,-827.5,174.58,-862.4191
1.0,0.9,0.95,1.05,0.85,0.1,False,527,0,93.36,9217.78,4.842,1133.2,572.94,180.18,536.9045
1.0,0.9,0.95,1.05,0.85,0.1,True,527,37,93.36,8283.09,4.735,1237.62,-361.74,284.6,-418.6634
1.0,0.9,0.95,1.05,0.9,0.0,False,527,0,93.36,8285.39,4.905,910.09,-359.44,-42.93,-350.8581
1.0,0.9,0.95,1.05,0.9,0.0,True,527,37,93.36,7404.54,4.798,1014.51,-1240.3,61.49,-1252.5992
1.0,0.9,0.95,1.05,0.9,0.05,False,527,0,93.36,8784.58,4.879,1020.03,139.75,67.02,126.3431
1.0,0.9,0.95,1.05,0.9,0.05,True,527,37,93.36,7873.58,4.772,1124.46,-771.26,171.44,-805.545
1.0,0.9,0.95,1.05,0.9,0.1,False,527,0,93.36,9283.77,4.856,1129.98,638.94,176.96,603.5442
1.0,0.9,0.95,1.05,0.9,0.1,True,527,37,93.36,8342.62,4.748,1234.4,-302.21,281.39,-358.4908
1.0,0.9,0.95,1.05,0.95,0.0,False,527,0,93.36,8344.18,4.917,908.41,-300.65,-44.61,-291.733
1.0,0.9,0.95,1.05,0.95,0.0,True,527,37,93.36,7457.5,4.811,1012.83,-1187.34,59.81,-1199.3004
1.0,0.9,0.95,1.05,0.95,0.05,False,527,0,93.36,8846.97,4.892,1016.89,202.14,63.88,189.3638
1.0,0.9,0.95,1.05,0.95,0.05,True,527,37,93.36,7929.82,4.785,1121.31,-715.01,168.3,-748.671
1.0,0.9,0.95,1.05,0.95,0.1,False,527,0,93.36,9349.77,4.869,1126.76,704.93,173.75,670.1839
1.0,0.9,0.95,1.05,0.95,0.1,True,527,37,93.36,8402.15,4.761,1231.18,-242.68,278.17,-298.3182
1.0,0.9,0.95,1.05,1.0,0.0,False,527,0,93.36,8402.97,4.93,906.87,-241.87,-46.14,-232.6378
1.0,0.9,0.95,1.05,1.0,0.0,True,527,37,93.36,7510.46,4.824,1011.29,-1134.38,58.28,-1146.0315
1.0,0.9,0.95,1.05,1.0,0.05,False,527,0,93.36,8909.37,4.905,1013.75,264.53,60.73,252.3845
1.0,0.9,0.95,1.05,1.0,0.05,True,527,37,93.36,7986.07,4.797,1118.17,-658.77,165.15,-691.797
1.0,0.9,0.95,1.05,1.0,0.1,False,527,0,93.36,9415.76,4.882,1123.54,770.93,170.53,736.8237
1.0,0.9,0.95,1.05,1.0,0.1,True,527,37,93.36,8461.68,4.774,1227.96,-183.16,274.95,-238.1457
1.0,0.9,1.0,0.95,0.85,0.0,False,527,0,93.36,8264.9,4.929,917.29,-379.93,-35.73,-372.7885
1.0,0.9,1.0,0.95,0.85,0.0,True,527,37,93.36,7443.3,4.856,1019.29,-1201.54,66.28,-1214.7909
1.0,0.9,1.0,0.95,0.85,0.05,False,527,0,93.36,8767.8,4.902,1024.96,122.97,71.95,108.5794
1.0,0.9,1.0,0.95,0.85,0.05,True,527,37,93.36,7916.2,4.826,1126.97,-728.64,173.95,-763.4289
1.0,0.9,1.0,0.95,0.85,0.1,False,527,0,93.36,9270.71,4.878,1132.64,625.87,179.62,589.9473
1.0,0.9,1.0,0.95,0.85,0.1,True,527,37,93.36,8389.09,4.8,1234.65,-255.74,281.63,-312.0669
1.0,0.9,1.0,0.95,0.9,0.0,False,527,0,93.36,8323.69,4.942,914.22,-321.15,-38.79,-313.3867
1.0,0.9,1.0,0.95,0.9,0.0,True,527,37,93.36,7496.26,4.869,1016.23,-1148.57,63.21,-1161.2154
1.0,0.9,1.0,0.95,0.9,0.05,False,527,0,93.36,8830.2,4.915,1021.82,185.36,68.8,171.6002
1.0,0.9,1.0,0.95,0.9,0.05,True,527,37,93.36,7972.44,4.839,1123.83,-672.39,170.81,-706.5548
1.0,0.9,1.0,0.95,0.9,0.1,False,527,0,93.36,9336.7,4.891,1129.42,691.87,176.4,656.5871
1.0,0.9,1.0,0.95,0.9,0.1,True,527,37,93.36,8448.62,4.813,1231.43,-196.21,278.41,-251.8943
1.0,0.9,1.0,0.95,0.95,0.0,False,527,0,93.36,8382.48,4.954,911.15,-262.36,-41.86,-253.985
1.0,0.9,1.0,0.95,0.95,0.0,True,527,37,93.36,7549.22,4.881,1013.16,-1095.61,60.15,-1107.6399
1.0,0.9,1.0,0.95,0.95,0.05,False,527,0,93.36,8892.59,4.928,1018.68,247.75,65.66,234.6209
1.0,0.9,1.0,0.95,0.95,0.05,True,527,37,93.36,8028.69,4.852,1120.68,-616.15,167.67,-649.6808
1.0,0.9,1.0,0.95,0.95,0.1,False,527,0,93.36,9402.7,4.904,1126.2,757.86,173.18,723.2268
1.0,0.9,1.0,0.95,0.95,0.1,True,527,37,93.36,8508.15,4.826,1228.21,-136.68,275.19,-191.7218
1.0,0.9,1.0,0.95,1.0,0.0,False,527,0,93.36,8441.27,4.967,908.09,-203.57,-44.93,-194.5832
1.0,0.9,1.0,0.95,1.0,0.0,True,527,37,93.36,7602.19,4.894,1010.1,-1042.65,57.08,-1054.0644
1.0,0.9,1.0,0.95,1.0,0.05,False,527,0,93.36,8954.98,4.941,1015.53,310.15,62.52,297.6417
1.0,0.9,1.0,0.95,1.0,0.05,True,527,37,93.36,8084.93,4.864,1117.54,-559.9,164.53,-592.8068
1.0,0.9,1.0,0.95,1.0,0.1,False,527,0,93.36,9468.7,4.918,1122.98,823.86,169.97,789.8665
1.0,0.9,1.0,0.95,1.0,0.1,True,527,37,93.36,8567.68,4.839,1224.99,-77.15,271.97,-131.5492
1.0,0.9,1.0,1.0,0.85,0.0,False,527,0,93.36,8375.06,4.913,932.32,-269.77,-20.7,-265.6328
1.0,0.9,1.0,1.0,0.85,0.0,True,527,37,93.36,7523.1,4.829,1036.87,-1121.73,83.86,-1138.503
1.0,0.9,1.0,1.0,0.85,0.05,False,527,0,93.36,8882.97,4.886,1042.64,238.14,89.62,220.2119
1.0,0.9,1.0,1.0,0.85,0.05,True,527,37,93.36,8000.65,4.8,1147.19,-644.18,194.17,-683.0197
1.0,0.9,1.0,1.0,0.85,0.1,False,527,0,93.36,9390.88,4.862,1152.95,746.04,199.94,706.0566
1.0,0.9,1.0,1.0,0.85,0.1,True,527,37,93.36,8478.2,4.774,1257.51,-166.64,304.49,-227.5363
1.0,0.9,1.0,1.0,0.9,0.0,False,527,0,93.36,8433.85,4.925,929.25,-210.98,-23.76,-206.231
1.0,0.9,1.0,1.0,0.9,0.0,True,527,37,93.36,7576.07,4.842,1033.81,-1068.77,80.79,-1084.9276
1.0,0.9,1.0,1.0,0.9,0.05,False,527,0,93.36,8945.36,4.899,1039.49,300.53,86.48,283.2327
1.0,0.9,1.0,1.0,0.9,0.05,True,527,37,93.36,8056.9,4.813,1144.05,-587.94,191.03,-626.1457
1.0,0.9,1.0,1.0,0.9,0.1,False,527,0,93.36,9456.88,4.875,1149.73,812.04,196.72,772.6963
1.0,0.9,1.0,1.0,0.9,0.1,True,527,37,93.36,8537.73,4.787,1254.29,-107.11,301.27,-167.3638
1.0,0.9,1.0,1.0,0.95,0.0,False,527,0,93.36,8492.64,4.938,926.19,-152.2,-26.83,-146.8293
1.0,0.9,1.0,1.0,0.95,0.0,True,527,37,93.36,7629.03,4.854,1030.74,-1015.81,77.72,-1031.3521
1.0,0.9,1.0,1.0,0.95,0.05,False,527,0,93.36,9007.76,4.912,1036.35,362.92,83.33,346.2534
1.0,0.9,1.0,1.0,0.95,0.05,True,527,37,93.36,8113.14,4.825,1140.9,-531.69,187.89,-569.2716
1.0,0.9,1.0,1.0,0.95,0.1,False,527,0,93.36,9522.87,4.888,1146.52,878.04,193.5,839.3361
1.0,0.9,1.0,1.0,0.95,0.1,True,527,37,93.36,8597.26,4.8,1251.07,-47.58,298.05,-107.1912
1.0,0.9,1.0,1.0,1.0,0.0,False,527,0,93.36,8551.43,4.951,923.12,-93.41,-29.9,-87.4275
1.0,0.9,1.0,1.0,1.0,0.0,True,527,37,93.36,7681.99,4.866,1027.67,-962.85,74.66,-977.7766
1.0,0.9,1.0,1.0,1.0,0.05,False,527,0,93.36,9070.15,4.924,1033.21,425.31,80.19,409.2741
1.0,0.9,1.0,1.0,1.0,0.05,True,527,37,93.36,8169.39,4.838,1137.76,-475.45,184.75,-512.3976
1.0,0.9,1.0,1.0,1.0,0.1,False,527,0,93.36,9588.87,4.901,1143.3,944.03,190.28,905.9758
1.0,0.9,1.0,1.0,1.0,0.1,True,527,37,93.36,8656.78,4.813,1247.85,11.95,294.83,-47.0186
1.0,0.9,1.0,1.05,0.85,0.0,False,527,0,93.36,8485.22,4.897,947.35,-159.61,-5.67,-158.4771
1.0,0.9,1.0,1.05,0.85,0.0,True,527,37,93.36,7602.91,4.803,1054.45,-1041.93,101.43,-1062.2152
1.0,0.9,1.0,1.05,0.85,0.05,False,527,0,93.36,8998.14,4.871,1060.31,353.3,107.29,331.8444
1.0,0.9,1.0,1.05,0.85,0.05,True,527,37,93.36,8085.1,4.774,1167.41,-559.73,214.39,-602.6105
1.0,0.9,1.0,1.05,0.85,0.1,False,527,0,93.36,9511.05,4.847,1173.27,866.22,220.25,822.1659
1.0,0.9,1.0,1.05,0.85,0.1,True,527,37,93.36,8567.3,4.75,1280.37,-77.53,327.35,-143.0058
1.0,0.9,1.0,1.05,0.9,0.0,False,527,0,93.36,8544.01,4.91,944.28,-100.82,-8.73,-99.0753
1.0,0.9,1.0,1.05,0.9,0.0,True,527,37,93.36,7655.87,4.815,1051.38,-988.97,98.37,-1008.6398
1.0,0.9,1.0,1.05,0.9,0.05,False,527,0,93.36,9060.53,4.883,1057.17,415.7,104.15,394.8651
1.0,0.9,1.0,1.05,0.9,0.05,True,527,37,93.36,8141.35,4.787,1164.27,-503.49,211.25,-545.7365
1.0,0.9,1.0,1.05,0.9,0.1,False,527,0,93.36,9577.05,4.86,1170.05,932.21,217.03,888.8056
1.0,0.9,1.0,1.05,0.9,0.1,True,527,37,93.36,8626.83,4.762,1277.15,-18.01,324.14,-82.8332
1.0,0.9,1.0,1.05,0.95,0.0,False,527,0,93.36,8602.8,4.922,941.22,-42.03,-11.8,-39.6736
1.0,0.9,1.0,1.05,0.95,0.0,True,527,37,93.36,7708.83,4.827,1048.32,-936.0,95.3,-955.0643
1.0,0.9,1.0,1.05,0.95,0.05,False,527,0,93.36,9122.92,4.896,1054.02,478.09,101.01,457.8859
1.0,0.9,1.0,1.05,0.95,0.05,True,527,37,93.36,8197.59,4.8,1161.12,-447.24,208.11,-488.8625
1.0,0.9,1.0,1.05,0.95,0.1,False,527,0,93.36,9643.04,4.873,1166.83,998.21,213.81,955.4453
1.0,0.9,1.0,1.05,0.95,0.1,True,527,37,93.36,8686.36,4.775,1273.93,41.52,320.92,-22.6607
1.0,0.9,1.0,1.05,1.0,0.0,False,527,0,93.36,8661.59,4.935,938.15,16.75,-14.87,19.7282
1.0,0.9,1.0,1.05,1.0,0.0,True,527,37,93.36,7761.79,4.84,1045.25,-883.04,92.24,-901.4888
1.0,0.9,1.0,1.05,1.0,0.05,False,527,0,93.36,9185.31,4.909,1050.88,540.48,97.86,520.9066
1.0,0.9,1.0,1.05,1.0,0.05,True,527,37,93.36,8253.84,4.812,1157.98,-391.0,204.97,-431.9884
1.0,0.9,1.0,1.05,1.0,0.1,False,527,0,93.36,9709.04,4.886,1163.61,1064.2,210.6,1022.0851
1.0,0.9,1.0,1.05,1.0,0.1,True,527,37,93.36,8745.89,4.788,1270.71,101.05,317.7,37.5119
1.0,0.9,1.05,0.95,0.85,0.0,False,527,0,93.36,8523.52,4.933,951.48,-121.31,-1.54,-121.0057
1.0,0.9,1.05,0.95,0.85,0.0,True,527,37,93.36,7694.63,4.871,1056.17,-950.2,103.15,-970.8314
1.0,0.9,1.05,0.95,0.85,0.05,False,527,0,93.36,9043.75,4.906,1062.09,398.92,109.08,377.1015
1.0,0.9,1.05,0.95,0.85,0.05,True,527,37,93.36,8183.97,4.84,1166.78,-460.87,213.77,-503.6203
1.0,0.9,1.05,0.95,0.85,0.1,False,527,0,93.36,9563.98,4.881,1172.71,919.15,219.69,875.2087
1.0,0.9,1.05,0.95,0.85,0.1,True,527,37,93.36,8673.3,4.813,1277.4,28.47,324.38,-36.4093
1.0,0.9,1.05,0.95,0.9,0.0,False,527,0,93.36,8582.31,4.946,948.41,-62.52,-4.6,-61.6039
1.0,0.9,1.05,0.95,0.9,0.0,True,527,37,93.36,7747.6,4.884,1053.1,-897.24,100.08,-917.2559
1.0,0.9,1.05,0.95,0.9,0.05,False,527,0,93.36,9106.14,4.918,1058.95,461.31,105.94,440.1223
1.0,0.9,1.05,0.95,0.9,0.05,True,527,37,93.36,8240.21,4.853,1163.64,-404.62,210.62,-446.7463
1.0,0.9,1.05,0.95,0.9,0.1,False,527,0,93.36,9629.98,4.894,1169.49,985.14,216.47,941.8485
1.0,0.9,1.05,0.95,0.9,0.1,True,527,37,93.36,8732.83,4.826,1274.18,88.0,321.16,23.7633
1.0,0.9,1.05,0.95,0.95,0.0,False,527,0,93.36,8641.1,4.958,945.35,-3.74,-7.67,-2.2022
1.0,0.9,1.05,0.95,0.95,0.0,True,527,37,93.36,7800.56,4.896,1050.03,-844.28,97.02,-863.6804
1.0,0.9,1.05,0.95,0.95,0.05,False,527,0,93.36,9168.54,4.931,1055.81,523.7,102.79,503.143
1.0,0.9,1.05,0.95,0.95,0.05,True,527,37,93.36,8296.46,4.865,1160.5,-348.38,207.48,-389.8723
1.0,0.9,1.05,0.95,0.95,0.1,False,527,0,93.36,9695.97,4.907,1166.27,1051.14,213.25,1008.4882
1.0,0.9,1.05,0.95,0.95,0.1,True,527,37,93.36,8792.36,4.838,1270.96,147.52,317.94,83.9358
1.0,0.9,1.05,0.95,1.0,0.0,False,527,0,93.36,8699.89,4.97,942.28,55.05,-10.73,57.1996
1.0,0.9,1.05,0.95,1.0,0.0,True,527,37,93.36,7853.52,4.907,1046.97,-791.31,93.95,-810.1049
1.0,0.9,1.05,0.95,1.0,0.05,False,527,0,93.36,9230.93,4.944,1052.67,586.09,99.65,566.1637
1.0,0.9,1.05,0.95,1.0,0.05,True,527,37,93.36,8352.7,4.877,1157.35,-292.13,204.34,-332.9983
1.0,0.9,1.05,0.95,1.0,0.1,False,527,0,93.36,9761.97,4.92,1163.05,1117.13,210.03,1075.1279
1.0,0.9,1.05,0.95,1.0,0.1,True,527,37,93.36,8851.89,4.851,1267.74,207.05,314.72,144.1084
1.0,0.9,1.05,1.0,0.85,0.0,False,527,0,93.36,8633.68,4.918,966.51,-11.15,13.49,-13.85
1.0,0.9,1.05,1.0,0.85,0.0,True,527,37,93.36,7774.44,4.845,1073.74,-870.4,120.73,-894.5436
1.0,0.9,1.05,1.0,0.85,0.05,False,527,0,93.36,9158.92,4.89,1079.77,514.08,126.75,488.734
1.0,0.9,1.05,1.0,0.85,0.05,True,527,37,93.36,8268.42,4.814,1187.0,-376.41,233.99,-423.2112
1.0,0.9,1.05,1.0,0.85,0.1,False,527,0,93.36,9684.15,4.866,1193.02,1039.32,240.01,991.318
1.0,0.9,1.05,1.0,0.85,0.1,True,527,37,93.36,8762.41,4.788,1300.26,117.57,347.24,48.1212
1.0,0.9,1.05,1.0,0.9,0.0,False,527,0,93.36,8692.47,4.93,963.44,47.64,10.43,45.5518
1.0,0.9,1.05,1.0,0.9,0.0,True,527,37,93.36,7827.4,4.857,1070.68,-817.44,117.66,-840.9681
1.0,0.9,1.05,1.0,0.9,0.05,False,527,0,93.36,9221.31,4.903,1076.62,576.48,123.61,551.7548
1.0,0.9,1.05,1.0,0.9,0.05,True,527,37,93.36,8324.67,4.827,1183.86,-320.17,230.84,-366.3371
1.0,0.9,1.05,1.0,0.9,0.1,False,527,0,93.36,9750.15,4.879,1189.8,1105.32,236.79,1057.9577
1.0,0.9,1.05,1.0,0.9,0.1,True,527,37,93.36,8821.93,4.8,1297.04,177.1,344.02,108.2938
1.0,0.9,1.05,1.0,0.95,0.0,False,527,0,93.36,8751.26,4.942,960.38,106.43,7.36,104.9535
1.0,0.9,1.05,1.0,0.95,0.0,True,527,37,93.36,7880.36,4.869,1067.61,-764.47,114.6,-787.3926
1.0,0.9,1.05,1.0,0.95,0.05,False,527,0,93.36,9283.7,4.915,1073.48,638.87,120.47,614.7755
1.0,0.9,1.05,1.0,0.95,0.05,True,527,37,93.36,8380.91,4.839,1180.72,-263.92,227.7,-309.4631
1.0,0.9,1.05,1.0,0.95,0.1,False,527,0,93.36,9816.15,4.892,1186.58,1171.31,233.57,1124.5975
1.0,0.9,1.05,1.0,0.95,0.1,True,527,37,93.36,8881.46,4.813,1293.82,236.63,340.8,168.4664
1.0,0.9,1.05,1.0,1.0,0.0,False,527,0,93.36,8810.05,4.954,957.31,165.21,4.3,164.3553
1.0,0.9,1.05,1.0,1.0,0.0,True,527,37,93.36,7933.32,4.881,1064.55,-711.51,111.53,-733.8171
1.0,0.9,1.05,1.0,1.0,0.05,False,527,0,93.36,9346.1,4.928,1070.34,701.26,117.32,677.7962
1.0,0.9,1.05,1.0,1.0,0.05,True,527,37,93.36,8437.16,4.851,1177.57,-207.68,224.56,-252.5891
1.0,0.9,1.05,1.0,1.0,0.1,False,527,0,93.36,9882.14,4.904,1183.37,1237.31,230.35,1191.2372
1.0,0.9,1.05,1.0,1.0,0.1,True,527,37,93.36,8940.99,4.825,1290.6,296.16,337.58,228.6389
1.0,0.9,1.05,1.05,0.85,0.0,False,527,0,93.36,8743.85,4.902,981.54,99.01,28.52,93.3057
1.0,0.9,1.05,1.05,0.85,0.0,True,527,37,93.36,7854.24,4.819,1091.32,-790.59,138.31,-818.2557
1.0,0.9,1.05,1.05,0.85,0.05,False,527,0,93.36,9274.09,4.875,1097.44,629.25,144.42,600.3665
1.0,0.9,1.05,1.05,0.85,0.05,True,527,37,93.36,8352.87,4.789,1207.22,-291.96,254.2,-342.802
1.0,0.9,1.05,1.05,0.85,0.1,False,527,0,93.36,9804.33,4.851,1213.34,1159.49,260.32,1107.4273
1.0,0.9,1.05,1.05,0.85,0.1,True,527,37,93.36,8851.51,4.764,1323.12,206.67,370.1,132.6518
1.0,0.9,1.05,1.05,0.9,0.0,False,527,0,93.36,8802.63,4.915,978.47,157.8,25.46,152.7075
1.0,0.9,1.05,1.05,0.9,0.0,True,527,37,93.36,7907.2,4.831,1088.25,-737.63,135.24,-764.6803
1.0,0.9,1.05,1.05,0.9,0.05,False,527,0,93.36,9336.48,4.888,1094.3,691.64,141.28,663.3872
1.0,0.9,1.05,1.05,0.9,0.05,True,527,37,93.36,8409.12,4.802,1204.08,-235.72,251.06,-285.928
1.0,0.9,1.05,1.05,0.9,0.1,False,527,0,93.36,9870.32,4.864,1210.12,1225.49,257.1,1174.067
1.0,0.9,1.05,1.05,0.9,0.1,True,527,37,93.36,8911.04,4.776,1319.9,266.2,366.88,192.8243
1.0,0.9,1.05,1.05,0.95,0.0,False,527,0,93.36,8861.42,4.927,975.41,216.59,22.39,212.1092
1.0,0.9,1.05,1.05,0.95,0.0,True,527,37,93.36,7960.17,4.843,1085.19,-684.67,132.17,-711.1048
1.0,0.9,1.05,1.05,0.95,0.05,False,527,0,93.36,9398.87,4.9,1091.15,754.04,138.14,726.408
1.0,0.9,1.05,1.05,0.95,0.05,True,527,37,93.36,8465.37,4.814,1200.94,-179.47,247.92,-229.0539
1.0,0.9,1.05,1.05,0.95,0.1,False,527,0,93.36,9936.32,4.877,1206.9,1291.48,253.88,1240.7067
1.0,0.9,1.05,1.05,0.95,0.1,True,527,37,93.36,8970.57,4.789,1316.68,325.73,363.67,252.9969
1.0,0.9,1.05,1.05,1.0,0.0,False,527,0,93.36,8920.21,4.939,972.34,275.38,19.33,271.511
1.0,0.9,1.05,1.05,1.0,0.0,True,527,37,93.36,8013.13,4.855,1082.12,-631.71,129.11,-657.5293
1.0,0.9,1.05,1.05,1.0,0.05,False,527,0,93.36,9461.26,4.912,1088.01,816.43,135.0,789.4287
1.0,0.9,1.05,1.05,1.0,0.05,True,527,37,93.36,8521.61,4.826,1197.79,-123.22,244.78,-172.1799
1.0,0.9,1.05,1.05,1.0,0.1,False,527,0,93.36,10002.31,4.889,1203.68,1357.48,250.66,1307.3465
1.0,0.9,1.05,1.05,1.0,0.1,True,527,37,93.36,9030.09,4.801,1313.46,385.26,360.45,313.1695
1.0,0.9,1.1,0.95,0.85,0.0,False,527,0,93.36,8782.14,4.938,985.67,137.31,32.65,130.7771
1.0,0.9,1.1,0.95,0.85,0.0,True,527,37,93.36,7945.97,4.886,1093.04,-698.87,140.02,-726.8719
1.0,0.9,1.1,0.95,0.85,0.05,False,527,0,93.36,9319.7,4.909,1099.22,674.87,146.21,645.6236
1.0,0.9,1.1,0.95,0.85,0.05,True,527,37,93.36,8451.74,4.853,1206.59,-193.1,253.58,-243.8118
1.0,0.9,1.1,0.95,0.85,0.1,False,527,0,93.36,9857.26,4.885,1212.78,1212.42,259.76,1160.4701
1.0,0.9,1.1,0.95,0.85,0.1,True,527,37,93.36,8957.51,4.825,1320.15,312.67,367.13,239.2483
1.0,0.9,1.1,0.95,0.9,0.0,False,527,0,93.36,8840.93,4.95,982.6,196.1,29.59,190.1788
1.0,0.9,1.1,0.95,0.9,0.0,True,527,37,93.36,7998.93,4.897,1089.97,-645.9,136.96,-673.2964
1.0,0.9,1.1,0.95,0.9,0.05,False,527,0,93.36,9382.09,4.922,1096.08,737.26,143.07,708.6444
1.0,0.9,1.1,0.95,0.9,0.05,True,527,37,93.36,8507.98,4.865,1203.45,-136.85,250.43,-186.9378
1.0,0.9,1.1,0.95,0.9,0.1,False,527,0,93.36,9923.25,4.897,1209.56,1278.42,256.54,1227.1099
1.0,0.9,1.1,0.95,0.9,0.1,True,527,37,93.36,9017.04,4.837,1316.93,372.2,363.91,299.4208
1.0,0.9,1.1,0.95,0.95,0.0,False,527,0,93.36,8899.72,4.962,979.54,254.89,26.52,249.5806
1.0,0.9,1.1,0.95,0.95,0.0,True,527,37,93.36,8051.89,4.909,1086.91,-592.94,133.89,-619.7209
1.0,0.9,1.1,0.95,0.95,0.05,False,527,0,93.36,9444.49,4.934,1092.94,799.65,139.92,771.6651
1.0,0.9,1.1,0.95,0.95,0.05,True,527,37,93.36,8564.23,4.877,1200.31,-80.61,247.29,-130.0637
1.0,0.9,1.1,0.95,0.95,0.1,False,527,0,93.36,9989.25,4.91,1206.34,1344.41,253.32,1293.7496
1.0,0.9,1.1,0.95,0.95,0.1,True,527,37,93.36,9076.57,4.85,1313.71,431.73,360.69,359.5934
1.0,0.9,1.1,0.95,1.0,0.0,False,527,0,93.36,8958.51,4.973,976.47,313.67,23.46,308.9824
1.0,0.9,1.1,0.95,1.0,0.0,True,527,37,93.36,8104.86,4.92,1083.84,-539.98,130.83,-566.1454
1.0,0.9,1.1,0.95,1.0,0.05,False,527,0,93.36,9506.88,4.946,1089.8,862.04,136.78,834.6858
1.0,0.9,1.1,0.95,1.0,0.05,True,527,37,93.36,8620.48,4.889,1197.16,-24.36,244.15,-73.1897
1.0,0.9,1.1,0.95,1.0,0.1,False,527,0,93.36,10055.25,4.922,1203.12,1410.41,250.1,1360.3893
1.0,0.9,1.1,0.95,1.0,0.1,True,527,37,93.36,9136.1,4.862,1310.49,491.26,357.47,419.766
1.0,0.9,1.1,1.0,0.85,0.0,False,527,0,93.36,8892.31,4.922,1000.7,247.47,47.68,237.9328
1.0,0.9,1.1,1.0,0.85,0.0,True,527,37,93.36,8025.77,4.859,1110.62,-619.06,157.6,-650.5841
1.0,0.9,1.1,1.0,0.85,0.05,False,527,0,93.36,9434.87,4.894,1116.9,790.03,163.88,757.2561
1.0,0.9,1.1,1.0,0.85,0.05,True,527,37,93.36,8536.19,4.828,1226.81,-108.64,273.8,-163.4026
1.0,0.9,1.1,1.0,0.85,0.1,False,527,0,93.36,9977.43,4.87,1233.09,1332.59,280.08,1276.5794
1.0,0.9,1.1,1.0,0.85,0.1,True,527,37,93.36,9046.61,4.801,1343.01,401.78,389.99,323.7788
1.0,0.9,1.1,1.0,0.9,0.0,False,527,0,93.36,8951.09,4.934,997.63,306.26,44.62,297.3345
1.0,0.9,1.1,1.0,0.9,0.0,True,527,37,93.36,8078.73,4.871,1107.55,-566.1,154.53,-597.0086
1.0,0.9,1.1,1.0,0.9,0.05,False,527,0,93.36,9497.26,4.907,1113.75,852.42,160.74,820.2768
1.0,0.9,1.1,1.0,0.9,0.05,True,527,37,93.36,8592.44,4.84,1223.67,-52.4,270.65,-106.5286
1.0,0.9,1.1,1.0,0.9,0.1,False,527,0,93.36,10043.43,4.882,1229.87,1398.59,276.86,1343.2191
1.0,0.9,1.1,1.0,0.9,0.1,True,527,37,93.36,9106.14,4.813,1339.79,461.31,386.77,383.9514
