m_l0,m_l1,m_odd_low_le9,m_odd_mid_9a10_5,m_odd_high_gt10_5,anti_martingale,cut_after_first_red_day,Ops_total,Ops_skip,WR_%,PnL_R$,ROI_%,DD_Max_R$,Delta_PnL_vs_Base_R$,Delta_DD_vs_Base_R$,Score_RiskAdj
1.1,0.95,1.1,1.05,0.9,0.05,False,527,0,93.36,10533.14,4.908,1233.96,1888.31,280.95,1832.1157
1.1,0.95,1.1,1.05,0.9,0.05,True,527,37,93.36,9499.06,4.828,1357.67,854.22,404.66,773.2926
1.1,0.95,1.1,1.05,0.9,0.1,False,527,0,93.36,11141.08,4.886,1364.95,2496.25,411.94,2413.8582
1.1,0.95,1.1,1.05,0.9,0.1,True,527,37,93.36,10071.28,4.804,1488.66,1426.44,535.65,1319.3131
1.1,0.95,1.1,1.05,0.95,0.0,False,527,0,93.36,9990.23,4.946,1099.6,1345.39,146.59,1316.0753
1.1,0.95,1.1,1.05,0.95,0.0,True,527,37,93.36,8985.46,4.867,1223.31,340.62,270.29,286.5654
1.1,0.95,1.1,1.05,0.95,0.05,False,527,0,93.36,10602.13,4.921,1230.51,1957.3,277.49,1901.7987
1.1,0.95,1.1,1.05,0.95,0.05,True,527,37,93.36,9561.29,4.84,1354.22,916.45,401.2,836.2142
1.1,0.95,1.1,1.05,0.95,0.1,False,527,0,93.36,11214.04,4.899,1361.41,2569.2,408.4,2487.5221
1.1,0.95,1.1,1.05,0.95,0.1,True,527,37,93.36,10137.12,4.816,1485.12,1492.28,532.11,1385.8631
1.1,0.95,1.1,1.05,1.0,0.0,False,527,0,93.36,10055.26,4.957,1096.23,1410.42,143.21,1381.7774
1.1,0.95,1.1,1.05,1.0,0.0,True,527,37,93.36,9044.08,4.879,1219.94,399.24,266.92,345.8586
1.1,0.95,1.1,1.05,1.0,0.05,False,527,0,93.36,10671.12,4.933,1227.05,2026.29,274.03,1971.4817
1.1,0.95,1.1,1.05,1.0,0.05,True,527,37,93.36,9623.52,4.852,1350.76,978.68,397.74,899.1358
1.1,0.95,1.1,1.05,1.0,0.1,False,527,0,93.36,11286.99,4.911,1357.87,2642.16,404.86,2561.1859
1.1,0.95,1.1,1.05,1.0,0.1,True,527,37,93.36,10202.96,4.828,1481.58,1558.13,528.57,1452.4131
1.1,1.0,0.95,0.95,0.85,0.0,False,527,0,93.36,8815.96,4.921,973.77,171.13,20.75,166.9754
1.1,1.0,0.95,0.95,0.85,0.0,True,527,37,93.36,7921.35,4.838,1083.03,-723.48,130.01,-749.4875
1.1,1.0,0.95,0.95,0.85,0.05,False,527,0,93.36,9349.75,4.893,1088.91,704.91,135.89,677.7356
1.1,1.0,0.95,0.95,0.85,0.05,True,527,37,93.36,8423.03,4.808,1198.16,-221.81,245.15,-270.8373
1.1,1.0,0.95,0.95,0.85,0.1,False,527,0,93.36,9883.54,4.869,1204.04,1238.7,251.02,1188.4958
1.1,1.0,0.95,0.95,0.85,0.1,True,527,37,93.36,8924.71,4.782,1313.3,279.87,360.28,207.8129
1.1,1.0,0.95,0.95,0.9,0.0,False,527,0,93.36,8880.54,4.934,970.4,235.7,17.38,232.2273
1.1,1.0,0.95,0.95,0.9,0.0,True,527,37,93.36,7979.52,4.851,1079.66,-665.32,126.64,-690.6445
1.1,1.0,0.95,0.95,0.9,0.05,False,527,0,93.36,9418.29,4.907,1085.45,773.45,132.43,746.9684
1.1,1.0,0.95,0.95,0.9,0.05,True,527,37,93.36,8484.81,4.822,1194.71,-160.03,241.69,-208.3659
1.1,1.0,0.95,0.95,0.9,0.1,False,527,0,93.36,9956.04,4.883,1200.5,1311.21,247.48,1261.7094
1.1,1.0,0.95,0.95,0.9,0.1,True,527,37,93.36,8990.1,4.796,1309.76,345.26,356.74,273.9127
1.1,1.0,0.95,0.95,0.95,0.0,False,527,0,93.36,8945.12,4.947,967.03,300.28,14.01,297.4792
1.1,1.0,0.95,0.95,0.95,0.0,True,527,37,93.36,8037.69,4.864,1076.28,-607.15,123.27,-631.8015
1.1,1.0,0.95,0.95,0.95,0.05,False,527,0,93.36,9486.83,4.92,1081.99,842.0,128.98,816.2012
1.1,1.0,0.95,0.95,0.95,0.05,True,527,37,93.36,8546.59,4.835,1191.25,-98.25,238.24,-145.8945
1.1,1.0,0.95,0.95,0.95,0.1,False,527,0,93.36,10028.55,4.897,1196.96,1383.71,243.94,1334.9231
1.1,1.0,0.95,0.95,0.95,0.1,True,527,37,93.36,9055.49,4.809,1306.22,410.65,353.2,340.0125
1.1,1.0,0.95,0.95,1.0,0.0,False,527,0,93.36,9009.69,4.96,963.65,364.86,10.64,362.7311
1.1,1.0,0.95,0.95,1.0,0.0,True,527,37,93.36,8095.86,4.876,1072.91,-548.98,119.9,-572.9585
1.1,1.0,0.95,0.95,1.0,0.05,False,527,0,93.36,9555.37,4.933,1078.53,910.54,125.52,885.4339
1.1,1.0,0.95,0.95,1.0,0.05,True,527,37,93.36,8608.37,4.848,1187.79,-36.47,234.78,-83.4231
1.1,1.0,0.95,0.95,1.0,0.1,False,527,0,93.36,10101.05,4.91,1193.42,1456.22,240.4,1408.1368
1.1,1.0,0.95,0.95,1.0,0.1,True,527,37,93.36,9120.88,4.823,1302.68,476.04,349.66,406.1122
1.1,1.0,0.95,1.0,0.85,0.0,False,527,0,93.36,8937.23,4.904,990.3,292.39,37.29,284.9364
1.1,1.0,0.95,1.0,0.85,0.0,True,527,37,93.36,8009.19,4.81,1102.36,-635.64,149.35,-665.5103
1.1,1.0,0.95,1.0,0.85,0.05,False,527,0,93.36,9476.53,4.877,1108.35,831.7,155.33,800.6329
1.1,1.0,0.95,1.0,0.85,0.05,True,527,37,93.36,8516.0,4.781,1220.41,-128.84,267.39,-182.3163
1.1,1.0,0.95,1.0,0.85,0.1,False,527,0,93.36,10015.84,4.853,1226.39,1371.0,273.37,1316.3293
1.1,1.0,0.95,1.0,0.85,0.1,True,527,37,93.36,9022.8,4.756,1338.45,377.96,385.43,300.8778
1.1,1.0,0.95,1.0,0.9,0.0,False,527,0,93.36,9001.81,4.917,986.93,356.97,33.92,350.1883
1.1,1.0,0.95,1.0,0.9,0.0,True,527,37,93.36,8067.36,4.823,1098.99,-577.47,145.98,-606.6673
1.1,1.0,0.95,1.0,0.9,0.05,False,527,0,93.36,9545.08,4.891,1104.89,900.24,151.87,869.8656
1.1,1.0,0.95,1.0,0.9,0.05,True,527,37,93.36,8577.78,4.795,1216.95,-67.06,263.93,-119.8449
1.1,1.0,0.95,1.0,0.9,0.1,False,527,0,93.36,10088.34,4.867,1222.85,1443.51,269.83,1389.543
1.1,1.0,0.95,1.0,0.9,0.1,True,527,37,93.36,9088.19,4.77,1334.91,443.36,381.89,366.9776
1.1,1.0,0.95,1.0,0.95,0.0,False,527,0,93.36,9066.38,4.93,983.56,421.55,30.54,415.4402
1.1,1.0,0.95,1.0,0.95,0.0,True,527,37,93.36,8125.53,4.836,1095.62,-519.3,142.6,-547.8243
1.1,1.0,0.95,1.0,0.95,0.05,False,527,0,93.36,9613.62,4.904,1101.43,968.78,148.42,939.0984
1.1,1.0,0.95,1.0,0.95,0.05,True,527,37,93.36,8639.56,4.808,1213.49,-5.28,260.48,-57.3735
1.1,1.0,0.95,1.0,0.95,0.1,False,527,0,93.36,10160.85,4.88,1219.3,1516.01,266.29,1462.7566
1.1,1.0,0.95,1.0,0.95,0.1,True,527,37,93.36,9153.58,4.783,1331.37,508.75,378.35,433.0774
1.1,1.0,0.95,1.0,1.0,0.0,False,527,0,93.36,9130.96,4.943,980.19,486.13,27.17,480.6921
1.1,1.0,0.95,1.0,1.0,0.0,True,527,37,93.36,8183.7,4.848,1092.25,-461.14,139.23,-488.9813
1.1,1.0,0.95,1.0,1.0,0.05,False,527,0,93.36,9682.16,4.917,1097.97,1037.32,144.96,1008.3312
1.1,1.0,0.95,1.0,1.0,0.05,True,527,37,93.36,8701.34,4.821,1210.04,56.5,257.02,5.0979
1.1,1.0,0.95,1.0,1.0,0.1,False,527,0,93.36,10233.36,4.894,1215.76,1588.52,262.75,1535.9703
1.1,1.0,0.95,1.0,1.0,0.1,True,527,37,93.36,9218.97,4.796,1327.82,574.14,374.81,499.1771
1.1,1.0,0.95,1.05,0.85,0.0,False,527,0,93.36,9058.5,4.888,1006.84,413.66,53.82,402.8974
1.1,1.0,0.95,1.05,0.85,0.0,True,527,37,93.36,8097.04,4.783,1121.7,-547.8,168.68,-581.5332
1.1,1.0,0.95,1.05,0.85,0.05,False,527,0,93.36,9603.32,4.862,1127.78,958.48,174.77,923.5301
1.1,1.0,0.95,1.05,0.85,0.05,True,527,37,93.36,8608.97,4.756,1242.65,-35.87,289.63,-93.7952
1.1,1.0,0.95,1.05,0.85,0.1,False,527,0,93.36,10148.14,4.838,1248.73,1503.31,295.72,1444.1628
1.1,1.0,0.95,1.05,0.85,0.1,True,527,37,93.36,9120.89,4.731,1363.6,476.06,410.58,393.9427
1.1,1.0,0.95,1.05,0.9,0.0,False,527,0,93.36,9123.07,4.901,1004.85,478.24,51.83,467.8721
1.1,1.0,0.95,1.05,0.9,0.0,True,527,37,93.36,8155.21,4.796,1119.71,-489.63,166.7,-522.9673
1.1,1.0,0.95,1.05,0.9,0.05,False,527,0,93.36,9671.86,4.875,1124.33,1027.03,171.31,992.7629
1.1,1.0,0.95,1.05,0.9,0.05,True,527,37,93.36,8670.75,4.769,1239.19,25.91,286.18,-31.3238
1.1,1.0,0.95,1.05,0.9,0.1,False,527,0,93.36,10220.65,4.851,1245.19,1575.81,292.18,1517.3765
1.1,1.0,0.95,1.05,0.9,0.1,True,527,37,93.36,9186.29,4.744,1360.05,541.45,407.04,460.0425
1.1,1.0,0.95,1.05,0.95,0.0,False,527,0,93.36,9187.65,4.914,1003.16,542.82,50.15,532.7867
1.1,1.0,0.95,1.05,0.95,0.0,True,527,37,93.36,8213.38,4.809,1118.03,-431.46,165.01,-464.4616
1.1,1.0,0.95,1.05,0.95,0.05,False,527,0,93.36,9740.4,4.888,1120.87,1095.57,167.86,1061.9957
1.1,1.0,0.95,1.05,0.95,0.05,True,527,37,93.36,8732.53,4.782,1235.73,87.69,282.72,31.1476
1.1,1.0,0.95,1.05,0.95,0.1,False,527,0,93.36,10293.15,4.865,1241.65,1648.32,288.64,1590.5902
1.1,1.0,0.95,1.05,0.95,0.1,True,527,37,93.36,9251.68,4.758,1356.51,606.84,403.5,526.1423
1.1,1.0,0.95,1.05,1.0,0.0,False,527,0,93.36,9252.23,4.927,1001.48,607.39,48.46,597.7014
1.1,1.0,0.95,1.05,1.0,0.0,True,527,37,93.36,8271.54,4.821,1116.34,-373.29,163.32,-405.9559
1.1,1.0,0.95,1.05,1.0,0.05,False,527,0,93.36,9808.94,4.901,1117.41,1164.11,164.4,1131.2284
1.1,1.0,0.95,1.05,1.0,0.05,True,527,37,93.36,8794.31,4.794,1232.28,149.47,279.26,93.6189
1.1,1.0,0.95,1.05,1.0,0.1,False,527,0,93.36,10365.66,4.878,1238.11,1720.82,285.09,1663.8038
1.1,1.0,0.95,1.05,1.0,0.1,True,527,37,93.36,9317.07,4.771,1352.97,672.23,399.96,592.242
1.1,1.0,1.0,0.95,0.85,0.0,False,527,0,93.36,9100.91,4.925,1011.51,456.08,58.49,444.3789
1.1,1.0,1.0,0.95,0.85,0.0,True,527,37,93.36,8198.37,4.854,1123.71,-446.46,170.7,-480.6008
1.1,1.0,1.0,0.95,0.85,0.05,False,527,0,93.36,9653.73,4.898,1129.87,1008.89,176.85,973.5231
1.1,1.0,1.0,0.95,0.85,0.05,True,527,37,93.36,8718.1,4.823,1242.08,73.26,289.06,15.4512
1.1,1.0,1.0,0.95,0.85,0.1,False,527,0,93.36,10206.55,4.873,1248.23,1561.71,295.22,1502.6673
1.1,1.0,1.0,0.95,0.85,0.1,True,527,37,93.36,9237.82,4.796,1360.44,592.99,407.42,511.5032
1.1,1.0,1.0,0.95,0.9,0.0,False,527,0,93.36,9165.49,4.938,1008.13,520.65,55.12,509.6308
1.1,1.0,1.0,0.95,0.9,0.0,True,527,37,93.36,8256.54,4.866,1120.34,-388.29,167.33,-421.7578
1.1,1.0,1.0,0.95,0.9,0.05,False,527,0,93.36,9722.27,4.911,1126.41,1077.44,173.4,1042.7559
1.1,1.0,1.0,0.95,0.9,0.05,True,527,37,93.36,8779.88,4.836,1238.62,135.04,285.6,77.9226
1.1,1.0,1.0,0.95,0.9,0.1,False,527,0,93.36,10279.05,4.886,1244.69,1634.22,291.68,1575.881
1.1,1.0,1.0,0.95,0.9,0.1,True,527,37,93.36,9303.22,4.809,1356.9,658.38,403.88,577.603
1.1,1.0,1.0,0.95,0.95,0.0,False,527,0,93.36,9230.07,4.951,1004.76,585.23,51.75,574.8827
1.1,1.0,1.0,0.95,0.95,0.0,True,527,37,93.36,8314.71,4.879,1116.97,-330.12,163.95,-362.9148
1.1,1.0,1.0,0.95,0.95,0.05,False,527,0,93.36,9790.81,4.924,1122.96,1145.98,169.94,1111.9887
1.1,1.0,1.0,0.95,0.95,0.05,True,527,37,93.36,8841.66,4.849,1235.16,196.82,282.15,140.394
1.1,1.0,1.0,0.95,0.95,0.1,False,527,0,93.36,10351.56,4.9,1241.15,1706.72,288.13,1649.0946
1.1,1.0,1.0,0.95,0.95,0.1,True,527,37,93.36,9368.61,4.822,1353.36,723.77,400.34,643.7028
1.1,1.0,1.0,0.95,1.0,0.0,False,527,0,93.36,9294.64,4.963,1001.39,649.81,48.37,640.1346
1.1,1.0,1.0,0.95,1.0,0.0,True,527,37,93.36,8372.88,4.891,1113.6,-271.96,160.58,-304.0718
1.1,1.0,1.0,0.95,1.0,0.05,False,527,0,93.36,9859.35,4.936,1119.5,1214.52,166.48,1181.2215
1.1,1.0,1.0,0.95,1.0,0.05,True,527,37,93.36,8903.44,4.861,1231.71,258.6,278.69,202.8654
1.1,1.0,1.0,0.95,1.0,0.1,False,527,0,93.36,10424.06,4.913,1237.61,1779.23,284.59,1722.3083
1.1,1.0,1.0,0.95,1.0,0.1,True,527,37,93.36,9434.0,4.835,1349.82,789.16,396.8,709.8025
1.1,1.0,1.0,1.0,0.85,0.0,False,527,0,93.36,9222.18,4.909,1028.04,577.34,75.02,562.3399
1.1,1.0,1.0,1.0,0.85,0.0,True,527,37,93.36,8286.22,4.827,1143.05,-358.62,190.03,-396.6236
1.1,1.0,1.0,1.0,0.85,0.05,False,527,0,93.36,9780.51,4.882,1149.31,1135.68,196.29,1096.4204
1.1,1.0,1.0,1.0,0.85,0.05,True,527,37,93.36,8811.07,4.797,1264.32,166.23,311.3,103.9722
1.1,1.0,1.0,1.0,0.85,0.1,False,527,0,93.36,10338.85,4.858,1270.58,1694.01,317.56,1630.5008
1.1,1.0,1.0,1.0,0.85,0.1,True,527,37,93.36,9335.92,4.771,1385.59,691.08,432.57,604.5681
1.1,1.0,1.0,1.0,0.9,0.0,False,527,0,93.36,9286.76,4.922,1024.67,641.92,71.65,627.5918
1.1,1.0,1.0,1.0,0.9,0.0,True,527,37,93.36,8344.39,4.839,1139.68,-300.45,186.66,-337.7806
1.1,1.0,1.0,1.0,0.9,0.05,False,527,0,93.36,9849.06,4.895,1145.85,1204.22,192.84,1165.6532
1.1,1.0,1.0,1.0,0.9,0.05,True,527,37,93.36,8872.85,4.81,1260.86,228.01,307.85,166.4436
1.1,1.0,1.0,1.0,0.9,0.1,False,527,0,93.36,10411.35,4.871,1267.04,1766.52,314.02,1703.7145
1.1,1.0,1.0,1.0,0.9,0.1,True,527,37,93.36,9401.31,4.784,1382.05,756.47,429.03,670.6679
1.1,1.0,1.0,1.0,0.95,0.0,False,527,0,93.36,9351.33,4.934,1021.29,706.5,68.28,692.8437
1.1,1.0,1.0,1.0,0.95,0.0,True,527,37,93.36,8402.56,4.852,1136.3,-242.28,183.29,-278.9376
1.1,1.0,1.0,1.0,0.95,0.05,False,527,0,93.36,9917.6,4.908,1142.4,1272.76,189.38,1234.8859
1.1,1.0,1.0,1.0,0.95,0.05,True,527,37,93.36,8934.63,4.822,1257.4,289.79,304.39,228.915
1.1,1.0,1.0,1.0,0.95,0.1,False,527,0,93.36,10483.86,4.884,1263.5,1839.02,310.48,1776.9281
1.1,1.0,1.0,1.0,0.95,0.1,True,527,37,93.36,9466.7,4.797,1378.51,821.87,425.49,736.7677
1.1,1.0,1.0,1.0,1.0,0.0,False,527,0,93.36,9415.91,4.947,1017.92,771.08,64.91,758.0956
1.1,1.0,1.0,1.0,1.0,0.0,True,527,37,93.36,8460.72,4.864,1132.93,-184.11,179.92,-220.0946
1.1,1.0,1.0,1.0,1.0,0.05,False,527,0,93.36,9986.14,4.92,1138.94,1341.3,185.92,1304.1187
1.1,1.0,1.0,1.0,1.0,0.05,True,527,37,93.36,8996.41,4.835,1253.95,351.57,300.93,291.3864
1.1,1.0,1.0,1.0,1.0,0.1,False,527,0,93.36,10556.37,4.897,1259.96,1911.53,306.94,1850.1418
1.1,1.0,1.0,1.0,1.0,0.1,True,527,37,93.36,9532.09,4.809,1374.97,887.26,421.95,802.8674
1.1,1.0,1.0,1.05,0.85,0.0,False,527,0,93.36,9343.45,4.894,1044.57,698.61,91.56,680.3009
1.1,1.0,1.0,1.05,0.85,0.0,True,527,37,93.36,8374.06,4.801,1162.38,-270.77,209.37,-312.6465
1.1,1.0,1.0,1.05,0.85,0.05,False,527,0,93.36,9907.3,4.867,1168.75,1262.46,215.73,1219.3176
1.1,1.0,1.0,1.05,0.85,0.05,True,527,37,93.36,8904.04,4.772,1286.56,259.2,333.54,192.4933
1.1,1.0,1.0,1.05,0.85,0.1,False,527,0,93.36,10471.15,4.843,1292.93,1826.32,339.91,1758.3344
1.1,1.0,1.0,1.05,0.85,0.1,True,527,37,93.36,9434.01,4.746,1410.74,789.18,457.72,697.633
1.1,1.0,1.0,1.05,0.9,0.0,False,527,0,93.36,9408.03,4.906,1041.2,763.19,88.18,745.5528
1.1,1.0,1.0,1.05,0.9,0.0,True,527,37,93.36,8432.23,4.813,1159.01,-212.6,206.0,-253.8035
1.1,1.0,1.0,1.05,0.9,0.05,False,527,0,93.36,9975.84,4.879,1165.29,1331.01,212.28,1288.5504
1.1,1.0,1.0,1.05,0.9,0.05,True,527,37,93.36,8965.82,4.784,1283.1,320.98,330.09,254.9647
1.1,1.0,1.0,1.05,0.9,0.1,False,527,0,93.36,10543.66,4.856,1289.38,1898.82,336.37,1831.548
1.1,1.0,1.0,1.05,0.9,0.1,True,527,37,93.36,9499.4,4.759,1407.2,854.57,454.18,763.7328
1.1,1.0,1.0,1.05,0.95,0.0,False,527,0,93.36,9472.6,4.919,1037.83,827.77,84.81,810.8047
1.1,1.0,1.0,1.05,0.95,0.0,True,527,37,93.36,8490.4,4.825,1155.64,-154.44,202.62,-194.9605
1.1,1.0,1.0,1.05,0.95,0.05,False,527,0,93.36,10044.38,4.892,1161.84,1399.55,208.82,1357.7832
1.1,1.0,1.0,1.05,0.95,0.05,True,527,37,93.36,9027.6,4.797,1279.65,382.76,326.63,317.4361
1.1,1.0,1.0,1.05,0.95,0.1,False,527,0,93.36,10616.16,4.868,1285.84,1971.33,332.83,1904.7617
1.1,1.0,1.0,1.05,0.95,0.1,True,527,37,93.36,9564.8,4.772,1403.65,919.96,450.64,829.8326
1.1,1.0,1.0,1.05,1.0,0.0,False,527,0,93.36,9537.18,4.931,1034.45,892.34,81.44,876.0566
1.1,1.0,1.0,1.05,1.0,0.0,True,527,37,93.36,8548.57,4.837,1152.27,-96.27,199.25,-136.1175
1.1,1.0,1.0,1.05,1.0,0.05,False,527,0,93.36,10112.92,4.905,1158.38,1468.09,205.36,1427.016
1.1,1.0,1.0,1.05,1.0,0.05,True,527,37,93.36,9089.38,4.809,1276.19,444.54,323.17,379.9074
1.1,1.0,1.0,1.05,1.0,0.1,False,527,0,93.36,10688.67,4.881,1282.3,2043.83,329.29,1977.9753
1.1,1.0,1.0,1.05,1.0,0.1,True,527,37,93.36,9630.19,4.784,1400.11,985.35,447.1,895.9323
1.1,1.0,1.05,0.95,0.85,0.0,False,527,0,93.36,9385.86,4.93,1049.24,741.03,96.23,721.7825
1.1,1.0,1.05,0.95,0.85,0.0,True,527,37,93.36,8475.4,4.869,1164.4,-169.44,211.38,-211.7141
1.1,1.0,1.05,0.95,0.85,0.05,False,527,0,93.36,9957.71,4.902,1170.83,1312.87,217.82,1269.3106
1.1,1.0,1.05,0.95,0.85,0.05,True,527,37,93.36,9013.17,4.837,1285.99,368.33,332.97,301.7397
1.1,1.0,1.05,0.95,0.85,0.1,False,527,0,93.36,10529.56,4.877,1292.43,1884.72,339.41,1816.8388
1.1,1.0,1.05,0.95,0.85,0.1,True,527,37,93.36,9550.94,4.809,1407.58,906.11,454.57,815.1935
1.1,1.0,1.05,0.95,0.9,0.0,False,527,0,93.36,9450.44,4.942,1045.87,805.6,92.85,787.0344
1.1,1.0,1.05,0.95,0.9,0.0,True,527,37,93.36,8533.57,4.881,1161.03,-111.27,208.01,-152.8711
1.1,1.0,1.05,0.95,0.9,0.05,False,527,0,93.36,10026.25,4.914,1167.38,1381.42,214.36,1338.5434
1.1,1.0,1.05,0.95,0.9,0.05,True,527,37,93.36,9074.95,4.849,1282.53,430.11,329.52,364.2111
1.1,1.0,1.05,0.95,0.9,0.1,False,527,0,93.36,10602.06,4.89,1288.88,1957.23,335.87,1890.0525
1.1,1.0,1.05,0.95,0.9,0.1,True,527,37,93.36,9616.33,4.822,1404.04,971.5,451.02,881.2933
1.1,1.0,1.05,0.95,0.95,0.0,False,527,0,93.36,9515.02,4.954,1042.5,870.18,89.48,852.2863
1.1,1.0,1.05,0.95,0.95,0.0,True,527,37,93.36,8591.73,4.893,1157.65,-53.1,204.64,-94.0281
1.1,1.0,1.05,0.95,0.95,0.05,False,527,0,93.36,10094.79,4.927,1163.92,1449.96,210.9,1407.7762
1.1,1.0,1.05,0.95,0.95,0.05,True,527,37,93.36,9136.73,4.862,1279.08,491.89,326.06,426.6825
1.1,1.0,1.05,0.95,0.95,0.1,False,527,0,93.36,10674.57,4.902,1285.34,2029.73,332.33,1963.2661
1.1,1.0,1.05,0.95,0.95,0.1,True,527,37,93.36,9681.73,4.834,1400.5,1036.89,447.48,947.3931
1.1,1.0,1.05,0.95,1.0,0.0,False,527,0,93.36,9579.6,4.966,1039.12,934.76,86.11,917.5381
1.1,1.0,1.05,0.95,1.0,0.0,True,527,37,93.36,8649.9,4.905,1154.28,5.07,201.26,-35.1851
1.1,1.0,1.05,0.95,1.0,0.05,False,527,0,93.36,10163.33,4.939,1160.46,1518.5,207.45,1477.009
1.1,1.0,1.05,0.95,1.0,0.05,True,527,37,93.36,9198.51,4.874,1275.62,553.67,322.6,489.1539
1.1,1.0,1.05,0.95,1.0,0.1,False,527,0,93.36,10747.07,4.915,1281.8,2102.24,328.79,2036.4798
1.1,1.0,1.05,0.95,1.0,0.1,True,527,37,93.36,9747.12,4.847,1396.96,1102.28,443.94,1013.4929
1.1,1.0,1.05,1.0,0.85,0.0,False,527,0,93.36,9507.13,4.914,1065.77,862.3,112.76,839.7434
1.1,1.0,1.05,1.0,0.85,0.0,True,527,37,93.36,8563.24,4.842,1183.73,-81.59,230.72,-127.7369
1.1,1.0,1.05,1.0,0.85,0.05,False,527,0,93.36,10084.49,4.886,1190.27,1439.66,237.26,1392.2079
1.1,1.0,1.05,1.0,0.85,0.05,True,527,37,93.36,9106.14,4.811,1308.23,461.3,355.22,390.2607
1.1,1.0,1.05,1.0,0.85,0.1,False,527,0,93.36,10661.86,4.862,1314.77,2017.02,361.76,1944.6724
1.1,1.0,1.05,1.0,0.85,0.1,True,527,37,93.36,9649.04,4.784,1432.73,1004.2,479.71,908.2584
1.1,1.0,1.05,1.0,0.9,0.0,False,527,0,93.36,9571.71,4.926,1062.4,926.87,109.39,904.9953
1.1,1.0,1.05,1.0,0.9,0.0,True,527,37,93.36,8621.41,4.854,1180.36,-23.43,227.34,-68.8939
1.1,1.0,1.05,1.0,0.9,0.05,False,527,0,93.36,10153.04,4.899,1186.82,1508.2,233.8,1461.4407
1.1,1.0,1.05,1.0,0.9,0.05,True,527,37,93.36,9167.92,4.824,1304.77,523.08,351.76,452.7321
1.1,1.0,1.05,1.0,0.9,0.1,False,527,0,93.36,10734.36,4.874,1311.23,2089.53,358.21,2017.886
1.1,1.0,1.05,1.0,0.9,0.1,True,527,37,93.36,9714.43,4.797,1429.19,1069.59,476.17,974.3582
1.1,1.0,1.05,1.0,0.95,0.0,False,527,0,93.36,9636.29,4.938,1059.03,991.45,106.01,970.2472
1.1,1.0,1.05,1.0,0.95,0.0,True,527,37,93.36,8679.58,4.866,1176.99,34.74,223.97,-10.0509
1.1,1.0,1.05,1.0,0.95,0.05,False,527,0,93.36,10221.58,4.911,1183.36,1576.74,230.34,1530.6735
1.1,1.0,1.05,1.0,0.95,0.05,True,527,37,93.36,9229.7,4.836,1301.32,584.86,348.3,515.2035
1.1,1.0,1.05,1.0,0.95,0.1,False,527,0,93.36,10806.87,4.887,1307.69,2162.03,354.67,2091.0997
1.1,1.0,1.05,1.0,0.95,0.1,True,527,37,93.36,9779.82,4.809,1425.65,1134.98,472.63,1040.458
1.1,1.0,1.05,1.0,1.0,0.0,False,527,0,93.36,9700.86,4.95,1055.66,1056.03,102.64,1035.4991
1.1,1.0,1.05,1.0,1.0,0.0,True,527,37,93.36,8737.75,4.878,1173.62,92.91,220.6,48.7921
1.1,1.0,1.05,1.0,1.0,0.05,False,527,0,93.36,10290.12,4.923,1179.9,1645.28,226.89,1599.9062
1.1,1.0,1.05,1.0,1.0,0.05,True,527,37,93.36,9291.48,4.848,1297.86,646.64,344.85,577.6749
1.1,1.0,1.05,1.0,1.0,0.1,False,527,0,93.36,10879.38,4.9,1304.15,2234.54,351.13,2164.3133
1.1,1.0,1.05,1.0,1.0,0.1,True,527,37,93.36,9845.21,4.822,1422.11,1200.38,469.09,1106.5578
1.1,1.0,1.05,1.05,0.85,0.0,False,527,0,93.36,9628.4,4.899,1082.31,983.56,129.29,957.7044
1.1,1.0,1.05,1.05,0.85,0.0,True,527,37,93.36,8651.09,4.817,1203.07,6.25,250.05,-43.7597
1.1,1.0,1.05,1.05,0.85,0.05,False,527,0,93.36,10211.28,4.871,1209.71,1566.44,256.7,1515.1052
1.1,1.0,1.05,1.05,0.85,0.05,True,527,37,93.36,9199.11,4.787,1330.47,554.27,377.46,478.7818
1.1,1.0,1.05,1.05,0.85,0.1,False,527,0,93.36,10794.16,4.847,1337.12,2149.33,384.1,2072.5059
1.1,1.0,1.05,1.05,0.85,0.1,True,527,37,93.36,9747.13,4.76,1457.88,1102.3,504.86,1001.3233
1.1,1.0,1.05,1.05,0.9,0.0,False,527,0,93.36,9692.98,4.911,1078.94,1048.14,125.92,1022.9563
1.1,1.0,1.05,1.05,0.9,0.0,True,527,37,93.36,8709.25,4.829,1199.7,64.42,246.68,15.0832
1.1,1.0,1.05,1.05,0.9,0.05,False,527,0,93.36,10279.82,4.884,1206.26,1634.99,253.24,1584.3379
1.1,1.0,1.05,1.05,0.9,0.05,True,527,37,93.36,9260.89,4.799,1327.02,616.05,374.0,541.2532
1.1,1.0,1.05,1.05,0.9,0.1,False,527,0,93.36,10866.67,4.86,1333.58,2221.83,380.56,2145.7195
1.1,1.0,1.05,1.05,0.9,0.1,True,527,37,93.36,9812.52,4.773,1454.34,1167.69,501.32,1067.4231
1.1,1.0,1.05,1.05,0.95,0.0,False,527,0,93.36,9757.55,4.923,1075.56,1112.72,122.55,1088.2082
1.1,1.0,1.05,1.05,0.95,0.0,True,527,37,93.36,8767.42,4.84,1196.32,122.59,243.31,73.9262
1.1,1.0,1.05,1.05,0.95,0.05,False,527,0,93.36,10348.36,4.896,1202.8,1703.53,249.78,1653.5707
