total_bilhetes,greens,reds,win_rate_pct,odd_media_tripla,stake_por_bilhete,total_investido_rs,lucro_total_rs,roi_pct,max_drawdown_rs,max_streak_green,max_streak_red
1477,1308,169,88.55788761002032,1.2032778422477999,100.0,147700.0,9550.314100000018,6.466021733243073,-606.8171999999988,42,3
