total_jogos,greens,reds,win_rate_pct,odd_media_eh3,stake_fixa,lucro_total_rs,roi_pct,max_drawdown_rs
2314,2240,74,96.80207433016422,1.0414995678478824,100.0,1855.0000000000073,0.8016421780466756,-674.0
