data,liga,jogo,metodo,mercado,lado,odd_execucao,stake,status,resultado,pnl_unidades,pnl_dolar
2026-08-01,URUGUAY 1,Albion FC x Danubio,Lay Draw Estrutural,1X2_D,lay,3.3,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,URUGUAY 1,Albion FC x Danubio,Over 2.5 Back Valor,O25,back,2.54,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,URUGUAY 1,Albion FC x Danubio,BTTS Lay Quant,BTTS_Y,lay,2.2,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,POLAND 1,Wieczysta Krakow x Lech Poznan,Lay Draw Estrutural,1X2_D,lay,4.3,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ROMANIA 1,FC Voluntari x UTA Arad,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ROMANIA 1,FC Voluntari x UTA Arad,Lay Draw Estrutural,1X2_D,lay,3.3,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ROMANIA 1,FC Voluntari x UTA Arad,Over 2.5 Back Valor,O25,back,2.38,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Fk Smederevo x FK Borac Cacak,Lay 0x0 Protegido,CS_0x0,lay,11.5,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Fk Smederevo x FK Borac Cacak,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Fk Smederevo x FK Borac Cacak,Over 2.5 Back Valor,O25,back,2.3,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,BULGARIA 1,PFC Levski Sofia x Septemvri,BTTS Lay Quant,BTTS_Y,lay,2.46,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CZECH 1,H Slavia Kromeriz x Usti Nad Labem,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CZECH 1,H Slavia Kromeriz x Usti Nad Labem,Over 2.5 Back Valor,O25,back,1.87,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CZECH 1,Trinec x Vysocina Jihlava,Lay Draw Estrutural,1X2_D,lay,3.75,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CZECH 1,Trinec x Vysocina Jihlava,Over 2.5 Back Valor,O25,back,2.04,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,DENMARK 1,Lyngby x AGF,Lay Draw Estrutural,1X2_D,lay,3.7,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,FINLAND 1,Gnistan x KuPS,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVAKIA 1,MFK Skalica x Ruzomberok,Lay 0x0 Protegido,CS_0x0,lay,12.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVAKIA 1,MFK Skalica x Ruzomberok,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVAKIA 1,MFK Skalica x Ruzomberok,Over 2.5 Back Valor,O25,back,2.2,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVENIA 1,Nafta Lendava x Mura,Lay Draw Estrutural,1X2_D,lay,3.55,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVENIA 1,Nafta Lendava x Mura,Over 2.5 Back Valor,O25,back,1.98,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SWITZERLAND 2,Aarau x Stade Lausanne-Ouchy,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SWITZERLAND 1,FC Basel x Lausanne,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SWITZERLAND 1,FC Zurich x Servette,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,AUSTRIA 2,First Vienna Fc 1894 x SK Sturm Graz II,Lay Draw Estrutural,1X2_D,lay,4.5,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CHILE 1,Cobresal x Union La Calera,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CHILE 1,Cobresal x Union La Calera,Over 2.5 Back Valor,O25,back,2.18,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SCOTLAND 1,Aberdeen x Hearts,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SCOTLAND 1,Aberdeen x Hearts,Over 2.5 Back Valor,O25,back,1.89,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PERU 1,FC Cajamarca x Sport Huancayo,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PERU 1,FC Cajamarca x Sport Huancayo,Over 2.5 Back Valor,O25,back,1.94,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Backa Topola x FK Vrsac,Over 2.5 Back Valor,O25,back,1.89,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Backa Topola x FK Vrsac,BTTS Lay Quant,BTTS_Y,lay,3.05,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Backa Topola x FK Vrsac,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,7.62,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Jedinstvo Ub x Metalac Gornji Milanovac,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Jedinstvo Ub x Metalac Gornji Milanovac,Over 2.5 Back Valor,O25,back,2.08,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,FK Jedinstvo Ub x Metalac Gornji Milanovac,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,6.94,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Vozdovac x FK Dubocica,Over 2.5 Back Valor,O25,back,1.93,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Vozdovac x FK Dubocica,BTTS Lay Quant,BTTS_Y,lay,2.48,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 2,Vozdovac x FK Dubocica,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,6.94,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,FK Novi Pazar x OFK Beograd,Lay Draw Estrutural,1X2_D,lay,3.55,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,FK Novi Pazar x OFK Beograd,Over 2.5 Back Valor,O25,back,2.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,FK Novi Pazar x OFK Beograd,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,9.63,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,URUGUAY 1,Deportivo Maldonado x Juventud De Las Piedras,Lay Draw Estrutural,1X2_D,lay,4.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,URUGUAY 1,Deportivo Maldonado x Juventud De Las Piedras,Over 2.5 Back Valor,O25,back,2.08,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,BULGARIA 1,Botev Plovdiv x Cherno More,Lay 0x0 Protegido,CS_0x0,lay,12.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,BULGARIA 1,Botev Plovdiv x Cherno More,Lay Draw Estrutural,1X2_D,lay,3.85,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,BULGARIA 1,Botev Plovdiv x Cherno More,Over 2.5 Back Valor,O25,back,2.18,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SLOVENIA 1,NK Celje x NK Maribor,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ARGENTINA 1,Estudiantes Rio Cuarto x Banfield,BTTS Lay Quant,BTTS_Y,lay,2.3,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ARGENTINA 1,Gimnasia Mendoza x Union Santa Fe,Lay 0x0 Protegido,CS_0x0,lay,9.6,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ARGENTINA 1,Gimnasia Mendoza x Union Santa Fe,Over 2.5 Back Valor,O25,back,2.48,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ROMANIA 1,Universitatea Craiova x ACS Petrolul 52,Over 2.5 Back Valor,O25,back,2.08,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ROMANIA 1,Universitatea Craiova x ACS Petrolul 52,BTTS Lay Quant,BTTS_Y,lay,2.48,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,Cukaricki x FK Radnicki 1923,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,Cukaricki x FK Radnicki 1923,Lay Draw Estrutural,1X2_D,lay,3.4,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SERBIA 1,Cukaricki x FK Radnicki 1923,Over 2.5 Back Valor,O25,back,2.26,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,SWITZERLAND 1,Thun x Young Boys,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CHILE 1,Everton De Vina x Colo Colo,Lay Draw Estrutural,1X2_D,lay,3.8,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,CHILE 1,Everton De Vina x Colo Colo,Over 2.5 Back Valor,O25,back,1.9,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,COLOMBIA 1,Deportivo Pasto x Aguilas Doradas,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,COLOMBIA 1,Deportivo Pasto x Aguilas Doradas,Lay Draw Estrutural,1X2_D,lay,3.45,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,COLOMBIA 1,Deportivo Pasto x Aguilas Doradas,Over 2.5 Back Valor,O25,back,2.36,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ECUADOR 1,Manta FC x Mushuc Runa,Lay 0x0 Protegido,CS_0x0,lay,10.5,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ECUADOR 1,Manta FC x Mushuc Runa,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ECUADOR 1,Manta FC x Mushuc Runa,Over 2.5 Back Valor,O25,back,2.48,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,ECUADOR 1,Manta FC x Mushuc Runa,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,9.41,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PARAGUAY 1,Club Sportivo Ameliano x Club 2 de Mayo de Pedro,Lay 0x0 Protegido,CS_0x0,lay,9.8,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PARAGUAY 1,Club Sportivo Ameliano x Club 2 de Mayo de Pedro,Lay Draw Estrutural,1X2_D,lay,3.4,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PARAGUAY 1,Club Sportivo Ameliano x Club 2 de Mayo de Pedro,Over 2.5 Back Valor,O25,back,2.46,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PARAGUAY 1,Club Sportivo Ameliano x Club 2 de Mayo de Pedro,BTTS Lay Quant,BTTS_Y,lay,2.2,100.0,Pendente,Pendente,0.0,0.0
2026-08-01,PARAGUAY 1,Club Sportivo Ameliano x Club 2 de Mayo de Pedro,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,13.44,100.0,Pendente,Pendente,0.0,0.0
