mes,n,green,red,win_rate,break_even,margem_pp,roi_stake,pnl_liab200,odd_med,taxa_0a0,integridade
2026-07,131,124,7,0.9466,0.9404,0.61,0.1179,197.18,16.0,0.069,OK
