Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Fold,Segmento,Estrategia
2026-03-14,10:00,SPAIN 1,Girona vs Ath Bilbao,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,3x0,alias_exact,False,True,2026-03,10.03,1.0,0.0,38834.02691755632,2,10.03,1.0,10.03,,2026-03-14,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-15,08:30,ITALY 1,Verona vs Genoa,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,8.83,312.5,1.0,0x2,alias_exact,False,True,2026-03,8.83,1.0,0.0,39201.99551087144,2,8.83,1.0,8.83,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-15,09:00,SCOTLAND 1,St. Mirren vs Rangers,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,250.0,0.0,0x1,alias_exact,False,True,2026-03,8.63,0.0,0.0,35752.53591685323,2,8.63,0.0,8.63,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-15,10:30,NORWAY 1,Kristiansund vs Brann,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.43,437.5,1.0,3x2,alias_exact,False,True,2026-03,9.43,1.0,0.0,35974.362725868654,2,9.43,1.0,9.43,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-15,11:00,ITALY 1,Pisa vs Cagliari,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,375.0,1.0,3x1,alias_exact,False,True,2026-03,8.43,1.0,0.0,36253.96004301932,2,8.43,1.0,8.43,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-15,13:00,SERBIA 1,IMT Novi Beograd vs Crvena zvezda,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,500.0,1.0,1x2,alias_exact,False,True,2026-03,8.63,1.0,0.0,36560.49104668449,2,8.63,1.0,8.63,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-16,13:00,SERBIA 1,Napredak vs OFK Beograd Mozzart Bet,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,312.5,1.0,2x2,alias_exact,False,True,2026-03,8.03,1.0,0.0,36933.95307319832,2,8.03,1.0,8.03,,2026-03-16,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-16,16:30,SPAIN 2,Albacete vs Las Palmas,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.03,375.0,1.0,2x1,alias_exact,False,True,2026-03,9.03,1.0,0.0,37304.39205715631,2,9.03,1.0,9.03,,2026-03-16,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-16,18:00,CHILE 1,Union La Calera vs O'Higgins,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.83,437.5,1.0,3x3,alias_exact,False,True,2026-03,8.83,1.0,0.0,37728.52813521293,2,8.83,1.0,8.83,,2026-03-16,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-01,12:30,SWITZERLAND 1,Grasshoppers vs Lugano,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,437.5,1.0,1x0,alias_exact,False,True,2026-03,8.63,1.0,0.0,37517.14691730434,2,8.63,1.0,8.63,,2026-03-01,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
