Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Fold,Segmento,Estrategia
2026-03-01,12:15,SPAIN 1,Valencia vs Osasuna,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,7.43,500.0,0.0,1x0,alias_exact,False,True,2026-03,7.43,0.0,-150.0,37272.06172726503,2,7.43,0.0,7.43,,2026-03-01,EXECUTED,,-150.0,500.0,500.0,-150.0,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-01,12:30,SWITZERLAND 1,Grasshoppers vs Lugano,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,437.5,1.0,1x0,alias_exact,False,True,2026-03,8.63,1.0,18.381389252948885,37517.14691730434,2,8.63,1.0,8.63,,2026-03-01,EXECUTED,,-131.61861074705112,500.0,518.3813892529489,-131.61861074705112,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-02,13:00,SERBIA 1,IMT Novi Beograd vs Radnik,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.63,250.0,1.0,0x0,alias_exact,False,True,2026-03,9.63,1.0,16.848896834930724,37760.386158635374,2,9.63,1.0,9.63,,2026-03-02,EXECUTED,,-114.7697139121204,500.0,535.2302860878797,-114.7697139121204,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-02,15:00,POLAND 1,Zaglebie vs Wisla Plock,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,2x0,alias_exact,False,True,2026-03,10.53,1.0,15.75363014141136,38004.518723517984,2,10.53,1.0,10.53,,2026-03-02,EXECUTED,,-99.01608377070903,500.0,550.983916229291,-99.01608377070903,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-02,16:30,EGYPT 1,Pharco vs Kahrabaa Ismailia,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.23,375.0,1.0,0x2,alias_exact,False,True,2026-03,8.23,1.0,21.376346957443452,38357.8862603778,2,8.23,1.0,8.23,,2026-03-02,EXECUTED,,-77.63973681326559,500.0,572.3602631867345,-77.63973681326559,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-02,18:30,PARAGUAY 1,Sp. Luqueno vs Rubio Nu,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.43,437.5,0.0,0x1,alias_exact,False,True,2026-03,9.43,0.0,-171.70807895602036,35272.06172726503,2,9.43,0.0,9.43,,2026-03-02,EXECUTED,,-249.34781576928594,500.0,500.0,-249.34781576928594,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-03,08:30,BULGARIA 1,Spartak Varna vs Montana,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.63,250.0,1.0,1x0,alias_exact,False,True,2026-03,9.63,1.0,16.251448435689454,35488.74770640755,2,9.63,1.0,9.63,,2026-03-03,EXECUTED,,-233.0963673335965,500.0,516.2514484356894,-233.0963673335965,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-03,11:00,BULGARIA 1,Beroe vs Slavia Sofia,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,312.5,1.0,0x3,alias_exact,False,True,2026-03,8.43,1.0,19.4897081138911,35767.698095438274,2,8.43,1.0,8.43,,2026-03-03,EXECUTED,,-213.6066592197054,500.0,535.7411565495805,-213.6066592197054,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-03,16:45,SCOTLAND 2,Dunfermline vs Ross County,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,375.0,1.0,3x0,alias_exact,False,True,2026-03,9.23,1.0,18.25946469163516,36051.22421989052,2,9.23,1.0,9.23,,2026-03-03,EXECUTED,,-195.34719452807025,500.0,554.0006212412156,-195.34719452807025,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-04,15:00,SPAIN 1,Rayo Vallecano vs Oviedo,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,6.63,250.0,1.0,3x0,alias_exact,False,True,2026-03,6.63,1.0,27.601629530756842,36512.772520175575,2,6.63,1.0,6.63,,2026-03-04,EXECUTED,,-167.7455649973134,500.0,581.6022507719725,-167.7455649973134,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-05,16:30,EGYPT 1,Ceramica Cleopatra vs National Bank Egypt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,2x2,alias_exact,False,True,2026-03,10.03,1.0,18.066382208365262,36848.32784590884,2,10.03,1.0,10.03,,2026-03-05,EXECUTED,,-149.67918278894814,500.0,599.6686329803377,-149.67918278894814,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-06,15:30,FRANCE 3,Stade Briochin vs Orleans,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,312.5,1.0,1x3,alias_exact,False,True,2026-03,8.43,1.0,22.63890330430481,37298.36940996428,2,8.43,1.0,8.43,,2026-03-06,EXECUTED,,-127.04027948464332,500.0,622.3075362846425,-127.04027948464332,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-06,20:30,CHILE 1,D. Concepcion vs Nublense,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.23,375.0,1.0,0x2,alias_exact,False,True,2026-03,8.23,1.0,24.143466656686336,37557.01394661712,2,8.23,1.0,8.23,,2026-03-06,EXECUTED,,-102.89681282795698,500.0,646.4510029413289,-102.89681282795698,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-07,10:00,SPAIN 1,Osasuna vs Mallorca,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,6.63,250.0,1.0,2x2,alias_exact,False,True,2026-03,6.63,1.0,32.20772758881754,37932.11743538628,2,6.63,1.0,6.63,,2026-03-07,EXECUTED,,-70.68908523913944,500.0,678.6587305301464,-70.68908523913944,0.3,Fase_1_30pct,1,treino,Baseline_Sem_Filtro
2026-03-08,08:15,POLAND 1,Motor Lublin vs Gornik Zabrze,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,0x0,alias_exact,False,True,2026-03,10.53,1.0,39.95042474579351,38190.517687618136,2,10.53,1.0,10.53,,2026-03-08,EXECUTED,,-30.738660493345932,500.0,718.6091552759399,-30.738660493345932,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-08,12:15,SPAIN 1,Getafe vs Betis,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,375.0,1.0,2x0,alias_exact,False,True,2026-03,8.03,1.0,57.3456239132009,35564.372254914495,2,8.03,1.0,8.03,,2026-03-08,EXECUTED,,26.60696341985497,500.0,775.9547791891408,26.60696341985497,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-08,09:30,ROMANIA 1,Otelul vs FC Hermannstadt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,0x2,alias_exact,False,True,2026-03,10.03,1.0,48.207157378195795,38489.98154582482,2,10.03,1.0,10.03,,2026-03-08,EXECUTED,,74.81412079805077,500.0,824.1619365673366,74.81412079805077,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-08,12:00,SERBIA 1,Sp. Subotica vs IMT Novi Beograd,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.83,437.5,0.0,0x1,alias_exact,False,True,2026-03,8.83,0.0,-494.49716194040195,35298.36940996428,2,8.83,0.0,8.83,,2026-03-08,EXECUTED,,-419.68304114235116,500.0,500.0,-419.68304114235116,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-08,11:00,ITALY 1,Bologna vs Verona,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,6.83,500.0,1.0,1x2,alias_exact,False,True,2026-03,6.83,1.0,48.113207547169814,39001.84386950057,2,6.83,1.0,6.83,,2026-03-08,EXECUTED,,-371.56983359518136,500.0,548.1132075471698,-371.56983359518136,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
2026-03-09,10:30,BULGARIA 1,Montana vs Ludogorets,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,250.0,1.0,0x3,alias_exact,False,True,2026-03,8.03,1.0,43.739901768700186,35865.75385662551,2,8.03,1.0,8.03,,2026-03-09,EXECUTED,,-327.8299318264812,500.0,591.85310931587,-327.8299318264812,0.6,Fase_2_60pct,1,treino,Baseline_Sem_Filtro
