Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase
2025-08-12,14:00,EUROPA CHAMPIONS LEAGUE,FC Copenhagen (Den) vs Malmo FF (Swe),Lay_CS_0x1_B365,historico,11.03,250.0,1.0,5x0,alias_exact,False,True,2025-08,11.03,1.0,46.61016949152543,2168.313484689481,0,11.03,1.0,11.03,,2025-08-12,EXECUTED,,925.0961758941515,500.0,500.0,925.0961758941515,1.0,Sem_Rampa
2025-08-15,07:00,SOUTH KOREA 1,Jeju SK vs Gangwon,Lay_CS_0x1_B365,historico,10.03,250.0,1.0,0x0,alias_exact,False,True,2025-08,10.03,1.0,51.7718715393134,2413.748695553289,0,10.03,1.0,10.03,,2025-08-15,EXECUTED,,976.868047433465,500.0,500.0,976.868047433465,1.0,Sem_Rampa
2025-08-15,14:00,SPAIN 1,Girona vs Rayo Vallecano,Lay_CS_0x1_B365,historico,8.53,437.5,1.0,1x3,alias_exact,False,True,2025-08,8.53,1.0,62.08499335989377,2780.120238144613,0,8.53,1.0,8.53,,2025-08-15,EXECUTED,,1038.9530407933587,500.0,500.0,1038.9530407933587,1.0,Sem_Rampa
2025-08-15,14:30,FRANCE 3,Dijon vs Rouen,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,1x1,alias_exact,False,True,2025-08,8.03,1.0,66.50071123755335,3006.8912667974864,0,8.03,1.0,8.03,,2025-08-15,EXECUTED,,1105.453752030912,500.0,500.0,1105.453752030912,1.0,Sem_Rampa
2025-08-15,16:30,SPAIN 2,Burgos CF vs Cultural Leonesa,Lay_CS_1x0_B365,historico,5.03,500.0,1.0,5x1,alias_exact,False,True,2025-08,5.03,1.0,116.00496277915632,3455.0876050655106,0,5.03,1.0,5.03,,2025-08-15,EXECUTED,,1221.4587148100684,500.0,500.0,1221.4587148100684,1.0,Sem_Rampa
2025-08-16,12:00,SPAIN 2,Racing Santander vs Castellon,Lay_CS_1x0_B365,historico,11.03,250.0,1.0,3x1,alias_exact,False,True,2025-08,11.03,1.0,46.61016949152543,3548.3079440485617,0,11.03,1.0,11.03,,2025-08-16,EXECUTED,,1268.068884301594,500.0,500.0,1268.068884301594,1.0,Sem_Rampa
2025-08-17,07:00,SOUTH KOREA 1,Gimcheon Sangmu vs Seoul,Lay_CS_0x1_B365,historico,8.03,250.0,1.0,6x2,alias_exact,False,True,2025-08,8.03,1.0,66.50071123755335,3693.7078042120256,0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,1334.5695955391473,500.0,500.0,1334.5695955391473,1.0,Sem_Rampa
2025-08-17,08:30,BELGIUM 1,Dender vs Anderlecht,Lay_CS_0x1_B365,historico,8.53,312.5,1.0,0x2,alias_exact,False,True,2025-08,8.53,1.0,62.08499335989377,3847.507257890909,0,8.53,1.0,8.53,,2025-08-17,EXECUTED,,1396.654588899041,500.0,500.0,1396.654588899041,1.0,Sem_Rampa
2025-08-17,10:00,FRANCE 1,Brest vs Lille,Lay_CS_0x1_B365,historico,9.53,437.5,1.0,3x3,alias_exact,False,True,2025-08,9.53,1.0,54.80656506447832,4000.134734490176,0,9.53,1.0,9.53,,2025-08-17,EXECUTED,,1451.4611539635193,500.0,500.0,1451.4611539635193,1.0,Sem_Rampa
2025-08-17,10:15,ROMANIA 1,Csikszereda M. Ciuc vs Univ. Craiova,Lay_CS_0x1_B365,historico,8.03,375.0,1.0,1x2,alias_exact,False,True,2025-08,8.03,1.0,66.50071123755335,4205.628200494737,0,8.03,1.0,8.03,,2025-08-17,EXECUTED,,1517.9618652010727,500.0,500.0,1517.9618652010727,1.0,Sem_Rampa
